报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,204605000000.0,,,,18883000000.0,,30964000000.0,134000000.0,,45519000000.0,,,,,,,,,,,,,,,,,,28371000000.0,330351000000.0,86560000000.0,,,,4732000000.0,131534000000.0,,,,,,,,19252000000.0,,,8115000000.0,,,,,,,,,14050000000.0,2865000000.0,25441000000.0,292549000000.0,37802000000.0,,174703000000.0,6158000000.0,,,24000000.0,,,,,180885000000.0,234230000000.0,,,,,172000000.0,,,234402000000.0,-53517000000.0,,,,,118970000000.0,,,,118970000000.0,152000000000.0,2077000000.0,522000000.0,,30000000.0,154604000000.0,-35634000000.0,-846000000.0,-52195000000.0,,,,,342635000000.0,290440000000.0,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:56:04
20251231,,,137675000000.0,165882000000.0,,,,,,,,12071000000.0,187685000000.0,,,,,,,,,,,,,,,,,,79462000000.0,625358000000.0,97655000000.0,,,,159000000.0,,,,438000000.0,50320000000.0,,2684000000.0,,79882000000.0,,,20285000000.0,,,,,,,,,,25048000000.0,33029000000.0,309500000000.0,315858000000.0,,864286000000.0,30272000000.0,,,402000000.0,,,,,894960000000.0,971103000000.0,,,,,2893000000.0,,,973996000000.0,-79036000000.0,,,,,725935000000.0,,,,725935000000.0,854348000000.0,18506000000.0,4382000000.0,,74000000.0,875171000000.0,-149236000000.0,-1897000000.0,85689000000.0,4057000000.0,3421000000.0,338578000000.0,253525000000.0,256946000000.0,342635000000.0,定期报告,是,20260321,CNY,合并期末,2026-03-20T20:30:05
20250930,,,25801000000.0,43696000000.0,,,,10444000000.0,10824000000.0,,,14425000000.0,142555000000.0,,,,,,,,,,,,,,,,,,42399000000.0,320645000000.0,100165000000.0,,,,,,,,,31881000000.0,,4871000000.0,,62063000000.0,,,16045000000.0,,,,,,,,,,20095000000.0,13742000000.0,248862000000.0,71783000000.0,,680442000000.0,22376000000.0,,,284000000.0,,,,,703102000000.0,715059000000.0,,,,,1288000000.0,,,716347000000.0,-13245000000.0,,,,,507286000000.0,,,,507286000000.0,575012000000.0,11104000000.0,2050000000.0,,74000000.0,587867000000.0,-80581000000.0,-65000000.0,-22108000000.0,,,,,256946000000.0,234838000000.0,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T19:28:05
20250630,,,128351000000.0,257464000000.0,,,,,24909000000.0,,653000000.0,,96360000000.0,,,,,,,,,,,,,,,,,,16730000000.0,530188000000.0,74186000000.0,,,,,,,,2835000000.0,80167000000.0,,,,40807000000.0,,,11970000000.0,,,,,,,,,71550000000.0,15796000000.0,58195000000.0,355506000000.0,174682000000.0,,466277000000.0,15643000000.0,,,147000000.0,,,,,482067000000.0,442541000000.0,,,,,838000000.0,,,443379000000.0,38688000000.0,,,,,306282000000.0,,,,306282000000.0,459382000000.0,10394000000.0,1340000000.0,,7000000.0,470926000000.0,-164644000000.0,-152000000.0,48574000000.0,4576000000.0,3421000000.0,300944000000.0,253525000000.0,256946000000.0,305520000000.0,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T19:36:09
20250331,,,62690000000.0,206384000000.0,,,,,,,445000000.0,90111000000.0,48514000000.0,,,,,,,,,,,,,,,,,,7911000000.0,416055000000.0,58965000000.0,23574000000.0,,,3906000000.0,,,,8001000000.0,60412000000.0,,,,21872000000.0,,,8044000000.0,,,,,,,,,,5135000000.0,63200000000.0,253109000000.0,162946000000.0,,243429000000.0,9743000000.0,,,25000000.0,,,,,253197000000.0,227916000000.0,,,,,338000000.0,,,228254000000.0,24943000000.0,,,,,79667000000.0,,,,79667000000.0,234978000000.0,2538000000.0,509000000.0,,7000000.0,238065000000.0,-158398000000.0,-130000000.0,29361000000.0,,,,,256946000000.0,286307000000.0,定期报告,未审计,20260425,CNY,合并期末,2025-04-18T18:40:03
20241231,,,,94486000000.0,,,,6602000000.0,,72924000000.0,4024000000.0,,218979000000.0,,,,,,,,,,,,,,,,,,123106000000.0,530807000000.0,56129000000.0,,,,62516000000.0,121484000000.0,,,,,,,,84014000000.0,,,20152000000.0,,,,,,,,,79103000000.0,23827000000.0,20246000000.0,467471000000.0,63336000000.0,,609720000000.0,36812000000.0,,,345000000.0,,,,,646877000000.0,676348000000.0,,,,,2388000000.0,,,678736000000.0,-31859000000.0,,,,,733997000000.0,,,,733997000000.0,778465000000.0,26807000000.0,5231000000.0,,47000000.0,807930000000.0,-73933000000.0,1183000000.0,-41273000000.0,3421000000.0,3687000000.0,253525000000.0,294532000000.0,298219000000.0,256946000000.0,定期报告,是,20260321,CNY,合并期末,2025-03-14T20:00:09
20240930,,,,135723000000.0,,,,30544000000.0,,47992000000.0,3977000000.0,,168926000000.0,,,,,,,,,,,,,,,,,,125615000000.0,538547000000.0,43347000000.0,,,,48026000000.0,69617000000.0,,,,,,,,61894000000.0,,,16163000000.0,,,,,,,,,126872000000.0,16609000000.0,18861000000.0,401389000000.0,137158000000.0,,436288000000.0,27420000000.0,,,187000000.0,,,,,463895000000.0,473313000000.0,,,,,1121000000.0,,,474434000000.0,-10539000000.0,,,,,513040000000.0,,,,513040000000.0,637761000000.0,18880000000.0,2898000000.0,,47000000.0,658572000000.0,-145532000000.0,-594000000.0,-19507000000.0,,,,,298219000000.0,278712000000.0,定期报告,未审计,20251025,CNY,合并期末,2024-10-18T18:05:06
20240630,,,,254637000000.0,,,,10000000.0,,,3775000000.0,,115675000000.0,,,,,,,,,,,,,,,,,,104272000000.0,508784000000.0,50631000000.0,,,,47135000000.0,81852000000.0,,,,18316000000.0,,,,45760000000.0,,,11997000000.0,,,,,,,,,112958000000.0,12207000000.0,14206000000.0,395062000000.0,113722000000.0,,274831000000.0,19185000000.0,,,81000000.0,,,,,294097000000.0,265373000000.0,,,,,631000000.0,,,266004000000.0,28093000000.0,,,,,452944000000.0,,,,452944000000.0,579663000000.0,18881000000.0,2899000000.0,,,599825000000.0,-146881000000.0,1032000000.0,-4034000000.0,3339000000.0,3687000000.0,290846000000.0,294532000000.0,298219000000.0,294185000000.0,定期报告,未审计,20250823,CNY,合并期末,2024-08-15T20:40:03
20240331,,,,79797000000.0,,,38261000000.0,9400000000.0,,6980000000.0,864000000.0,,59601000000.0,,,,,,,,,,,,,,,,,,26849000000.0,221752000000.0,98651000000.0,,,,25735000000.0,42895000000.0,,,,,,,,19900000000.0,,,8251000000.0,,,,,,,,,32936000000.0,3837000000.0,10929000000.0,243134000000.0,-21382000000.0,,115917000000.0,7709000000.0,,,17000000.0,,,,,123643000000.0,115091000000.0,,,,,241000000.0,,,115332000000.0,8311000000.0,,,,,294764000000.0,,,,294764000000.0,268539000000.0,2742000000.0,713000000.0,,,271963000000.0,22801000000.0,923000000.0,10653000000.0,,,,,298219000000.0,308872000000.0,定期报告,未审计,20250419,CNY,合并期末,2024-04-19T19:05:03
20231231,,,16665000000.0,142603000000.0,,,4198000000.0,,,44673000000.0,,44363000000.0,251564000000.0,,,,,,,,,,,,,,,,,,24969000000.0,529035000000.0,163664000000.0,,,,62701000000.0,,,,8123000000.0,,,1470000000.0,,81298000000.0,,,22346000000.0,,,,,,,,,,32000000000.0,64972000000.0,436574000000.0,92461000000.0,,402105000000.0,38401000000.0,,,219000000.0,,,,,440725000000.0,463771000000.0,,,,,3096000000.0,,,466867000000.0,-26142000000.0,,,,,933416000000.0,,,,933416000000.0,908807000000.0,13773000000.0,5393000000.0,,,925327000000.0,8089000000.0,1485000000.0,75893000000.0,3687000000.0,4162000000.0,294532000000.0,218164000000.0,222326000000.0,298219000000.0,定期报告,是,20250315,CNY,合并期末,2024-03-14T19:40:02
