报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1922092864.66,,2908085841.0,,,,,,,12859282671.2,,,,,,,5861459177.71,23550920554.57,,,433050460.17,340000000.0,,858263553.96,4764986341.21,450309002.71,,,,,,,,897968139.81,413135841.01,8622146644.26,16779859983.13,6771060571.44,,,,257389.19,,,257389.19,,23157777.36,,,23157777.36,-22900388.17,,,,,448146736.85,14252510000.0,,14700656736.85,7568993636.85,536954521.27,,51340521.36,8157288679.48,6543368057.37,-19680736.41,13271847504.23,,,,,61890926678.7,75162774182.93,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T16:42:03
20251231,,5413330503.63,,9391184410.37,850000000.0,,,2586474200.0,,,7721150401.36,,,,,,,9047924788.65,35010064304.01,,,854149080.23,,,9537315360.61,,1306121625.48,,,,,,,,3228639628.65,1319739260.59,22053844100.27,38299809055.83,-3289744751.82,,,62000000.0,804766.01,,7223792876.77,7286597642.78,,495654434.31,,,495654434.31,6790943208.47,,,,,2527712086.5,40834660000.0,,43362372086.5,28567294439.33,1832166883.24,236655168.11,237964606.09,30637425928.66,12724946157.84,-19359628.38,16206784986.11,61890926678.7,45684141692.59,,,45684141692.59,61890926678.7,定期报告,是,20260418,CNY,合并期末,2026-04-17T18:54:02
20250930,,9101019727.04,,7457192871.96,,,,,,,7391496675.25,,,,,,,13342714759.79,37292424034.04,,,1121721530.89,405000000.0,,9181501324.82,1067388300.0,1960116464.15,,,,,,,,1916832303.91,1001924880.41,15188813523.53,31843298327.71,5449125706.33,,,,544942.59,,7223792876.77,7224337819.36,,164824314.47,,,164824314.47,7059513504.89,,,,,2223386073.47,30894160000.0,,33117546073.47,19888832333.69,1546774624.78,232244775.82,128833169.81,21564440128.28,11553105945.19,-8325565.12,24053419591.29,,,,,45684141692.59,69737561283.88,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T15:44:03
20250630,,3981568360.47,,4555948586.0,,,273809218.07,,,739030000.62,2600371422.34,,,,,,,13469222987.41,25619950574.91,,,639618733.04,750000000.0,,,1052087400.0,,,,,,,,,1384719111.81,668827341.93,22141665327.9,26636917914.68,-1016967339.77,,,,81800.99,,7223792876.77,7223874677.76,,104955099.9,,,104955099.9,7118919577.86,,,,,703223760.87,12187440000.0,,12890663760.87,11608824932.15,662613609.26,,78882838.34,12350321379.75,540342381.12,-9101509.9,6633193109.31,52317334801.9,45684141692.59,,,45684141692.59,52317334801.9,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T16:06:05
20250331,,,,1886798066.5,,,,5649722700.0,,,1067847151.08,,,,,,,9571049533.55,18175417451.13,,,324783391.12,780000000.0,,572612716.66,,434901078.21,,,,,3869498475.74,,,757698358.91,243214065.18,12524526468.59,19507234554.41,-1331817103.28,,,,42673.37,,,42673.37,57042000.0,48514582.22,,,105556582.22,-105513908.85,,,,,264757090.74,5082860000.0,,5347617090.74,4350162156.13,418976648.96,,38513709.12,4807652514.21,539964576.53,-1106206.57,-898472642.17,,,,,45684141692.59,44785669050.42,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T16:50:10
20241231,,6269377514.19,,7850616468.49,,,,,,2248531132.85,9651877720.86,,,,,,,5730276708.13,31750679544.52,,,697125013.88,200000000.0,,4350669544.97,1435705377.9,,,,,,,,,2606128543.3,727647846.39,15445802862.57,25463079189.01,6287600355.51,,,,302555.71,,,302555.71,4651492742.5,286499841.54,,,4937992584.04,-4937690028.33,,,,,1298421999.33,18743270000.0,,20041691999.33,11366479414.1,1327408804.48,,160536173.76,12854424392.34,7187267606.99,6420375.72,8543598309.89,45684141692.59,37140543382.7,,,37140543382.7,45684141692.59,定期报告,是,20260418,CNY,合并期末,2025-04-10T19:34:03
20240930,,4808344805.42,,5015079966.23,,,1886041331.66,,,804049158.59,7522635495.96,,,,,,,10798473331.71,30834624089.57,,,741088101.93,663000000.0,,,1472030313.03,,,,,,,,,1744284407.88,573935069.69,17650797597.38,22845135489.91,7989488599.66,,,,567303.88,,,567303.88,1835716900.0,109522161.11,,,1945239061.11,-1944671757.23,,,,,668361463.84,8802450000.0,,9470811463.84,9499357698.51,1089824570.51,,123305394.67,10712487663.69,-1241676199.85,-1070232.45,4802070410.13,,,,,37140543382.7,41942613792.83,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:27:02
20240630,,6407221895.31,,3504887416.99,,,1506928681.22,,,1146231992.74,,,,,,,,10082236786.72,22647506772.98,,,383833885.77,950000000.0,,,4350651770.33,,,262499302.62,,,,,,1247003545.15,408191918.94,18078970508.01,25681150930.82,-3033644157.84,,,,130541.58,,,130541.58,1351001830.0,72496641.72,,,1423498471.72,-1423367930.14,,,,,464337165.67,6802450000.0,,7266787165.67,7106043048.29,434817537.84,,66782123.62,7607642709.75,-340855544.08,2268730.86,-4795598901.2,32344944481.5,37140543382.7,,,37140543382.7,32344944481.5,定期报告,未审计,20250823,CNY,合并期末,2024-08-23T17:02:03
20240331,,1444230449.28,,1533085881.7,,,1145380373.02,,,2108752903.96,219495643.83,,,,,,,5518176356.72,11969121608.51,,,286519311.25,1180000000.0,,,1966851007.4,,,,,,,,,829607112.25,145654757.09,4267919078.26,8676551266.25,3292570342.26,,,,19699.74,,,19699.74,,30878962.53,,,30878962.53,-30859262.79,,,,,184525041.75,2388440000.0,,2572965041.75,2849874234.77,147207664.22,,39706099.64,3036787998.63,-463822956.88,481205.01,2798369327.6,,,,,37140543382.7,39938912710.3,定期报告,未审计,20250430,CNY,合并期末,2024-04-30T05:07:03
20231231,,1422675370.97,,8867507278.52,1250000000.0,,,759359377.9,,,,,,,,,,25920381355.12,38219923382.51,,,860999001.14,,,2360620618.9,,1457176354.02,,197785266.05,,,,,,2346559451.34,907358683.78,24179167909.29,32309667284.52,5910256097.99,,,,1003663.61,,,1003663.61,109091497.85,244355388.41,,,353446886.26,-352443222.65,,,,,640952812.15,26069470000.0,,26710422812.15,22442699075.78,1174545045.9,,549957076.1,24167201197.78,2543221614.37,3906868.25,8104941357.96,37140543382.7,29035602024.74,,,29035602024.74,37140543382.7,定期报告,是,20250411,CNY,合并期末,2024-04-10T16:37:04
20230930,,1677430041.27,,6615210317.56,520000000.0,,,,,,,,,,,,,26087581945.05,34900222303.88,,,852180941.61,,,1830680097.1,268550045.06,15578830.3,,2028492207.07,,,,,,1798339675.38,761020399.02,16779306337.64,24334148533.18,10566073770.7,,,,1295089.87,,,1295089.87,57680000.0,108020932.29,,,165700932.29,-164405842.42,,,,,547408210.06,19981770000.0,,20529178210.06,16564260278.19,997419147.71,,506175270.42,18067854696.32,2461323513.74,7247034.85,12870238476.87,,,,,29035602024.74,41905840501.61,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T18:57:03
