报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1338498757.75,,,,,,,,,,,74501522.18,28255794.66,1441256074.59,1187519395.66,,,,,,232631438.24,21498987.64,143583454.08,1585233275.62,-143977201.03,,172985000.0,12092982.26,,,,,,185077982.26,187311939.37,2500000.0,,,,,189811939.37,-4733957.11,,84008362.5,,537460000.0,,,621468362.5,290770901.0,11421649.56,,8397539.32,310590089.88,310878272.62,-49965845.68,112201268.8,4795506569.66,,,,,4907707838.46,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T20:14:05
20251231,,5507678257.62,,,,,,,,,,,339961551.75,164882445.71,6012522255.08,3820104881.73,,,,,,1073812378.04,207783099.64,671979012.85,5773679372.26,238842882.82,,197312895.9,26824574.63,54000.0,,,,,224191470.53,503962779.15,2530424100.0,,,,,3034386879.15,-2810195408.62,,4580018160.15,1741999.05,1272390252.45,,,5852408412.6,663031985.55,327302583.98,,83914394.11,1074248963.64,4778159448.96,-45890958.9,2160915964.26,2634590605.4,4653999206.25,2542699605.4,141507363.41,91891000.0,4795506569.66,定期报告,是,20260227,CNY,合并期末,2026-02-26T23:24:02
20250930,,4020705158.39,,,,,,,,,,,222124988.12,81298664.05,4324128810.56,2967837639.78,,,,,,808225725.92,201267691.94,405766262.46,4383097320.1,-58968509.54,,99985900.0,3153985.68,,,,,,103139885.68,354160435.32,53693600.0,,,,,407854035.32,-304714149.64,,4566812822.65,1741999.05,1072390252.45,,,5639203075.1,546798222.8,317190393.42,,71600538.72,935589154.94,4703613920.16,-23431361.19,4316499899.79,2634590605.4,,,,,6951090505.19,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T17:42:22
20250630,,2514699064.76,,,,,,,,,,,149937225.62,52563198.2,2717199488.58,1861118243.11,,,,,,580523307.75,148241783.03,259270100.12,2849153434.01,-131953945.43,,50247400.0,1599144.71,,,,,,51846544.71,256661254.56,50293600.0,,,,,306954854.56,-255108309.85,,127095879.3,,761127086.38,,,888222965.68,284815593.89,18583904.93,,63217392.13,366616890.95,521606074.73,-7776272.04,126767547.41,2634590605.4,2620369854.59,2542699605.4,140988298.22,91891000.0,2761358152.81,定期报告,未审计,20250807,CNY,合并期末,2025-08-06T19:12:02
20250331,,1290856741.71,,,,,,,,,,,108219565.06,30558185.1,1429634491.87,931569704.75,,,,,,186104946.96,82364976.14,136442699.97,1336482327.82,93152164.05,,50318800.0,2052359.45,42222.12,,,,,52413381.57,128863829.25,,,,,,128863829.25,-76450447.68,,126345879.3,,298327086.38,,,424672965.68,180142213.81,12985336.58,,7465311.52,200592861.91,224080103.77,-2965910.93,237815909.21,2634590605.4,,,,,2872406514.61,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:28:08
20241231,,5588138827.27,,,,,,,,,,,210280334.74,95172081.85,5893591243.86,3454085471.79,,,,,,714911510.15,64494772.77,443956497.41,4677448252.12,1216142991.74,,390361788.48,75054067.01,10822.58,,,,,465426678.07,573844510.45,378561582.44,,3000000.0,,,955406092.89,-489979414.82,,36681205.02,,932471833.93,,,969153038.95,270915851.51,298306627.2,,21798154.15,591020632.86,378132406.09,6952548.44,1111248531.45,1523342073.95,2542699605.4,1000507973.95,91891000.0,522834100.0,2634590605.4,定期报告,是,20260227,CNY,合并期末,2025-02-26T21:10:05
20240930,,3754606278.67,,,,,,,,,,,182063127.08,30208589.74,3966877995.49,2511743330.36,,,,,,525771295.45,50510165.79,311480424.85,3399505216.45,567372779.04,,294141788.48,52108449.62,5380.0,,,,,346255618.1,459310272.59,204933993.96,,,,,664244266.55,-317988648.45,,5634925.02,,798479787.9,,,804114712.92,255760292.41,290702726.77,,15675934.29,562138953.47,241975759.45,-7285646.23,484074243.81,1523342073.95,,,,,2007416317.76,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T18:35:30
20240630,,2730308259.17,,,,,,,,,,,153290120.7,18623967.03,2902222346.9,1815716310.13,,,,,,346350380.42,41183605.54,252253204.02,2455503500.11,446718846.79,,201326400.0,39600309.76,5380.0,,,,,240932089.76,284216857.51,133587993.96,,,,,417804851.47,-176872761.71,,5634925.02,,397059000.0,,,402693925.02,16560590.46,10643553.45,,10605617.05,37809760.96,364884164.06,2980289.88,637710539.02,1523342073.95,2161052612.97,1523342073.95,,,2161052612.97,定期报告,未审计,20250807,CNY,合并期末,2024-08-07T19:00:02
20240331,,1019049821.2,,,,,,,,,,,66989342.3,6489865.79,1092529029.29,1046906008.63,,,,,,113770509.76,27901817.66,58975041.67,1247553377.72,-155024348.43,,112719416.66,33811518.15,,,,,,146530934.81,82808632.52,152499993.96,,,,,235308626.48,-88777691.67,,,,167000000.0,,,167000000.0,9514510.64,3927050.51,,3715368.74,17156929.89,149843070.11,545297.73,-93413672.26,1523342073.95,,,,,1429928401.69,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T17:40:09
20231231,,3489333036.67,,,,,,,,,,,347213883.35,38113983.5,3874660903.52,3144118107.84,,,,,,567032668.08,142012266.56,448461517.53,4301624560.01,-426963656.49,,1154073552.28,133788251.43,217419.19,,,,,1288079222.9,398437273.47,341350947.9,,6072752.0,,,745860973.37,542218249.53,,27158402.67,,422019411.98,,,449177814.65,406169121.4,179754392.73,,27031404.15,612954918.28,-163777103.63,9479863.2,-39042647.39,1562384721.34,1000507973.95,1562384721.34,522834100.0,,1523342073.95,定期报告,是,20250227,CNY,合并期末,2024-02-28T18:00:04
