报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,26832616485.13,,,,,,,,15406085.39,250000000.0,,219473184.1,2062370418.45,29379866173.07,22537749574.97,,-61187836.6,,246203.74,,2452124548.97,1787835487.04,2135692927.71,28852460905.83,527405267.24,,73080764.59,15061156.95,38526627.61,249024471.05,1169161300.62,,,1544854320.82,8216496948.09,84866460.12,,19024563.0,,785426064.46,9105814035.67,-7560959714.85,,687104710.0,687104710.0,12439300197.57,1000000000.0,1500729889.61,15627134797.18,4169507000.12,381940826.17,,1078020790.61,5629468616.9,9997666180.28,-32145587.03,2931966145.64,19794184585.0,,,,,22726150730.64,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:42:06
20251231,,109552627605.32,31664640.58,,,,,,,87701357.76,,,1373727456.68,3290240546.06,114335961606.4,84178826892.12,,,,910040.09,,8613094205.08,7024839448.1,5187660032.2,105005330617.59,9330630988.81,,6087572551.3,344758370.58,76803742.43,609793373.58,580288159.98,,,7699216197.87,22078386964.86,4281497052.78,,712681212.82,,384820949.06,27457386179.52,-19758169981.65,,6589500000.0,4589500000.0,27084381724.71,1500000000.0,2822416574.67,37996298299.38,19554212328.74,2973484882.19,377107810.66,6649940123.89,29177637334.82,8818660964.56,-143912742.39,-1752790770.67,21546975355.67,19794184585.0,21546975355.67,,,19794184585.0,定期报告,是,20260416,CNY,合并期末,2026-04-15T17:12:03
20250930,,81535907075.19,,,,,,,,67035997.85,,,1370080764.72,4243231513.04,87216255350.8,64992590545.6,,17186557.53,,795966.15,,6080785658.03,5176085093.8,4838113827.63,81105557648.74,6110697702.06,,9508394060.9,101322295.02,414222972.6,167945934.68,1147798525.93,,,11339683789.13,13377747895.44,10222367053.18,,,,1606828859.4,25206943808.02,-13867260018.89,,4165000000.0,2165000000.0,13857438251.33,1000000000.0,2312057033.74,21334495285.07,8790133593.6,2519229985.38,277515495.55,2112254528.31,13421618107.29,7912877177.78,-109534707.83,46780153.12,21546975355.67,,,,,21593755508.79,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:18:20
20250630,,56095409526.83,,,,,,,,38775030.28,,,734655788.73,1669811116.69,58538651462.53,43592045532.79,,5243090.15,,714902.89,,4024331162.09,3793057677.37,2486487886.76,53901880252.05,4636771210.48,,8935511545.3,22912872.51,326208073.62,136919569.65,549509543.71,,,9971061604.79,9740525536.21,7066939038.19,,45139348.47,,855372848.28,17707976771.15,-7736915166.36,,4033000000.0,2033000000.0,8969618122.27,,2071145717.67,15073763839.94,5534607243.87,938782405.9,261886696.19,1513307610.31,7986697260.08,7087066579.86,-44317359.33,3942605264.65,21525260751.15,25467866015.8,21525260751.15,,,25467866015.8,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:00:15
20250331,,25215435165.05,,,,,,,,21265931.87,,,389108208.11,2057516417.85,27683325722.88,21279746518.6,,-59057603.88,,159210.35,,2212021587.36,1744367704.23,1452777524.55,26630014941.21,1053310781.67,,3988059902.3,1487319.3,216951771.02,112027830.73,1062006787.9,,,5380533611.25,4439281593.73,194567151.38,,,,3435143953.83,8068992698.94,-2688459087.69,,,,3846178573.43,,94411704.43,3940590277.86,2049343227.4,308048635.59,,137148434.7,2494540297.69,1446049980.17,-35705910.47,-224804236.32,21510851829.46,,,,,21286047593.14,定期报告,未审计,20260430,CNY,合并期末,2025-04-21T18:40:04
20241231,,106574362074.45,13054774.11,,,,,,,81040031.05,,,1513230035.39,3394906274.77,111576593189.77,78744940300.35,,,,570479.49,,7603559674.11,6116978385.04,6196955387.04,98663004226.03,12913588963.74,,5069237608.95,216939860.35,226565829.76,1554973874.19,331013112.6,,,7398730285.85,17202043971.78,5600337522.9,,165299916.14,,66139107.16,23033820517.98,-15635090232.13,,3398441899.0,659000500.0,23343819386.29,997400000.0,2266829791.87,30006491077.16,18302879076.16,3016089403.11,608131987.84,5715183493.27,27034151972.54,2972339104.62,-49477394.37,201360441.86,21345614913.81,21546975355.67,21345614913.81,,,21546975355.67,定期报告,是,20260416,CNY,合并期末,2025-04-21T18:40:04
20240930,,74710287118.55,,,,,,,,60268919.02,,,1493970616.26,2832754999.35,79097281653.18,58778955370.49,,-50458451.7,,391613.1,,5371575404.46,4835020628.67,2750391141.02,71685875706.04,7411405947.14,,1960000000.0,86466562.01,135814261.97,165286629.11,660488483.9,,,3008055936.99,12323462989.44,2212022054.79,,,,5525857263.95,20061342308.18,-17053286371.19,,3387591787.5,656350870.0,18083775790.0,1000000000.0,1506017806.22,23977385383.72,12701963529.56,2494666881.28,348353425.91,2015748231.55,17212378642.39,6765006741.33,-127874025.13,-3004747707.85,21346139381.73,,,,,18341391673.88,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T17:10:04
20240630,,49944430828.31,,,,,,,,44397207.31,,,338862554.28,1397812034.15,51725502624.05,37430225053.99,,-26622383.6,,288969.02,,3614722821.44,3252406706.19,2151489981.04,46422511148.08,5302991475.97,,760000000.0,52080126.0,121925909.14,134446299.46,410502074.16,,,1478954408.76,7483770358.07,20000000.0,,,,2118407493.4,9622177851.47,-8143223442.71,,2304053917.5,569713000.0,11077391382.67,1000000000.0,817737359.14,15199182659.31,10212957708.91,1069841782.72,332722440.79,1919990802.38,13202790294.01,1996392365.3,-36302136.33,-880141737.77,21346139381.73,20465997643.96,21346139381.73,,,20465997643.96,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T19:35:26
20240331,,23220531076.14,,,,,,,,20721791.63,,,108366438.17,1325542792.72,24675162098.66,17391171954.71,,-76528457.33,,81255.45,,1981541945.33,1561508300.14,1321508043.26,22179283041.56,2495879057.1,,760000000.0,10691987.15,107825180.89,36148594.88,198480324.91,,,1113146087.83,3650381343.39,,,,,778938034.25,4429319377.64,-3316173289.81,,1501340917.5,,4194202252.92,,159302152.69,5854845323.11,3921982763.12,478366360.14,,1083911296.5,5484260419.76,370584903.35,-39967485.51,-489676814.87,21322108890.88,,,,,20832432076.01,定期报告,未审计,20250422,CNY,合并期末,2024-04-29T18:30:06
20231231,,109170801893.33,33021851.45,,,,,,,81327520.22,,,902797291.8,3490410850.27,113678359407.07,67942765077.59,,,,348331.33,,6488572186.66,8658998936.25,4775598619.73,87866283151.56,25812076255.51,,2645582496.91,199180881.33,10686688.99,314986065.29,119467220.79,,,3289903353.31,18903790907.41,1674127592.0,,383335000.0,,48908175.62,21010161675.03,-17720258321.72,,1553133898.33,9554836.0,28836060333.53,1390849000.0,1557358035.62,33337401267.48,21599230966.58,6603391898.36,723548168.66,4085676277.3,32288299142.24,1049102125.24,647276.07,9141567335.1,12180541555.78,21322108890.88,12180541555.78,,,21322108890.88,定期报告,是,20250422,CNY,合并期末,2024-04-08T19:35:03
20230930,,77863290280.51,,,,,,,,61545274.72,,,896892063.74,2451626137.76,81273353756.73,49579894226.28,,-89768811.21,,246059.36,,4852306328.25,6979173522.52,3876993488.39,65198844813.59,16074508943.14,,2202702664.15,414040018.03,66740594.48,223421002.15,296041076.76,,,3202945355.57,11892705922.05,2198124058.99,,586753.11,,920069075.95,15011485810.1,-11808540454.53,,1418430590.98,1370339886.13,23280972563.15,,2564900156.19,27264303310.32,12681482141.65,6253041661.79,325217961.38,2201365696.66,21135889500.1,6128413810.22,44002285.97,10438384584.8,12196230712.83,,,,,22634615297.63,定期报告,未审计,20241030,CNY,合并期末,2023-10-27T19:00:03
20230630,,51572598739.57,,,,,,,,38659748.67,,,402106690.74,1192300010.3,53205665189.28,31111605835.54,,-69010546.84,,,,3137127944.75,5290429485.13,1618329550.03,41088482268.61,12117182920.67,,1202104117.45,357581739.37,63385097.48,132314831.1,167018412.79,,,1922404198.19,8085376692.68,1795292592.0,,,,181312141.59,10061981426.27,-8139577228.08,,43751633.01,9089886.13,9635315394.43,,1631813242.12,11310880269.56,6162376643.58,1286165814.38,5106612.59,933313890.55,8381856348.51,2929023921.05,87513543.78,6994143157.42,12220600586.73,19214743744.15,12220600586.73,,,19214743744.15,定期报告,未审计,20240830,CNY,合并期末,2023-08-15T19:10:02
20230331,,26305255208.17,,,,,,,,13535013.35,,,106932956.21,819861969.75,27245585147.48,15095993761.29,,-135586289.12,,,,1788263692.56,2864726162.3,1168729415.88,20782126742.91,6463458404.57,,1002104117.45,308581977.11,3673007.21,,235521261.63,,,1549880363.4,4128343100.38,28327000.0,,,,65306798.92,4221976899.3,-2672096535.9,,32046849.56,293489886.13,4102972823.17,,177507467.7,4312527140.43,1509714241.14,402912354.25,,1923885452.01,3836512047.4,476015093.03,27226069.7,4294603031.4,12220600586.73,,,,,16515203618.13,定期报告,未审计,20240430,CNY,合并期末,2023-04-24T19:25:03
20221231,,102597800640.31,,,,,,,,117768161.47,,,940369229.74,1966459517.14,105622397548.66,62381126390.0,,120114507.66,,422327.24,,5475842031.27,11299945079.15,4545221307.54,83822671642.86,21799725905.8,,7326167845.19,170352543.62,16971451.27,198563908.68,203577660.72,,,7915633409.48,19497072476.4,11190765091.52,,,,41438450.22,30729276018.14,-22813642608.66,,642562874.21,14364000.0,15722259864.85,,1572011561.74,17936834300.8,14447963268.68,4859958087.49,917308105.76,2884890608.3,22192811964.47,-4255977663.67,93555088.98,-5176339277.55,17356880833.33,12180541555.78,17356880833.33,,,12180541555.78,定期报告,是,20240409,CNY,合并期末,2023-04-24T19:25:03
