报告日,经营活动产生的现金流量,收到原保险合同保费取得的现金,再保险业务产生的现金流入,保户储金及投资款净增加额,客户存款和同业存入款项净增加,买入返售业务资金净减少额,卖出回购金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,处置交易性金融资产净增加额,保证金现金流入,收到的现金资产管理费收入,收到税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,支付原保险合同赔付款项的现金,支付再保业务产生的现金流出,支付保单红利的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,客户存款和同业存入款项净减少额,保户储金及投资款净减少额,拆入资金净减少额,卖出回购金融资产净减少额,买入返售业务资金净增加额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,拆出资金净增加额,处置交易性金融资产的净减少额,保证金现金流出,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金,买入返售金融资产收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,购买子公司及其他营业单位支付的现金净额,保户质押贷款净增加额,买入返售金融资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,卖出回购金融资产收到的现金,取得借款收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,回购金融资产支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加(减少)额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,146037000000.0,1576000000.0,,,,,,,,,,10000000.0,2671000000.0,150929000000.0,49766000000.0,,,,,,,,,,,8311000000.0,8731000000.0,,,,2837000000.0,19387000000.0,89666000000.0,61263000000.0,,153486000000.0,17271000000.0,15000000.0,83000000.0,,,170855000000.0,216033000000.0,601000000.0,,,,123000000.0,216757000000.0,-45902000000.0,,,893000000.0,,,3201000000.0,4094000000.0,65000000.0,,1076000000.0,,3359000000.0,4500000000.0,-406000000.0,-745000000.0,14210000000.0,,,,,87006000000.0,101216000000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T17:28:03
20251231,,524709000000.0,,,,,,,,,,,234000000.0,6449000000.0,532911000000.0,196475000000.0,2844000000.0,,,,,,,,,,32441000000.0,26244000000.0,,,,10525000000.0,65971000000.0,337388000000.0,195523000000.0,,661984000000.0,73938000000.0,133000000.0,312000000.0,,116000000.0,736483000000.0,913408000000.0,4284000000.0,1460000000.0,,,1718000000.0,920870000000.0,-184387000000.0,,,37282000000.0,,14242000000.0,20221000000.0,71745000000.0,16026000000.0,,15277000000.0,,3751000000.0,35054000000.0,36691000000.0,-494000000.0,47333000000.0,62498000000.0,28771000000.0,24508000000.0,10902000000.0,39673000000.0,87006000000.0,定期报告,是,20260327,CNY,合并期末,2026-03-26T19:16:05
20250930,,410199000000.0,174000000.0,,,,,,,,,,229000000.0,5672000000.0,418172000000.0,142955000000.0,,,,,,,,,,,25344000000.0,20374000000.0,,,,7758000000.0,51808000000.0,248775000000.0,169397000000.0,,515720000000.0,54257000000.0,95000000.0,305000000.0,,116000000.0,570493000000.0,724334000000.0,2793000000.0,378000000.0,,,1676000000.0,729181000000.0,-158688000000.0,,,8446000000.0,,14242000000.0,17527000000.0,40215000000.0,14026000000.0,,14342000000.0,,3414000000.0,31782000000.0,8433000000.0,-176000000.0,18966000000.0,,,,,39673000000.0,58639000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:10:05
20250630,,277867000000.0,2142000000.0,,,,,,,,,,228000000.0,2712000000.0,285150000000.0,93624000000.0,,,,,,,,,,,16647000000.0,14600000000.0,,,,5076000000.0,33715000000.0,164647000000.0,120503000000.0,,369732000000.0,34954000000.0,52000000.0,133000000.0,,112000000.0,404983000000.0,496360000000.0,2061000000.0,278000000.0,,,1673000000.0,500372000000.0,-95389000000.0,,,,,,8700000000.0,8700000000.0,1070000000.0,1437000000.0,2522000000.0,,1223000000.0,6252000000.0,2448000000.0,-43000000.0,27519000000.0,,,,,39673000000.0,67192000000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:28:04
20250331,,149840000000.0,792000000.0,,,,,,,,,,24000000.0,1740000000.0,154068000000.0,51153000000.0,79000000.0,,,,,,,,,,9009000000.0,8361000000.0,,,,2549000000.0,18359000000.0,89510000000.0,64558000000.0,,295152000000.0,14495000000.0,27000000.0,95000000.0,,,309769000000.0,374238000000.0,1242000000.0,,,,132000000.0,375612000000.0,-65843000000.0,,,27467000000.0,,,196000000.0,27663000000.0,,,1259000000.0,,1122000000.0,2381000000.0,25282000000.0,-10000000.0,23987000000.0,,,,,39673000000.0,63660000000.0,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T19:10:04
20241231,,482537000000.0,,,,,,,,,,,107000000.0,7799000000.0,490964000000.0,189571000000.0,5353000000.0,,,,,,,,,,34715000000.0,26393000000.0,,,,10226000000.0,68337000000.0,336560000000.0,154404000000.0,,728928000000.0,66702000000.0,36000000.0,168000000.0,,,795834000000.0,1001338000000.0,3878000000.0,241000000.0,,,277000000.0,1005734000000.0,-209900000000.0,,8000000000.0,64572000000.0,,,16058000000.0,88630000000.0,8260000000.0,,13014000000.0,,6020000000.0,27294000000.0,61336000000.0,93000000.0,5933000000.0,28771000000.0,30932000000.0,10902000000.0,2808000000.0,33740000000.0,39673000000.0,定期报告,是,20260327,CNY,合并期末,2025-03-26T18:32:02
20240930,,374107000000.0,45000000.0,,,,,,,,,,101000000.0,4004000000.0,379487000000.0,140282000000.0,3110000000.0,,,,,,,,,,26851000000.0,20800000000.0,,,,8106000000.0,51591000000.0,250740000000.0,128747000000.0,,505976000000.0,48665000000.0,21000000.0,104000000.0,,,554766000000.0,679790000000.0,2108000000.0,141000000.0,,,26000000.0,682065000000.0,-127299000000.0,,8000000000.0,25469000000.0,,,13058000000.0,46527000000.0,8218000000.0,,11887000000.0,,2391000000.0,22496000000.0,24031000000.0,-64000000.0,25415000000.0,,,,,33740000000.0,59155000000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:37:21
20240630,,253730000000.0,,,,,,,,,,,57000000.0,2887000000.0,258172000000.0,92514000000.0,586000000.0,,,,,,,,,,17669000000.0,14930000000.0,,,,5667000000.0,36141000000.0,168247000000.0,89925000000.0,,372772000000.0,35093000000.0,14000000.0,48000000.0,,,407927000000.0,448159000000.0,1380000000.0,161000000.0,,,13000000.0,449713000000.0,-41786000000.0,,8000000000.0,,,,3667000000.0,11667000000.0,8218000000.0,19201000000.0,1416000000.0,,803000000.0,29638000000.0,-17971000000.0,39000000.0,30207000000.0,,,,,33740000000.0,63947000000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T19:02:02
20240331,,135651000000.0,,,,,,,,,,,10000000.0,1169000000.0,138027000000.0,49079000000.0,1046000000.0,,,,,,,,,,9100000000.0,8648000000.0,,,,2427000000.0,17840000000.0,88140000000.0,49887000000.0,,179972000000.0,17121000000.0,11000000.0,46000000.0,,,197150000000.0,195567000000.0,952000000.0,11000000.0,,,3000000.0,196533000000.0,617000000.0,,,,,,498000000.0,498000000.0,3218000000.0,23789000000.0,786000000.0,,426000000.0,28219000000.0,-27721000000.0,9000000.0,22792000000.0,,,,,33740000000.0,56532000000.0,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T19:37:32
20231231,,452282000000.0,485000000.0,,,,,,,,,,21000000.0,6848000000.0,461414000000.0,180230000000.0,6542000000.0,,,,,,,,,,33701000000.0,26623000000.0,,,,11756000000.0,64699000000.0,323551000000.0,137863000000.0,,557301000000.0,73860000000.0,181000000.0,2559000000.0,,,633901000000.0,788828000000.0,3988000000.0,1269000000.0,,,1173000000.0,795258000000.0,-161357000000.0,,11998000000.0,,,9998000000.0,10649000000.0,32645000000.0,10782000000.0,4145000000.0,12444000000.0,,1980000000.0,29351000000.0,3294000000.0,131000000.0,-20069000000.0,30932000000.0,32685000000.0,2808000000.0,21124000000.0,53809000000.0,33740000000.0,定期报告,是,20250327,CNY,合并期末,2024-03-28T19:17:02
