报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,8946603838.81,,,,40464688127.64,,,55249828559.79,,,,,,,12493940035.81,117155060562.05,,,2211016925.47,19775211400.0,,1344648876.9,,,,,,,39969210001.74,,,1999304293.34,1530806629.49,14419391844.16,81249589971.1,35905470590.95,,21360425103.18,1209578559.15,,,635663.83,22570639326.16,13316644020.16,228049156.61,,,13544693176.77,9025946149.39,,,,,1273135336.23,71377318690.71,,72650454026.94,36669760187.83,2342357401.14,,,39146705262.48,33503748764.46,-140158228.76,78295007276.04,,,,,282194001522.88995,360489008798.93,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:38:03
20251231,,,,32682593776.02,6995478400.0,,,24616951057.81,,,56323449696.46,,,,,,,44472840210.99,165091313141.28,,,9519238677.26,,,54072989535.58,,,,,,,63542538052.66,,,10167597161.27,2334723216.8,38055797884.06,177692884527.63,-12601571386.35,,92067653784.47,5156355241.92,,,27272232.05,97251281258.44,137876993376.36,1221754124.18,244670598.79,,139353526958.15,-42102245699.71,,4996455094.34,,,21702056006.46,198634977005.37,,225333488106.17,103140565786.73,10869055990.75,,3882583.69,114543232370.46,110790255735.71,-664377831.74,55422060817.91,282194001522.88995,226771940704.98,,,226771940704.98,282194001522.88995,定期报告,是,20260331,CNY,合并期末,2026-03-30T17:00:14
20250930,,,,22176643450.14,,,,45398098482.58,,,48045177871.68,,,,,,,26507861795.6,142127781600.0,,,5949083547.73,8824871689.62,,37518006490.77,,,,,,,45753930967.44,,,5486673796.94,1994802445.9,26061942175.03,131589311113.43,10538470486.57,,26672915103.2,3261759086.51,,,2961337.97,29937635527.68,70916420407.74,578008895.5,244670598.79,10108858.82,71749208760.85,-41811573233.17,,4994811320.75,,,33466884131.38,149379462338.86,,187841157790.99,94131338584.92,6955329940.34,11984870.15,3841000.34,101480533492.4,86360624298.59,-143929681.8,54943591870.19,,,,,226771940704.98,281715532575.17,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:42:03
20250630,,,,14245277407.96,5293781600.0,,1564276103.24,31205571234.21,,,19636533817.84,,,,,,,8657680010.22,80603120173.47,,,4433037291.74,,,,,,,,,,47412327780.05,,,3586282668.53,1373550177.06,16188125808.01,72993323725.39,7609796448.08,,7648136672.0,2497520330.43,,,4466169.52,10150123171.95,23525806993.8,387230776.22,244670598.79,,24167817227.63,-14017694055.68,,4994811320.75,,,17035378889.79,49583491900.0,,71613682110.54,57026450406.73,2634869225.28,,,59931652415.07,11682029695.47,-431043168.71,4843088919.16,231615029624.14,226771940704.98,,,226771940704.98,231615029624.14,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:50:03
20250331,,,,6540977908.39,,,,10522760185.26,,,,,,,,,,3343157947.73,20406896041.38,,,1756906985.71,5668410000.0,,973042490.99,,,,693670033.92,,,9051882468.07,,,1878984072.16,425465256.15,10778861665.38,31227222972.38,-10820326931.0,,1426584898.26,621145303.45,,,284924.67,2048015126.38,9608866755.78,120622873.66,,138748858.82,9868238488.26,-7820223361.88,,,,,2121882855.0,36369157003.0,,38491039858.0,25882026571.45,1707711036.48,,,27736159944.11,10754879913.89,-8219569.22,-7893889948.21,,,,,226771940704.98,218878050756.77,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:54:03
20241231,,108221153943.56,,30179660045.75,,,,,,,39894426321.48,,,,,,,20461570717.97,198756811028.76,,,10113457387.41,9415067100.0,,20449187838.92,26531861339.83,,,,,,,,,10630306383.06,1996808167.44,51452416222.2,130589104438.86,68167706589.9,,21285974762.28,3285886226.31,,10796229564.56,86393313.6,35454483866.75,13152321246.23,1806041915.8,,,14958363162.03,20496120704.72,,2597841509.43,,,3355750406.73,36075820171.76,8674239.98,42038086327.9,88236767580.38,12833053588.02,,15348459.83,101708411844.68,-59670325516.78,558648159.57,29552149937.41,226771940704.98,197219790767.57,,,197219790767.57,226771940704.98,定期报告,是,20260331,CNY,合并期末,2025-03-28T22:27:02
20240930,,71752301498.31,,20478019272.31,,,7646993897.82,,,,38010168349.31,,,,,,,25023534663.38,162911017681.12997,,,6067155690.24,6935236300.0,,,6786772627.34,,,,,,,,,8390908738.62,2521359662.57,37324985210.93,68026418229.7,94884599451.43,,21248114135.1,2379330885.02,,10927258402.58,1849866.78,34556553289.48,13410729164.0,1321072871.88,,,14731802035.88,19824751253.6,,,,,5981301077.27,9874870460.12,8718631.23,15864890168.62,75816006128.88,9801432301.66,51147000.0,,86130622349.47,-70265732180.85,-96507676.57,44347110847.61,,,,,197219790767.57,241566901615.18,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:07:07
20240630,,49994311711.28,,14799820466.19,,,9290764786.69,,,,6513939411.38,,,,,,,15332040841.45,95930877216.99,,,5083777882.21,3424464300.0,,,10622143933.66,,,,,,,,,4184948492.24,1296602184.49,34603280366.68,59215217159.28,36715660057.71,,15059172479.5,1937714592.46,,,6151264.66,17003038336.62,9302692413.59,970129386.5,,,10272821800.09,6730216536.53,,,,,5973481679.04,5825920375.0,8718631.23,11808120685.27,51184968437.83,3392959738.46,,,54903742952.11,-43095622266.84,301104119.94,651358447.34,197871149214.91,197219790767.57,,,197219790767.57,197871149214.91,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T21:42:03
20240331,,43840034729.38,,7277516251.51,,,7643372176.1,13173674028.9,,,,,,,,,,9384922242.25,81319519428.14,,,2295234536.71,24987302300.0,,,,,,790868844.35,,,,,,2285582248.93,395738962.93,19002814197.53,49757541090.45,31561978337.69,,4890435327.8,579372772.92,,,,5469808100.72,5781871860.89,363283918.21,,,6145155779.1,-675347678.38,,,,,9903971.0,4213822578.0,,4223726549.0,22517198816.31,2487268563.03,51000000.0,,25178882269.61,-20955155720.61,10460507.12,9941935445.82,,,,,197219790767.57,207161726213.39,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:32:02
20231231,,,,34197281466.28,13646948500.0,,,3504897399.73,,,,,,,,,,18062074768.14,69411202134.15,,,12692289728.84,,,11687710495.09,,,,7850363730.06,,,38169998230.95,,,11639037786.88,1946701307.37,16883429254.88,100869530534.07,-31458328399.92,,26086632877.56,3428252193.62,,,50428016.81,29565313087.99,34153475721.57,1676304288.82,,,35829780010.39,-6264466922.4,,6495913355.19,,,11377260181.82,91797679971.1,9670340.3,109680523848.41,75982866644.96,15060654479.3,,13010312.0,91718732151.19,17961791697.22,1059497274.53,-18701506350.57,197219790767.57,215921297118.14,,,215921297118.14,197219790767.57,定期报告,是,20250329,CNY,合并期末,2024-03-28T19:02:02
