报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,6331891920.18,,1463523800.17,,,106572268.57,,,,2349039506.08,,,,,,,342409966.92,10593437461.92,,,356628315.61,4249300000.0,,,3352624736.35,,,,,,,,,275779845.61,131113703.01,,8365446600.58,2227990861.34,,7169940328.92,390545924.88,,,,7560486253.8,3803133682.17,,,,3803133682.17,3757352571.63,,,,,,,,521955188.67,1000000000.0,130939688.74,,,1130939688.74,-608984500.07,-4603047.31,5371755885.59,,,,,28359270934.99,33731026820.58,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:32:03
20251231,,,,5699247760.06,9655000000.0,,,,,,4917852477.33,,,,,,,222158880.04,20494259117.43,,,1646936985.51,,,4233095569.56,558346901.03,,,,,,8338749258.77,,,1132140054.49,420354013.2,2219948631.04,18549571413.6,1944687703.83,,43117184719.12,1179516250.15,4505379.51,,,44301206348.78,48921315938.7,51536540.97,,,48972852479.67,-4671646130.89,,2500000000.0,,,986485640.43,15800000000.0,,20641178450.85,14714010822.0,919914844.95,,175750933.59,15809676600.54,4831501850.31,23935211.02,2128478634.27,28359270934.99,26230792300.72,,,26230792300.72,28359270934.99,定期报告,是,20260331,CNY,合并期末,2026-03-30T19:52:03
20250930,,,,3056534551.78,7115000000.0,,,5057002009.68,,,3268923605.48,,,,,,,145976536.08,18643436703.02,,,1099918921.99,,,3712017784.16,,,,,,,14658132359.38,,,829648267.29,199248386.92,,20498965719.74,-1855529016.72,,17823698135.46,852880384.77,44840.18,,,18676623360.41,17165087037.27,42284664.26,,,17207371701.53,1469251658.88,,1500000000.0,,,273262706.18,12600000000.0,,14373262706.18,11400000000.0,503730503.85,,,11903730503.85,2469532202.33,-2305006.3,2080949838.19,,,,,26230792300.72,28311742138.91,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:58:04
20250630,,,,2458069542.51,7970000000.0,,,4939615365.07,,,157709240.47,,,,,,,77993896.1,15603388044.15,11839009194.27,,654592775.71,,,534244118.83,,,,,,,,,,651921992.68,105918378.75,652469765.9,14438156226.14,1165231818.01,,14581517141.45,816452915.33,4120172.15,,,15402090228.93,16079989985.79,22642967.27,,,16102632953.06,-700542724.13,,,,,296590433.57,7600000000.0,,8003563388.47,8810124543.0,282284026.54,,83602521.59,9176011091.13,-1172447702.66,-36484782.38,-744243391.16,25486548909.56,26230792300.72,,,26230792300.72,25486548909.56,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T19:38:05
20250331,,,,974417657.6,,,,714385739.43,,,,,,,,,,,1688803397.03,,,331765111.89,120000000.0,,659588654.98,,,,2654113377.41,,,4576697695.17,,,373085423.41,84394300.0,,8799644562.86,-7110841165.83,,13057689817.22,274525105.66,,,,13332214922.88,6760996771.99,,,,6760996771.99,6571218150.89,,,,,49971912.63,3000000000.0,,3049971912.63,5800000000.0,111206155.8,,,5911206155.8,-2861234243.17,-382571.89,-3401239830.0,,,,,26230792300.72,22829552470.72,定期报告,未审计,20260430,CNY,合并期末,2025-04-24T17:54:05
20241231,,,,4832754446.48,2030000000.0,,,7596927064.6,,,6441884168.26,,,,,,,100786051.08,21002351730.42,,,1166277409.49,,,1623405994.6,,,,,,,5571769071.9,,,1402765528.4,215116844.73,737952823.67,10717287672.79,10285064057.63,,29379819827.16,749980319.48,5012406.03,,,30134812552.67,43500468507.52,86835412.15,,,43668069152.33,-13533256599.66,,4500000000.0,,,280125709.8,20849510000.0,,25629635709.8,14227017585.17,674944494.66,,174562714.54,15217299591.34,10412336118.46,51774902.41,7215918478.84,26230792300.72,19014873821.88,,,19014873821.88,26230792300.72,定期报告,是,20260331,CNY,合并期末,2025-03-25T18:47:02
20240930,,,,3309242809.65,,,989490046.66,915768035.18,,,4733560107.73,,,,,,,,9948060999.22,,,885234125.93,673000000.0,,,,,,,,,3204689636.42,,,985947668.09,195500300.0,283540947.2,6227912677.64,3720148321.58,,26207438745.99,449223638.55,,,,26656662384.54,26519472049.23,19533512.47,,,26539005561.7,117656822.84,,2000000000.0,,,295706892.28,8249510000.0,,10545216892.28,9708300000.0,457270785.0,,,10335691260.44,209525631.84,-1014991.42,4046315784.84,,,,,19014873821.88,23061189606.72,定期报告,未审计,20251029,CNY,合并期末,2024-10-30T16:37:39
20240630,,1016177011.86,,2435903461.37,190000000.0,,770194520.91,,,,765994120.48,,,,,,,240093800.09,5418362914.71,,,550852317.65,,,,2135555797.49,,,,,,,,,756466832.47,104234604.09,249790468.99,3796900020.69,1621462894.02,,11783374243.06,188942908.26,223211.7,,,11972540363.02,10161401928.93,18366875.18,,,10179768804.11,1792771558.91,,,,,227284292.9,5961890000.0,,6189174292.9,8420708100.0,267697076.55,,79379908.81,8937905560.8,-2748731267.9,1553791.4,667056976.43,19681930798.31,19014873821.88,,,19014873821.88,19681930798.31,定期报告,未审计,20250828,CNY,合并期末,2024-08-27T20:07:06
20240331,,790551611.24,,911993980.0,,,356968754.58,,,,509717199.06,,,,,,,,2569231544.88,,,286968059.76,3434000000.0,,,687165000.0,,,,,,,,,298039134.1,170243978.71,,4876416172.57,-2307184627.69,,6250571000.28,123357486.01,10715.48,,,6373939201.77,4475216276.6,29289844.85,,,4504506121.45,1869433080.32,,,,,65630374.88,5415550000.0,,5481180374.88,4168120000.0,122224228.1,,,4290344228.1,1190836146.78,943727.78,754028327.19,,,,,19014873821.88,19768902149.07,定期报告,未审计,20250425,CNY,合并期末,2024-04-26T16:57:02
20231231,,,,5953898480.26,6229000000.0,,,,,,,,,,,,,294715381.96,12477613862.22,,,1234184228.9,,,1470731965.96,1901065.35,,,2355117532.91,,,1798168468.65,,,1588077470.88,623608665.88,987465600.13,10059254998.66,2418358863.56,,7818148207.51,64252621.64,1352969.7,,,7883753798.85,19343773250.69,88905973.16,,,19432679223.85,-11548925425.0,,2580957035.99,,,353070898.0,17224930000.0,,20489693288.5,13177629621.45,567730207.58,,136886051.88,13882245880.91,6607447407.59,28318971.56,-2494800182.29,19014873821.88,21509674004.17,,,21509674004.17,19014873821.88,定期报告,是,20250326,CNY,合并期末,2024-03-26T20:47:02
