报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,445425425.31,200000000.0,,,1890850852.96,,,1332131841.07,,,,,,,57830210.33,3926238329.67,,,138645668.24,,,229699256.95,,,,,,,4014978893.77,,,309556645.71,88211077.1,1218493909.74,5999585451.51,-2073347121.84,,1316001647.32,185073112.74,3730.0,,,1501078490.06,979246876.72,4253585.33,,,983500462.05,517578028.01,,2000000000.0,,,,300000000.0,,2300000000.0,99600000.0,69978997.81,,18964312.64,188543310.45,2111456689.55,1931659.24,557619254.96,,,,,10262547417.03,10820166671.99,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T19:42:04
20251231,,1416620309.22,,1808831109.36,1400000000.0,,,,,,123528529.1,,,,,,,559696101.82,5308676049.5,,,739562098.85,,,894346163.62,408197409.55,,,,,,,,,857044857.2,339901934.77,1331521847.69,4570574311.68,738101737.82,,9380590546.43,802010019.59,34763.04,,,10182635329.06,13068838986.24,179000405.54,,,13247839391.78,-3065204062.72,,,,,,11977220000.0,,11977220000.0,8265430000.0,916105056.53,,125883316.51,9307418373.04,2669801626.96,-1474300.48,341225001.58,10262547417.03,9921322415.45,,,9921322415.45,10262547417.03,定期报告,是,20260321,CNY,合并期末,2026-03-20T19:50:07
20250930,,,,1338133397.45,790000000.0,,,1156703193.03,,,475134419.39,,,,,,,128459862.05,3888430871.92,,,582457485.28,,,638603027.35,,,,,,,979359849.52,,,590445157.78,283075510.27,1855707387.42,4929648417.62,-1041217545.7,,6275764947.72,640191912.45,30153.86,,,6915987014.03,8088812297.3,128342536.1,,,8217154833.4,-1301167819.37,,,,,,9477220000.0,,9477220000.0,6402780000.0,544254640.98,,74102588.52,7021137229.5,2456082770.5,-910333.36,112787072.07,,,,,9921322415.45,10034109487.52,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:24:03
20250630,,,,835063941.89,950000000.0,,8176940.39,4087957720.35,,,,,,,,,,187601080.08,6068799682.71,,,397829883.85,,,,,,,218155697.9,,,3232734165.72,,,421643335.33,161728760.96,2019627119.92,6451718963.68,-382919280.97,,4005072386.11,371710201.43,22642.54,,,4376805230.08,6515858063.84,91194245.76,,,6607052309.6,-2230247079.52,,,,,,4172220000.0,,4172220000.0,2441120000.0,185638416.48,,46713503.7,2673471920.18,1498748079.82,-206530.93,-1114624811.6,8806697603.85,9921322415.45,,,9921322415.45,8806697603.85,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:10:02
20250331,,,,385981190.29,800000000.0,,,3525768626.85,,,,,,,,,,148540703.58,4860290520.72,,,207628551.39,,,338305645.0,,,,519775425.79,,,3970692965.23,,,225860840.42,79585625.14,185112099.25,5526961152.22,-666670631.5,,1728557586.3,163785191.78,11331.91,,,1892354109.99,2355525718.4,5542516.04,,,2361068234.44,-468714124.45,,,,,,2365540000.0,,2365540000.0,1772680000.0,128415006.33,,22192182.63,1923287188.96,442252811.04,-45407.33,-693177352.24,,,,,9921322415.45,9228145063.21,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T19:42:03
20241231,,594046869.12,,2272063374.54,620000000.0,,,,,,1955507574.12,,,,,,,621634769.53,6063252587.31,,,791633206.57,,,793828960.53,2474270016.5,,,,,,,,,843145643.25,253158252.78,493487083.52,5649523163.15,413729424.16,,9438990113.05,742752428.45,36892.19,,,10181779433.69,9285216802.78,100354830.66,,,9385571633.44,796207800.25,,,,,,7364950000.0,,7364950000.0,5709780000.0,783579507.4,,80072570.59,6573432077.99,791517922.01,398588.17,2001853734.59,9921322415.45,7919468680.86,,,7919468680.86,9921322415.45,定期报告,是,20260321,CNY,合并期末,2025-04-11T20:20:11
20240930,,,,1480798184.05,400000000.0,,160373028.31,1704165223.55,,,696441602.87,,,,,,,649032552.7,5090810591.48,,,591260627.45,,,,,,,,,,4579230560.3,,,603496492.88,204635849.4,717640705.29,6696264235.32,-1605453643.84,,7486170031.64,578244218.59,24048.2,,,8064438298.43,6015700885.12,40512739.66,,,6056213624.78,2008224673.65,,,,,,4645470000.0,,4645470000.0,4738070000.0,554659501.36,,67959498.35,5360688999.71,-715218999.71,-230585.87,-312678555.77,,,,,7919468680.86,7606790125.09,定期报告,未审计,20251030,CNY,合并期末,2024-10-23T17:22:04
20240630,,,,919048970.68,500000000.0,,156949349.65,1095621295.54,,,,,,,,,,346244877.44,3017864493.31,,,406591918.84,,,,,,,386280845.6,,,3331507672.95,,,439139762.68,119594254.68,631912168.2,5315026622.95,-2297162129.64,,6127950149.13,366169035.5,11456.7,,,6494130641.33,5415633381.5,24001807.72,,,5439635189.22,1054495452.11,,,,,,3340670000.0,,3340670000.0,3345970000.0,203672307.25,,48288899.85,3597931207.1,-257261207.1,153826.98,-1499774057.65,6419694623.21,7919468680.86,,,7919468680.86,6419694623.21,定期报告,未审计,20250829,CNY,合并期末,2024-08-27T18:22:02
20240331,,,,384387694.92,199000000.0,,,439181397.5,,,-454945813.59,,,,,,,347933804.93,915557083.76,,,205532704.87,,,-62654347.4,,,,,,,3021988054.43,,,286773700.01,86449083.25,327573047.51,3865662242.67,-2950105158.91,,4364500698.91,213132654.08,845.0,,,4577634197.99,2780232829.31,9715078.56,,,2789947907.87,1787686290.12,,,,,,2648590000.0,,2648590000.0,1862840000.0,108309067.54,,19660036.91,1990809104.45,657780895.55,35777.32,-504602195.92,,,,,7919468680.86,7414866484.94,定期报告,未审计,20250430,CNY,合并期末,2024-04-24T18:22:03
20231231,,,,1602008155.6,110000000.0,,,841157252.56,,,161777791.81,,,,,,,486663088.53,3201606288.5,,,707623620.55,,,153804540.28,,,,,,,885969389.66,,,843168730.31,190159051.28,1086075085.27,3866800417.35,-665194128.85,,9107896568.37,587826372.71,349051.54,,,9696071992.62,10884750549.22,82339334.95,,,10967089884.17,-1271017891.55,,,,,,4941240000.0,,4941240000.0,2116530000.0,823519372.34,,100182273.06,3040231645.4,1901008354.6,380688.33,-34822977.47,7919468680.86,7954291658.33,,,7954291658.33,7919468680.86,定期报告,是,20250412,CNY,合并期末,2024-04-12T19:32:02
