报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,1946977000.0,23223371000.0,,,,,,17955760000.0,8209952000.0,2233306000.0,9120403000.0,8310643000.0,809760000.0,,,,,,,,,,,,,,,,4896113000.0,70046126000.0,32437993000.0,,,,6136274000.0,,,,4562282000.0,,,,,7380393000.0,7319992000.0,60401000.0,2024774000.0,,,,,,,,,,493594000.0,683779000.0,62764607000.0,7281519000.0,,45499720000.0,3261092000.0,,,9129000.0,,,,,48769941000.0,64838555000.0,,,,,149916000.0,21326000.0,,65009797000.0,-16239856000.0,,,,,14389323000.0,,,,14389323000.0,11849913000.0,577274000.0,,,,12489568000.0,1899755000.0,-113666000.0,-7172248000.0,,,,,46560379000.0,39388131000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T19:08:15
20251231,,,,61364865000.0,,,,,,,,,33976411000.0,31603638000.0,2372773000.0,,,,,,,,,,,,,,,,1820188000.0,97161464000.0,18422041000.0,1467772000.0,,,17049097000.0,823843000.0,,,239779000.0,11769997000.0,,5781924000.0,,24044638000.0,23796376000.0,248262000.0,5636041000.0,,,,,,,,,7626535000.0,4493533000.0,5642141000.0,108532832000.0,-11371368000.0,,195718890000.0,13788937000.0,,,373303000.0,,,,,209881130000.0,225924755000.0,,,,,1085567000.0,8740000.0,,227019062000.0,-17137932000.0,,,,,147341764000.0,,,,147341764000.0,100074891000.0,6067037000.0,,,,106409326000.0,40932438000.0,-108474000.0,12314664000.0,46560379000.0,34245715000.0,,,34245715000.0,46560379000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T19:10:03
20250930,,,2729110000.0,59770860000.0,,,,11165580000.0,,,,,27730645000.0,25789642000.0,1941003000.0,,,,,,,,,,,,,,,,3279637000.0,104675832000.0,13620222000.0,883203000.0,,,8650087000.0,,,,,17342614000.0,,2254912000.0,,18369472000.0,18184819000.0,184653000.0,4189544000.0,,,,,,,,,6445599000.0,3254241000.0,1807757000.0,82977780000.0,21698052000.0,,145468350000.0,12022079000.0,,,92447000.0,,,,,157582876000.0,170489110000.0,,,,,654572000.0,,,171143682000.0,-13560806000.0,,,,,92894994000.0,,,,92894994000.0,82937415000.0,5844495000.0,,,,88983514000.0,3911480000.0,-97044000.0,11951682000.0,,,,,34245715000.0,46197397000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:18:05
20250630,,,504637000.0,28352457000.0,,,,19649697000.0,3627399000.0,,7093713000.0,,17997908000.0,16610470000.0,1387438000.0,,,,,,,,,,,,,,,,2506703000.0,79732514000.0,19179188000.0,1881157000.0,,,,,,,,10382023000.0,,,,13466807000.0,13346691000.0,120116000.0,2989236000.0,,,,,,,,,11228155000.0,2062352000.0,1630481000.0,72910748000.0,6821766000.0,,83782517000.0,7247350000.0,,,30573000.0,,,,,91060440000.0,114881608000.0,,,,,405820000.0,,,115287428000.0,-24226988000.0,,,,,65901147000.0,,,,65901147000.0,45247175000.0,2754889000.0,,,,48126958000.0,17774189000.0,18668000.0,387635000.0,34633350000.0,34245715000.0,,,34245715000.0,34633350000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:32:03
20250331,,,2542346000.0,1685377000.0,,,,15273299000.0,,30215184000.0,2950251000.0,,9122146000.0,8422475000.0,699671000.0,,,,,,,,,,,,,,,,1106016000.0,62894619000.0,16149681000.0,2089892000.0,,,1496737000.0,,,,,,,,,8387055000.0,8328338000.0,58717000.0,1822345000.0,,,,,,,,,5743316000.0,623212000.0,704448000.0,45119824000.0,17774795000.0,,37209377000.0,3322932000.0,,,1773000.0,,,,,40534082000.0,57044752000.0,,,,,235751000.0,20000000.0,,57300503000.0,-16766421000.0,,,,,21244934000.0,,,,21244934000.0,18152855000.0,504105000.0,,,,18728190000.0,2516744000.0,6317000.0,3531435000.0,,,,,34245715000.0,37777150000.0,定期报告,未审计,20260423,CNY,合并期末,2025-04-24T21:44:05
20241231,,,,58699854000.0,,,,25909777000.0,2180309000.0,15793036000.0,,8726700000.0,36428486000.0,34007974000.0,2420512000.0,,,,,,,,,,,,,,,,1276315000.0,149025238000.0,45709610000.0,,,,,1352805000.0,,,,,,9102125000.0,,23390038000.0,23138172000.0,251866000.0,5644424000.0,,,,,,,,,,4486746000.0,3390836000.0,97822241000.0,51202997000.0,,123441290000.0,12625712000.0,,,579344000.0,,,,,136646346000.0,154730865000.0,,,,,1162487000.0,,,155893352000.0,-19247006000.0,,,,,109468723000.0,,,,109468723000.0,128066460000.0,8125747000.0,,,,136472925000.0,-27004202000.0,21418000.0,4973207000.0,34245715000.0,29272508000.0,,,29272508000.0,34245715000.0,定期报告,是,20260423,CNY,合并期末,2025-04-24T22:12:03
20240930,,,385547000.0,44182190000.0,,,,24556329000.0,2163825000.0,585061000.0,,4201030000.0,29974467000.0,28011767000.0,1962700000.0,,,,,,,,,,,,,,,,2150567000.0,108916348000.0,34829615000.0,,,,,,,,,,,8470157000.0,,17920229000.0,17736341000.0,183888000.0,4170167000.0,,,,,,,,,,3256076000.0,1751474000.0,77996279000.0,30920069000.0,,96241145000.0,10772827000.0,,,562249000.0,,,,,107576221000.0,124567527000.0,,,,,697738000.0,,,125265265000.0,-17689044000.0,,,,,76645024000.0,,,,76645024000.0,73581826000.0,7870380000.0,,,,81664314000.0,-5019290000.0,-64035000.0,8147700000.0,,,,,29272508000.0,37420208000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-25T17:10:03
20240630,,,2976433000.0,29397682000.0,,,,24090452000.0,1753956000.0,,,6469461000.0,19231818000.0,17791308000.0,1440510000.0,,,,,,,,,,,,,,,,1199418000.0,87229122000.0,25270736000.0,,,,,,,,,1227252000.0,,1471623000.0,,12764751000.0,12645670000.0,119081000.0,2973425000.0,,,,,,,,,,2033560000.0,164199000.0,54643917000.0,32585205000.0,,58305477000.0,6266213000.0,,,546502000.0,,,,,65118192000.0,85433892000.0,,,,,676323000.0,,,86110215000.0,-20992023000.0,,,,,43561759000.0,,,,43561759000.0,45285594000.0,4782853000.0,,,,50205276000.0,-6643517000.0,-32904000.0,4916761000.0,34189269000.0,29272508000.0,,,29272508000.0,34189269000.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-16T18:50:04
20240331,,,,5605013000.0,,,4293761000.0,25673096000.0,,18954159000.0,,4970401000.0,9501625000.0,8760117000.0,741508000.0,,,,,,,,,,,,,,,,2270994000.0,71269049000.0,12800396000.0,,,,1711016000.0,1066571000.0,,,,,,10962041000.0,,8068024000.0,8016166000.0,51858000.0,1982970000.0,,,,,,,,,,700515000.0,322093000.0,41674159000.0,29594890000.0,,27875168000.0,2882609000.0,,,6385000.0,,,,,30764162000.0,39844572000.0,,,,,349191000.0,,,40193763000.0,-9429601000.0,,,,,8802620000.0,,,,8802620000.0,14261263000.0,645637000.0,,,,14987591000.0,-6184971000.0,-51884000.0,13928434000.0,,,,,29272508000.0,43200942000.0,定期报告,未审计,20250425,CNY,合并期末,2024-04-25T21:00:03
20231231,,,13030302000.0,69163629000.0,,,,15461512000.0,,1250234000.0,10473434000.0,,38259401000.0,35591048000.0,2668353000.0,,,,,,,,,,,,,,,,985402000.0,148623914000.0,41340559000.0,1990022000.0,,,10142718000.0,,,,,,,,,19000607000.0,18741591000.0,259016000.0,5410423000.0,,,,,,,,,13433320000.0,5459759000.0,9965261000.0,109457344000.0,39166570000.0,,75060702000.0,10576783000.0,,,618451000.0,,,,,86255936000.0,147889722000.0,,,,,1035703000.0,771950000.0,,149697375000.0,-63441439000.0,,,,,129545731000.0,,,,129545731000.0,124717271000.0,5848029000.0,,,,130833894000.0,-1288163000.0,16140000.0,-25546892000.0,29272508000.0,54819400000.0,,,54819400000.0,29272508000.0,定期报告,是,20250425,CNY,合并期末,2024-04-25T21:05:03
