报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,23500136091.39,,6334385382.61,,,,,,,27621576710.44,,,,,,,3204590199.84,60660688384.28,,,2005651909.44,3056337000.0,,317043295.69,30153140922.39,,,,,,,,,1893233454.72,1070012356.25,2473915094.65,40969334033.14,19691354351.14,,353587908.84,552652714.15,97138.25,,,906337761.24,,163322698.64,,,163322698.64,743015062.6,,,,,3125249825.67,42628200000.0,,45753449825.67,34784662000.0,846559931.5,,,35699589699.58,10053860126.09,-279178701.78,30209050838.05,,,,,172088092048.8,202297142886.85,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:48:04
20251231,,,,22946083315.24,,,,6218832603.08,,,2506706302.07,,,,,,,6374259637.37,38045881857.76,,,7391019083.78,4064522092.32,,37834372968.68,,,,,,,3740101886.98,,,6974427627.37,2074222387.35,7335720935.93,69414386982.41,-31368505124.65,,2019730616.3,3579467402.91,3153457.4,,,5602351476.61,21380659.29,722521799.45,,,743902458.74,4858449017.87,,2000000000.0,,,,164128295474.49,,166128295474.49,134338496118.4,9246934236.02,,2008358.02,143931539064.35,22196756410.14,-238674855.99,-4551974552.63,172088092048.8,176640066601.43002,,,176640066601.43002,172088092048.8,定期报告,是,20260328,CNY,合并期末,2026-03-27T20:24:04
20250930,,,,16645599081.26,,,,19444314687.62,,,1182367668.58,,,,,,,9490052484.6,46762333922.06,,,5498388414.33,6891403455.73,,33748059969.53,,,,,,,5773935827.42,,,4124226035.23,1342816712.1,5718922333.58,63097752747.92,-16335418825.86,,7881902509.74,2893830735.81,1401520.68,,,10777134766.23,21427099.92,216985337.97,,,238412437.89,10538722328.34,,2000000000.0,,,,104654524206.26,,106654524206.26,97400434375.71,8022160899.4,,2008358.02,105686392345.13,968131861.13,-116702483.24,-4945267119.63,,,,,176640066601.43002,171694799481.8,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:10:04
20250630,,,,10087237952.18,1124615868.1,,301972743.3,15430312261.24,,,,,,,,,,5654580969.08,32598719793.9,,,3361959930.35,,,,,,,19048632598.47,,,7727615530.23,,,2784997780.8,846340047.11,3054440679.39,36823986566.35,-4225266772.45,,11549326639.16,2192025175.21,1380250.46,,,13742732064.83,21514847.04,107810811.25,,,129325658.29,13613406406.54,,900000000.0,,,,38685101823.04,,39585101823.04,70867166032.07,2757242892.24,,849056.6,73796044761.21,-34210942938.17,-121349155.72,-24944152459.8,151695914141.63,176640066601.43002,,,176640066601.43002,151695914141.63,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:14:03
20250331,,,,5142788593.39,1694114037.37,,,232080056.91,,,,,,,,,,1614827462.75,8683810150.42,,,1811849038.39,,,4386695827.03,,,,33696841442.88,,,366966154.22,,,1745396106.18,716777418.14,3171450159.64,45895976146.48,-37212165996.06,,14938103418.55,646586565.35,1219616.63,,,15585909600.53,21528849.24,21659066.96,,,43187916.2,15542721684.33,,,,,,21258310022.5,,21258310022.5,40928015067.06,1052940704.65,,,42068273770.9,-20809963748.4,-53315151.3,-42532723211.43,,,,,176640066601.43002,134107343390.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T17:38:08
20241231,,29849376440.35,,19638428142.11,,,,25988939475.71,,,34290454284.38,,,,,,,2398202810.33,112165401152.88,,,7189150189.7,17069867322.58,,12211960915.26,,,,,,,,,,6268662199.99,1268073341.03,13431438605.64,57439152574.2,54726248578.68,,,3544408839.41,5000000.0,,1493131.52,3550901970.93,17047846578.1,763706833.16,,,17811553411.26,-14260651440.33,,,,,5216193336.01,148406325053.19,,153622518389.2,154700374521.79,8912379617.09,6000000.0,,163980699489.84998,-10358181100.65,261510751.01,30368926788.71,176640066601.43002,146271139812.72,,,146271139812.72,176640066601.43002,定期报告,是,20260328,CNY,合并期末,2025-03-27T22:22:02
20240930,,23374816554.26,,13261875011.4,,,8840799756.61,35957603141.29,,,21461439028.65,,,,,,,2845160362.43,105741693854.64,,,4980901694.39,13039127661.22,,,,,,,,,,,,3899921708.74,695915328.45,6726828024.35,29342694417.15,76398999437.49,,,2760050514.22,,,353623.94,2760404138.16,13544639830.98,313795301.85,,,13858435132.83,-11098030994.67,,,,,1651047534.53,83761312415.6,,85412359950.13,130798422523.5,7947461373.38,,,139028955695.71,-53616595745.58,52322614.17,11736695311.41,,,,,146271139812.72,158007835124.12997,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T18:02:02
20240630,,34578854970.98,,9156836811.0,,,5080612258.45,16918992488.41,,,,,,,,,,3866139055.06,69601435583.9,,,3365782104.76,13512536442.49,,,,,,26836643711.24,,,,,,2701231125.44,455806553.13,5285907921.09,52157907858.15,17443527725.75,,,2009238033.23,,,271692.85,2009509726.08,12478253570.14,159554206.33,,,12637807776.47,-10628298050.39,,,,,195346416.67,57943322406.6,,58138668823.27,89706904718.39,3574697427.82,,,93469410377.3,-35330741554.03,98623974.37,-28416887904.3,117854251908.42,146271139812.72,,,146271139812.72,117854251908.42,定期报告,未审计,20250829,CNY,合并期末,2024-08-30T21:17:03
20240331,,35261048360.91,,4779668819.07,,,3020308005.21,10973008405.13,,,,,,,,,,4223421202.41,58257454792.73,,,1946647052.46,19033210001.34,,,,,,24211065184.95,,,,,,1525168972.72,438381087.13,4461473489.55,51615945788.15,6641509004.58,,,656583802.88,,,134404.58,656718207.46,11030474571.13,65638286.87,,,11096112858.0,-10439394650.54,,,,,,22031211229.45,,22031211229.45,47151749861.62,1518493982.45,,,48768752770.23,-26737541540.78,5334496.83,-30530092689.91,,,,,146271139812.72,115741047122.81,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T18:57:02
20231231,,,,19493169234.4,16215920631.26,,,21555608739.16,,,11868687058.34,,,,,,,10866960415.51,80000346078.67,,,7379154485.79,,,1661631210.54,,,,,,,29105227943.11,,,6993713063.45,1722442444.47,6034451036.25,52896620183.61,27103725895.06,,3096928.25,2350435317.68,4140998.34,,509398.88,2358182643.15,25844794088.88,608243995.15,,,26453038084.03,-24094855440.88,,,,,720144000.0,137081570840.37,,137801714840.37,121516937561.35,8186521687.96,12110000.0,,130100441473.25,7701273367.12,276213269.19,10986357090.49,146271139812.72,135284782722.23,,,135284782722.23,146271139812.72,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:17:03
