报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,5238880266.85,,857783394.68,,,,,,757125159.22,97191284.22,,,,,,,1391721518.29,8342701623.26,,,173448893.55,,,,6756147161.07,,,,,,,,,368586192.02,36836803.64,5565088473.04,12900107523.32,-4557405900.06,,,,151465.1,,24984065.42,25135530.52,,64186391.74,,8427820.59,72614212.33,-47478681.81,,,,,,7431611780.0,,7431611780.0,6527550000.0,544037180.96,,35660372.5,7107247553.46,324364226.54,888348.59,-4279632006.74,,,,,10514328211.38,6234696204.64,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T18:57:03
20230630,,3145988896.73,,506960724.88,,,,10733000.0,,,658725310.48,,,,,,,1965029186.66,6287437118.75,,,130074509.06,,,,,193752040.56,,,,,,,,265341145.33,17430244.54,10119900687.33,10726498626.82,-4439061508.07,,,,15160.8,,,15160.8,,23901422.2,,4609978.06,28511400.26,-28496239.46,,,,,,6192871780.0,,6192871780.0,5686130000.0,504064149.14,,27746380.35,6217940529.49,-25068749.49,1072431.48,-4491554065.54,6022774145.84,10514328211.38,,,10514328211.38,6022774145.84,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T16:32:03
20230331,,3285799447.3,,246549765.11,,,,,,267524012.98,138515243.46,,,,,,,286439720.05,4224828188.9,,,69847957.74,,,,396997545.0,,,,,,,,,150439585.08,11170072.87,7940497904.35,8568953065.04,-4344124876.14,,,,5200.0,,,5200.0,,13848922.63,,,13848922.63,-13843722.63,,,,,,3552126000.0,,3552126000.0,3847810000.0,232904627.24,,17373403.39,4098088030.63,-545962030.63,-422671.75,-4904353301.15,,,,,10514328211.38,5609974910.23,定期报告,未审计,20240430,CNY,合并期末,2023-04-28T17:57:04
20221231,,7673054052.44,,1123181320.53,,,,1721951669.06,,1872432406.22,,,,,,,,2137769819.0,14528389267.25,,,271816788.35,,,,,,,549801008.15,,,,,,711945659.9,160207457.09,10987729064.05,12681499977.54,1846889289.71,,,,96496.0,,280559996.77,280656492.77,0.0,62549240.8,,30315353.12,92864593.92,187791898.85,,,,,,6462080000.0,,6462080000.0,5012470000.0,836106844.47,12219000.0,52764869.16,5901341713.63,560738286.37,2795541.66,2598215016.59,10514328211.38,7916113194.79,,,7916113194.79,10514328211.38,定期报告,是,20240330,CNY,合并期末,2023-03-30T17:22:06
20220930,,,,834923109.37,,,,3365454416.56,,1801332682.59,,,,,,,,1875243258.58,7876953467.1,,,213311750.71,,,,,,,854138824.64,,,44565070.8,,,453311743.77,124040394.8,2638397377.59,4327765162.31,3549188304.79,,,,94466.0,,51230319.25,51324785.25,,29374047.9,,42310242.32,71684290.22,-20359504.97,,,,,,5652950000.0,,5652950000.0,3714150000.0,824810126.8,12219000.0,36618470.82,4575578597.62,1077371402.38,3402223.76,4609602425.96,,,,,7916113194.79,12525715620.75,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T17:47:03
20220630,,,,507347414.21,,,,5265134263.56,,775021166.54,28164689.05,,,,,,,1287164489.57,7862832022.93,,,142814937.76,,,,,,,,,,3222878917.42,,,350958593.59,96866266.75,6207614120.9,10021132836.42,-2158300813.49,,,,41436.0,,,41436.0,,20736263.21,,42315926.11,63052189.32,-63010753.32,,,,,,4879660000.0,,4879660000.0,2503070000.0,745664498.96,12219000.0,26475947.13,3275210446.09,1604449553.91,1537592.91,-615324419.99,7300788774.8,7916113194.79,,,7916113194.79,7300788774.8,定期报告,未审计,20230831,CNY,合并期末,2022-08-30T19:07:06
20220331,,,,264971157.62,,,,4655131876.55,,762571207.16,,,,,,,,609704796.02,6292379037.35,,,65894567.39,,,,,,,339980935.96,,,4186372082.78,,,207918667.04,63635219.11,4330676794.4,9194478266.68,-2902099229.33,,,,,,,0.0,,5401133.96,,,5401133.96,-5401133.96,,,,,,2035680000.0,,2035680000.0,430230000.0,181993207.1,,10797885.72,623021092.82,1412658907.18,-114757.26,-1494956213.37,,,,,7916113194.79,6421156981.42,定期报告,未审计,20230429,CNY,合并期末,2022-04-29T21:12:05
20211231,,,,1248251245.3,,,,1814403695.9,,289809665.11,867807513.79,,,,,,,5875656269.99,10095928390.09,,,208267991.58,,,,,,,,,,3872666320.79,,,561015132.76,717603876.82,5330910093.59,10690463415.54,-594535025.45,,,,78987.5,,28873029.59,28952017.09,0.0,69766832.52,,28939198.85,98706031.37,-69754014.28,,7852439482.62,,,1001034250.0,1322250000.0,,10175723732.62,6979654250.0,1164266602.8,6056551.0,48150214.12,8192071066.92,1983652665.7,-889923.31,1318473702.66,7916113194.79,6597639492.13,,,6597639492.13,7916113194.79,定期报告,是,20230331,CNY,合并期末,2022-03-30T19:07:04
20210930,,2195431882.76,,971514807.77,,,,-2005689073.11,,899727715.05,206037138.95,,,,,,,4745683010.31,9018394554.84,,,152178433.6,,,,2005689073.11,-899727715.05,,,,,-2195431882.76,,,318516644.96,624973501.48,4477281881.68,7578639534.83,1439755020.01,,,,62737.5,,9510166.76,9572904.26,,44576057.68,,3734415.32,48310473.0,-38737568.74,,7852439482.62,,,1001034250.0,960580000.0,,9814053732.62,6643694250.0,1162808745.19,6056551.0,31117552.55,7837620547.74,1976433184.88,-376456.93,3377074179.22,,,,,6597639492.13,9974713671.35,定期报告,未审计,20221029,CNY,合并期末,2021-10-28T16:57:04
20210630,,7400049295.67,,623571832.76,,,,-2728251371.14,,573827489.01,307744205.35,,,,,,,4369385337.33,13274578160.12,,,100499238.18,,,,2728251371.14,-573827489.01,,,,,-7400049295.67,,,206773901.35,399269423.72,3844941366.71,7279735301.1,5994842859.02,,,,15550.0,,9510166.76,9525716.76,,21353464.04,,3734415.32,25087879.36,-15562162.6,,,,,1001034250.0,647820000.0,,1648854250.0,3332264250.0,914592357.18,,19835054.77,4266691661.95,-2617837411.95,-475592.54,3360967691.93,9958607184.06,6597639492.13,,,6597639492.13,9958607184.06,定期报告,未审计,20220831,CNY,合并期末,2021-08-26T18:52:04
20210331,,3068086206.53,,310482350.72,,,,-983418957.81,,423477337.58,-248194504.78,,,,,,,1786495620.83,5588541515.66,,,61643527.51,,,,983418957.81,-423477337.58,,248194504.78,,,-3068086206.53,,,98473063.77,187637910.32,2079332153.07,3658700117.26,1929841398.4,,,,3940.0,,,3940.0,,12231986.87,,948673.68,13180660.55,-13176720.55,,,,,1000000000.0,316180000.0,,1316180000.0,1001610000.0,164327914.91,,8873448.73,1174811363.64,141368636.36,161353.85,2058194668.06,,,,,6597639492.13,8655834160.19,定期报告,未审计,20220430,CNY,合并期末,2021-04-28T18:17:03
20201231,,5883929345.47,,1424946068.73,,,,,,846041609.06,935623594.54,,,,,,,7974626930.81,17065167548.61,,,380935871.14,,,,5469161295.34,,,,,,,,,570182776.73,678097283.83,5008232757.8,12106609984.84,4958557563.77,,80000000.0,8583113.52,274328.16,,30214401.11,119071842.79,,71946801.46,,226867148.04,298813949.5,-179742106.71,,,,,3000000000.0,4261245030.07,,7261245030.07,11765740000.0,1040311493.41,,,12806051493.41,-5544806463.34,-1641839.62,-767632845.9,6597639492.13,7365272338.03,,,7365272338.03,6597639492.13,定期报告,是,20220331,CNY,合并期末,2021-03-30T19:52:04
20200930,,,,1026421591.16,,,,-4009575549.57,,,806258398.58,,,,,,,4745808171.84,2568912612.01,,,304718867.49,,,,,-1089685197.55,,,,,-3498618838.48,,,473173357.99,504167528.2,3059657867.97,-246586414.38,2815499026.39,,,4412054.79,19639.92,,14932230.8,19363925.51,,27619185.72,,221008907.13,248628092.85,-229264167.34,,,,,3000000000.0,3976475030.07,,6976475030.07,9658020000.0,977135725.11,,,10635155725.11,-3658680695.04,-629326.76,-1073075162.75,,,,,7365272338.03,6292197175.28,定期报告,未审计,20211029,CNY,合并期末,2020-10-27T17:37:03
20200630,,,,665468422.51,,,,201922156.74,,,1006247310.76,,,,,,,3774569874.36,5648207764.37,,,223005546.76,,,,,-235635159.0,,,,,1738891460.94,,,304907707.41,330350617.83,2053513782.43,4415033956.37,1233173808.0,,,4412054.79,16243.0,,14932230.8,19360528.59,,14313300.76,,221008907.13,235322207.89,-215961679.3,,,,,3000000000.0,3685694544.36,,6685694544.36,8060710000.0,719691996.8,,,8780401996.8,-2094707452.44,390294.29,-1077105029.45,6288167308.58,7365272338.03,,,7365272338.03,6288167308.58,定期报告,未审计,20210827,CNY,合并期末,2020-08-20T20:07:03
20200331,,,,344798929.28,100000000.0,,,4760630502.32,,,806895499.65,,,,,,,2587497379.77,8599822311.02,,,119482810.16,,,,,398857800.0,,,,,7280630461.0,,,176482137.07,170563195.34,681523641.37,8827540044.94,-227717733.92,,,,3740.0,,1942573.5,1946313.5,,5349171.2,,221008907.13,226358078.33,-224411764.83,,,,,3000000000.0,2418482500.0,,5418482500.0,6289050000.0,148951420.17,,,6438001420.17,-1019518920.17,406783.72,-1471241635.2,,,,,7365272338.03,5894030702.83,定期报告,未审计,20210429,CNY,合并期末,2020-04-29T06:02:03
20191231,,,,1083179171.62,,,,4482571501.44,,,959324668.89,,,,,,,1529728374.91,8054803716.86,,,356243360.47,,,,,1233045389.68,,,,,9648825856.94,,,428518988.98,238490372.99,3212262675.62,15117386644.68,-7062582927.82,,,771506.85,123802.54,,,895309.39,80000000.0,106610183.94,,4008508.0,190618691.94,-189723382.55,,1232846792.45,,,3100000000.0,10635008533.0,,14967855325.45,3978930000.0,329066692.96,,7548932.99,4315545625.95,10652309699.5,415926.45,3400419315.58,7365272338.03,3964853022.45,,,3964853022.45,7365272338.03,定期报告,是,20210331,CNY,合并期末,2020-03-29T21:52:02
20190930,,,,782889930.12,,,,5764166230.0,,,877787509.54,,,,,,,642697336.16,8067541005.82,,,257541881.1,,,,,19306563.68,,,,,10718555614.67,,,334957206.81,181838901.93,522375423.05,12034575591.24,-3967034585.42,,,,12831.42,,,12831.42,,49494553.17,,4008508.0,53503061.17,-53490229.75,,1232846792.45,,,3100000000.0,5404383200.0,,9737229992.45,3770900000.0,326918692.36,,7548932.99,4105367625.35,5631862367.1,725166.06,1612062717.99,,,,,3964853022.45,5576915740.44,定期报告,未审计,20201028,CNY,合并期末,2020-03-13T14:52:11
20190630,,,,535105862.08,,,,3173020000.0,,,1321158850.45,,,,,,,201312733.19,5230597445.72,,,152709762.47,,,,,-678158852.7,,,,,7480863908.1,,,184232393.1,120095981.47,351099235.15,7610842427.59,-2380244981.87,,,,9561.42,,,9561.42,,22608026.34,,4008508.0,26616534.34,-26606972.92,,1232846792.45,,,1500000000.0,4993769200.0,,7726615992.45,2738270000.0,153547401.07,,7548932.99,2899366334.06,4827249658.39,17515.69,2420415219.29,6385268241.74,3964853022.45,,,3964853022.45,6385268241.74,定期报告,未审计,20200821,CNY,合并期末,2020-03-13T14:52:11
20190331,,,,272671696.14,,,,2028610000.0,,,1161588198.73,,,,,,,38242667.71,3501112562.58,,,69872650.86,,,,,-280981662.0,,,,,5348433242.74,,,86385435.55,58936014.15,206882863.69,5489528544.99,-1988415982.41,,,,9179.9,,,9179.9,,6989467.46,,1591626.15,8581093.61,-8571913.71,,,,,,3995861700.0,,3995861700.0,35430000.0,21630578.63,,,57060578.63,3938801121.37,-540733.07,1941272492.18,,,,,3964853022.45,5906125514.63,定期报告,未审计,20200429,CNY,合并期末,2020-04-29T06:02:03
20181231,,-13142682416.99,,1094637061.8,,,502301774.57,5287674727.36,,,-310352795.78,,,,,,,-268816117.0,-7339539540.61,,,244906107.57,,,,,,,310352795.78,,,,,,340681780.26,162663837.07,-277857308.02,470394416.88,-7809933957.49,,1808540.83,,80994126.94,,80994126.94,82802667.77,,55115251.52,,33238832.0,88354083.52,-5551415.75,,5000000.0,5000000.0,5000000.0,6593000000.0,,,6598000000.0,,52489200.0,,,52489200.0,6545510800.0,1436730.1,-1268537843.14,3964853022.45,5233390865.59,,,5233390865.59,3964853022.45,定期报告,是,20200330,CNY,合并期末,2020-03-13T14:52:11
20180930,,-6460639756.91,-307705373.54,875086696.93,,,385175154.65,,,,-51443682.83,-6650.0,,-115948898.63,,,,496447398.85,-5140549343.96,,,219555452.86,,,,1797435222.5,1797435222.5,,51443682.83,,,,,,213106232.56,120248947.92,537291879.81,2887637735.65,-8028187079.61,,,,80991980.46,,80991980.46,80991980.46,,24784299.14,,33238832.0,58023131.14,22968849.32,,5000000.0,5000000.0,5000000.0,6593000000.0,,,6598000000.0,,30744750.0,,,30744750.0,6567255250.0,1762866.58,-1436200113.71,,,,,5233390865.59,3797190751.88,定期报告,未审计,20191030,CNY,合并期末,2020-03-13T14:52:11
20180630,,-3124215696.73,,650615088.28,,,,,,,52731882.09,,,,,,,437065960.01,-1983802766.35,,,208203687.67,,,,,1642134196.5,,,,,,,,150505242.94,78761439.62,135910581.92,2215515148.65,-4199317915.0,,,,47698.46,,,47698.46,,14428823.77,,,14428823.77,-14381125.31,,5000000.0,5000000.0,5000000.0,3603000000.0,,,3608000000.0,10000000.0,8769866.67,,,18769866.67,3589230133.33,553461.8,-623915445.18,4609475420.41,5233390865.59,,,5233390865.59,4609475420.41,定期报告,未审计,20190829,CNY,合并期末,2020-03-13T14:52:11
20171231,,-460723314.63,,1029158656.0,,,185061787.51,,,,,,,,,,,1527890054.1,2281387182.98,,,93391394.8,,,,2123785594.14,,,912000128.28,,,,,,348141658.05,128030970.36,160780099.7,3766129845.33,-1484742662.35,,,,,,9746.55,9746.55,800000.0,40803356.58,,49000.0,41652356.58,-41642610.03,,100000000.0,100000000.0,100000000.0,,,,100000000.0,,588492971.29,,,588492971.29,-488492971.29,-1723729.99,-2016601973.66,5233390865.59,7249992839.25,,,7249992839.25,5233390865.59,招股说明书/意向书,是,20180328,CNY,合并期末,2020-03-13T14:52:11
20161231,,1585617309.12,,1041210197.77,,,768471285.17,,,,,,,,,,,-278462048.04,3116836744.02,,,99090287.18,,,,279980867.63,,,727105140.46,,,,,,341581712.58,194008941.76,223232588.72,1864999538.33,1251837205.69,,,,,,279632.9,279632.9,2700000.0,45044563.63,,12242.78,47756806.41,-47477173.51,,15000000.0,15000000.0,15000000.0,,,,15000000.0,800000000.0,652635712.31,,,1452635712.31,-1437635712.31,2254849.58,-231020830.55,7249992839.25,7481013669.8,,,7481013669.8,7249992839.25,招股说明书/意向书,是,20170419,CNY,合并期末,2020-03-13T14:52:11
20151231,,-57423644.13,,1519178411.66,,,,,,,1676838108.09,,,,,,,-693002150.7,2445590724.92,,,192352061.38,,,161865625.55,2650758199.87,,,,,,,,,310083854.22,489088427.49,130753918.47,3934902086.98,-1489311362.06,,,,,,46937881.8,46937881.8,30000000.0,34251913.25,,,64251913.25,-17314031.45,,4604166501.39,60063901.39,60063901.39,,1400000000.0,,6004166501.39,600000000.0,309727877.74,1080172.34,425000.0,910152877.74,5094013623.65,1913409.51,3589301639.65,7481013669.8,3891712030.15,,,3891712030.15,7481013669.8,其他,是,20190325,CNY,合并期末,2020-03-13T14:52:11
20141231,,387553600.0,,663033400.0,,,,,,,1593407500.0,,,,,,,1947676800.0,4591671300.0,,,70865400.0,,,1465554600.0,1702567600.0,,,,,,,,,227568500.0,96693900.0,138857400.0,3702107400.0,889563800.0,,,,,,117400.0,117400.0,,24902600.0,,,24902600.0,-24785300.0,,-6814000.0,-6814000.0,-6814000.0,,,,-6814000.0,,154556500.0,,,154556500.0,-161370400.0,-610100.0,702798100.0,,,,,3188914000.0,3891712000.0,招股说明书(申报稿),是,20170714,CNY,合并期末,2020-03-13T14:52:11
20131231,,-381074618.28,,554665585.03,,,,-466368514.8,,,71518921.73,,,,,,,580657424.19,359398797.87,,,131593580.83,,,624662283.1,,,,,,,,,,229982678.49,33321705.84,172074468.89,1191634717.15,-832235919.28,,,,,,103220.0,103220.0,55860516.3,26876411.42,,45000.0,82781927.72,-82678707.72,,2000000000.0,,,,,,2000000000.0,,304853346.88,,525000.0,305378346.88,1694621653.12,-730695.12,778976331.0,,,,,2407924515.6,3186900846.6,其他,是,20140423,CNY,合并期末,2020-03-13T14:52:11
20121231,,549438528.52,-3940573034.58,401365901.59,,,,2466024000.0,,,56225543.03,,,-420502987.14,,,,8139395.3,-917617428.43,,,30601452.62,,,,,,,,,,,,,206146730.21,44559828.42,128572196.67,409880207.92,-1327497636.35,,,,,,37626912.19,37626912.19,,27016364.52,,,27016364.52,10610547.67,,102000000.0,,,,,,102000000.0,,,,,0.0,102000000.0,-39422.87,-1214926511.55,,,,,3622851027.15,2407924515.6,定期报告,是,20130423,CNY,合并期末,2020-03-13T14:52:11
20111231,,-567705258.84,40738590.75,489561003.25,,,,,,,-1053665146.78,-8227.0,,-377070929.88,,,,22822251.71,-1378610578.46,,,30558974.42,,,,,,,,,,,,,217197462.11,134367273.67,159748916.1,541872626.3,-1920483204.76,,,,,,49079309.85,49079309.85,44100000.0,40543388.41,,,84643388.41,-35564078.56,,,,,,,,0.0,,78186288.06,,,78186288.06,-78186288.06,-1148299.66,-2035381871.04,,,,,5658232898.19,3622851027.15,定期报告,是,20120409,CNY,合并期末,2020-03-13T14:52:11
20101231,,-1063144177.09,1228332859.81,601167053.58,,,,,,,-1167799518.87,,,103078579.28,,,,45781139.15,-138541694.31,,,32600004.19,,,,,,,,,,,,,243659747.91,145138120.01,130030475.25,551428347.36,-689970041.67,,,,,,108320.0,108320.0,,53234931.45,,,53234931.45,-53126611.45,,,,,,,,,,156372576.12,,,156372576.12,-156372576.12,-778990.32,-900248219.56,,,,,6558481117.75,5658232898.19,定期报告,是,20110420,CNY,合并期末,2020-03-13T14:52:11
20091231,,-123784678.26,-765311478.09,676751253.06,,,,,,,2562844336.17,-26297.0,,-175872878.32,,,,15154405.61,2314137341.29,,,20771996.47,,,,,,,,,,,,,166241002.25,203881344.24,101256155.07,492150498.03,1821986843.26,,,,,,726144.0,726144.0,,27027459.23,,60000.0,27087459.23,-26361315.23,,,,,,,,,,,,,,,-22114.33,1795603413.7,6558481117.75,4762877704.05,,,4762877704.05,6558481117.75,其他,是,20100420,CNY,合并期末,2020-03-13T14:52:11
