报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2575018321.56,,,,,,,,,,,1432278.81,34280202.06,2610730802.43,915049131.09,,,,,,715625808.93,267830130.46,194429310.59,2092934381.07,517796421.36,,172670000.0,76608450.53,1259798.98,,2083508294.43,,,2334046543.94,152490229.73,191950500.0,,,,1450456445.88,1794897175.61,539149368.33,,,,,,,0.0,,80455902.0,,1650423.11,82106325.11,-82106325.11,-253011232.37,721828232.21,4136735111.09,,,,,4858563343.3,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T17:50:07
20251231,,8321657211.36,,,,,,,,,,,6245309.46,213917783.58,8541820304.4,3223445802.43,,,,,,1973733458.93,850064460.3,683630422.22,6730874143.88,1810946160.52,,805000000.0,178785727.81,78563.16,,6090012328.34,,,7073876619.31,924196937.44,30000000.0,,,,6977113956.55,7931310893.99,-857434274.68,,,,62021105.12,,4172300.0,66193405.12,19000000.0,906423961.75,1336920.0,4809079.01,930233040.76,-864039635.64,-64805353.12,24666897.08,4112068214.01,4136735111.09,4112068214.01,,,4136735111.09,定期报告,是,20260421,CNY,合并期末,2026-04-20T18:04:03
20250930,,5965063630.27,,,,,,,,,,,3026842.54,173915432.23,6142005905.04,2413385155.12,,,,,,1485082279.2,620154117.95,564391105.69,5083012657.96,1058993247.08,,805000000.0,177828764.48,101429.86,,3350139310.15,,,4333069504.49,694322551.37,,,,,5868031856.25,6562354407.62,-2229284903.13,,,,30000000.0,,,30000000.0,19000000.0,695389404.37,1336920.0,3415018.27,717804422.64,-687804422.64,203656150.09,-1654439928.6,4112068214.01,,,,,2457628285.41,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T16:54:18
20250630,,3963013442.84,,,,,,,,,,,1968323.38,121924889.17,4086906655.39,1649901827.82,,,,,,966553202.51,483109884.35,368829046.37,3468393961.06,618512694.33,,280000000.0,165577628.35,110421.45,,2798577810.46,,,3244265860.26,412048991.84,,,,,4597518908.34,5009567900.19,-1765302039.93,,,,30000000.0,,,30000000.0,,396056764.55,,2348937.46,398405702.01,-368405702.01,298316048.92,-1216878998.68,4112068214.01,2895189215.33,4112068214.01,,,2895189215.33,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T18:06:07
20250331,,1747787094.13,,,,,,,,,,,,88514605.34,1836301699.47,887283093.88,,,,,,561454639.56,230271882.23,107245278.55,1786254894.22,50046805.25,,100000000.0,77713563.85,45030.34,,1653460813.94,,,1831219408.13,81837234.17,,,,,2684604821.63,2766442055.8,-935222647.67,,,,,,,0.0,,83695188.3,,1179936.76,84875125.06,-84875125.06,173374875.4,-796676092.08,4112068214.01,,,,,3315392121.93,定期报告,未审计,20260428,CNY,合并期末,2025-04-28T21:24:08
20241231,,8022929291.31,,,,,,,,,,,6967212.93,247785728.59,8277682232.83,2722855343.89,,,,,,1686722882.62,600080355.21,789048787.81,5798707369.53,2478974863.3,,150000000.0,629728.64,8865730.0,,4321281979.81,,,4480777438.45,1071369421.72,903890000.0,,,,5605559326.45,7580818748.17,-3100041309.72,,,,15443277.8,,4755707.94,20198985.74,200471552.0,603213819.57,1799700.0,4252262.08,807937633.65,-787738647.91,-264313226.67,-1673118321.0,5785186535.01,4112068214.01,5785186535.01,,,4112068214.01,定期报告,是,20260421,CNY,合并期末,2025-04-28T21:24:08
20240930,,5854340928.29,,,,,,,,,,,52846363.89,125584524.53,6032771816.71,2329974668.38,,,,,,1327428233.53,554608618.88,501167436.09,4713178956.88,1319592859.83,,151308039.76,640728.65,8583300.64,,2682868830.22,,,2843400899.27,837438580.03,703390000.0,,,,3909154791.2,5449983371.23,-2606582471.96,,,,,,514957.69,514957.69,101354151.5,524414126.19,1799700.0,1924212.39,627692490.08,-627177532.39,-178920940.36,-2093088084.88,5785186535.01,,,,,3692098450.13,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T16:40:05
20240630,,3509259575.43,,,,,,,,,,,9667762.64,100321379.88,3619248717.95,1506854537.7,,,,,,835552245.64,421701385.13,308977472.12,3073085640.59,546163077.36,,92872873.68,304450.83,7673444.01,,2045787847.9,,,2146638616.41,658660150.5,178390000.0,,,,3619900400.0,4456950550.5,-2310311934.09,,,,2203799.71,,424920.6,2628720.31,4330575.21,335036058.19,,162.95,339366796.35,-336738076.04,-124275863.18,-2225162795.95,5785186535.01,3560023739.06,5785186535.01,,,3560023739.06,定期报告,未审计,20250826,CNY,合并期末,2024-08-26T18:35:12
20240331,,1775386624.92,,,,,,,,,,,1075608.25,30926507.5,1807388740.67,932835678.46,,,,,,484421006.0,200658783.79,95353796.29,1713269264.54,94119476.13,,62769085.6,74450.84,5941447.03,,1451756217.91,,,1520541201.38,531963785.76,93890000.0,,,,2030252400.0,2656106185.76,-1135564984.38,,,,,,,0.0,1000000.0,24227571.85,,,25227571.85,-25227571.85,7452909.29,-1059220170.81,5785186535.01,,,,,4725966364.2,定期报告,未审计,20250429,CNY,合并期末,2024-04-22T22:15:05
20231231,,8067091301.02,,,,,,,,,,,8043953.2,169742357.59,8244877611.81,2861962945.05,,,,,,1401318577.86,621958657.07,682490375.47,5567730555.45,2677147056.36,,600000000.0,10100715.23,7926709.0,,62074287.96,,,680101712.19,1365859303.11,218110000.0,,,,2147414448.0,3731383751.11,-3051282038.92,,,,200000000.0,,1814761.29,201814761.29,326189074.95,748717051.96,1628300.0,7061132.21,1081967259.12,-880152497.83,180802044.55,-1073485435.84,6858671970.85,5785186535.01,6858671970.85,,,5785186535.01,定期报告,是,20250429,CNY,合并期末,2024-04-22T22:15:05
