报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,9123753380.94,,,,46574575634.36,,,57716548944.5,,,,,,,9020107595.81,122434985555.61,72508717899.17,,1496998955.76,6350418705.13,,9449991025.05,,,,,,,,,,1770723383.06,1464255036.07,10471293251.64,103512398255.88,18922587299.73,,8319769142.35,1215221280.65,486734.79,,,9535477157.79,68407818.97,195103953.51,,,263511772.48,9271965385.31,,10671242043.93,,,56375383.56,30055089949.58,30108203438.59,70890910815.66,15429358872.18,1150926200.07,,22922319152.27,39502604224.52,31388306591.14,-637808832.22,58945050443.96,,,,,219730631275.98,278675681719.94,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T20:28:04
20251231,,,,29503743151.72,8927884819.76,,,15710644332.71,,,52654274358.37,,,,,,,18763202676.31,125559749338.87,62780597582.07,,5311073660.13,,,34997991339.12,,,,,,,,,,9175464702.26,5530192478.97,35545390299.29,153340710061.84,-27780960722.97,,5949727842.46,4488409454.42,18469637.3,,,10456606934.18,381292803.02,727265815.73,,,1108558618.75,9348048315.43,,,,,6898623390.74,107524567339.28,94617035417.43,209040226147.45,90503759657.91,10256998618.63,384588000.0,66726107304.34,167486865580.88,41553360566.57,-386633654.71,22733814504.32,219730631275.98,196996816771.66,,,196996816771.66,219730631275.98,定期报告,是,20260331,CNY,合并期末,2026-03-30T22:06:04
20250930,,,,21529864332.47,13724039148.02,,,37803532165.56,,,47114957917.46,,,,,,,18642219524.4,138814613087.91,79751959302.15,,3887874060.13,,,27727400075.06,,,,,,,,,,7329465183.83,3716349055.02,18203983735.27,140617031411.46,-1802418323.55,,312418067.29,3400032835.27,17589815.48,,,3730040718.04,2410475381.14,512378314.38,,,2922853695.52,807187022.52,,,,,4384880220.69,79595793087.25,68071330892.55,152052004200.49,69738310606.24,8176874742.87,384588000.0,40343764461.1,118258949810.21,33793054390.28,-146268793.07,32651554296.18,,,,,196996816771.66,229648371067.84,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:18:05
20250630,,,,13345053956.94,22926313324.44,,298841750.91,434759003.58,,,16599090289.84,,7000738.89,,,,,11472157456.67,65083216521.27,,,2658078686.15,,,,,,,,,,,,,4829004129.12,2390698931.63,25962355235.0,66313089405.4,-1229872884.13,,1492891867.61,1975687966.19,1099407.27,,,3469679241.07,287184682.15,376588203.17,,,663772885.32,2805906355.75,,,,,609128791.57,42065725742.44,28042600650.93,70717455184.94,47930353567.22,6344632569.6,384588000.0,28581761558.21,82856747695.03,-12139292510.09,-401349811.89,-10964608850.36,186032207921.3,196996816771.66,,,196996816771.66,186032207921.3,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:50:03
20250331,,,,6555379739.0,8234950628.11,,,37652926468.69,,,,,,,,,,3660844888.74,56104101724.54,52601081310.83,,1368479422.76,,,2224737457.67,,,,7398216868.63,,,,,,1754002938.56,1261389668.67,3184703810.85,69792611477.97,-13688509753.43,,82309966.66,895174263.26,479434.45,,,977963664.37,11197176587.77,138901612.99,,,11336078200.76,-10358114536.39,,,,,74891787.29,31049254770.91,26827269041.52,57951415599.72,31635385970.69,1417298458.93,,12724967087.63,45777651517.25,12173764082.47,-5188224799.78,-17061085007.13,,,,,196996816771.66,179935731764.53,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:52:04
20241231,,,,25264932254.03,,,,17114480943.88,,,43294599008.96,,,,,,,2121659064.67,87795671271.54,25006656408.29,,5667522122.62,8080917924.88,,18071127027.49,,,,,,,,,,8530915080.52,3014618021.33,9453105674.6,77824862259.73,9970809011.81,,22385198951.78,5397282918.11,13070999.48,,,27795552869.37,1880580893.39,735800580.5,,,2616381473.89,25179171395.48,,4091900000.0,,,58454577.43,93809085427.79,29892420916.76,127851860921.98,71745062539.74,9310569971.59,384588000.0,31079281785.32,112134914296.65,15716946625.33,124998663.9,50991925696.52,196996816771.66,146004891075.14,,,146004891075.14,196996816771.66,定期报告,是,20260331,CNY,合并期末,2025-03-28T23:42:16
20240930,,,,17563697452.39,23136650075.17,,5681452269.52,22305673546.36,,,37408750888.81,,,,,,,2095351486.55,108191575718.8,54291625226.3,,4155299588.8,,,,,,,,,,,,,6453844120.59,2094386311.39,10033078821.18,77028234068.26,31163341650.54,,7997004547.22,4034142733.25,12753413.01,,,12043900693.48,1523261563.99,528890054.3,,,2052151618.29,9991749075.19,,2000000000.0,,,233701371.43,44015918444.0,22217599591.63,68467219407.06,50791000088.15,6945688815.55,384588000.0,21462190886.73,79198879790.43,-10731660383.37,-62976968.46,30360453373.9,,,,,146004891075.14,176365344449.04,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:42:02
20240630,,,,11661261734.98,20312740061.51,,5935170603.56,,,,4448780798.37,,,,,,,3987181358.2,46345134556.62,41466903093.16,,3033184427.04,,,,23079914254.17,,,,,,,,,4781426703.73,1276590152.21,6281078786.28,79919097416.59,-33573962859.97,,33960298807.53,2652994906.53,12109432.86,,,36625403146.92,1407079932.56,345756698.86,,,1752836631.42,34872566515.5,,2000000000.0,,,58454577.43,30900000000.0,12811269233.76,45769723811.19,24040245020.87,2732524364.56,384588000.0,15080258446.36,41853027831.79,3916695979.4,33166179.33,5248465814.26,151253356889.4,146004891075.14,,,146004891075.14,151253356889.4,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T20:37:07
20240331,,,,5818908945.17,5177242689.63,,3628007986.91,66129334231.01,,,,,,,,,,3867946107.04,84621439959.76,89084190949.55,,1556595741.79,,,,,,,1536152600.21,,,,,,1638579321.35,482786415.38,2184911364.07,96483216392.35,-11861776432.59,,9206428156.4,984026341.09,1347950.43,,,10191802447.92,1384366341.06,199531263.06,,,1583897604.12,8607904843.8,,2000000000.0,,,643037383.04,16000000000.0,5429052406.45,24072089789.49,9292175685.23,778153330.93,,5706958454.55,15777287470.71,8294802318.78,17433140.3,5058363870.29,,,,,146004891075.14,151063254945.43002,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T22:32:02
20231231,,,,25412934331.4,3521248180.09,,,27717873990.46,,,,,,,,,,20382911168.56,77034967670.51,48083101432.53,,5564747674.95,,,8247966837.39,,,,5625376290.35,,,,,,9422685524.7,3382441501.13,5478323565.84,85953942826.89,-8918975156.38,,695927447.26,4728345036.83,1288736.36,,,5425561220.45,1141409009.94,941478883.42,,,2082887893.36,3342673327.09,,11488300000.0,,,2457226063.83,63947000000.0,23982961234.53,101875487298.36,77653141985.68,8514986284.3,576882000.0,14070970990.37,100239099260.35,1636388038.01,113131445.6,-3826782345.68,146004891075.14,149831673420.82,,,149831673420.82,146004891075.14,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:32:03
