报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,28744587000.0,48318564000.0,,,,8564984000.0,,,,34178656000.0,13490377000.0,,,,,,,,,,,,,,,,,,7613110000.0,145113244000.0,48399671000.0,,,,12008859000.0,,,,,29036565000.0,,38162030000.0,,9472441000.0,,,3122477000.0,,,,,,,,,,1945205000.0,3101955000.0,145249203000.0,-135959000.0,,306804778000.0,11976410000.0,,,66494000.0,,,,,318847682000.0,299261996000.0,,,,,139170000.0,,,299401166000.0,19446516000.0,,,,,218047674000.0,,,,218047674000.0,213247853000.0,2515123000.0,,,,215936792000.0,2110882000.0,-422558000.0,20998881000.0,,,,,73514769000.0,94513650000.0,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T21:30:08
20251231,,,44759540000.0,30234596000.0,,,,,,,,,57931041000.0,,,,,,,,,,,,,,,,,,4506660000.0,140612498000.0,54510180000.0,,,,395316000.0,,,,7966512000.0,57583202000.0,,4082221000.0,,44034453000.0,,,7147197000.0,,,,,,,,,9810415000.0,8797640000.0,14046899000.0,208374035000.0,-67761537000.0,,749536498000.0,47593035000.0,,,44071000.0,,33351000.0,,,797206955000.0,782419716000.0,,,,,932007000.0,,,783351723000.0,13855232000.0,,,,,855794399000.0,,,,865793928000.0,765510110000.0,17721556000.0,,,,804022941000.0,61770987000.0,-232517000.0,7632165000.0,73514769000.0,65882604000.0,,,65882604000.0,73514769000.0,定期报告,是,20260424,CNY,合并期末,2026-04-23T21:38:03
20250930,,,17046805000.0,,,,,,7316922000.0,,,,44154117000.0,,,,,,,,,,,,,,,,,,3552515000.0,75558622000.0,48616017000.0,,,,,,,6876469000.0,7402942000.0,54646087000.0,,10082500000.0,,33478476000.0,,,5911316000.0,,,,,,,,,40091617000.0,7614316000.0,15251354000.0,229971094000.0,-154412472000.0,,547676499000.0,37154409000.0,,,40304000.0,,33351000.0,,,584904563000.0,527088358000.0,,,,,542974000.0,,,527631332000.0,57273231000.0,,,,,669994729000.0,,,,669994729000.0,532948890000.0,10403703000.0,,,,543953765000.0,126040964000.0,526987000.0,29428710000.0,,,,,65882604000.0,95311314000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T20:12:04
20250630,,,,,,,,37449000.0,2812118000.0,,,,30486270000.0,,,,,,,,,,,,,,,,,,1464980000.0,44294405000.0,41022574000.0,,,,,13790110000.0,,10216595000.0,,12239154000.0,,41237275000.0,,22816857000.0,,,4412977000.0,,,,,,,,,14725668000.0,5461675000.0,9153553000.0,175076438000.0,-130782033000.0,,371464917000.0,25434317000.0,,,421000.0,,33351000.0,,,396933006000.0,338678711000.0,,,,,258990000.0,,,338937701000.0,57995305000.0,,,,,479609597000.0,,,,479609597000.0,377413156000.0,7366400000.0,,,,385195067000.0,94414530000.0,-104874000.0,21522928000.0,87405532000.0,65882604000.0,,,65882604000.0,87405532000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:16:03
20250331,,,,,,,,,,20381140000.0,,,15773442000.0,,,,,,,,,,,,,,,,,,2159501000.0,38320786000.0,20902632000.0,,,,8360208000.0,13485442000.0,,68913217000.0,3245930000.0,,,35871505000.0,,13190268000.0,,,3092037000.0,,,,,,,,,2802774000.0,1617921000.0,10697958000.0,182179892000.0,-143859106000.0,,205684188000.0,13414096000.0,,,134000.0,,,,,219098418000.0,164341286000.0,,,,,113341000.0,,,164454627000.0,54643791000.0,,,,,317909956000.0,,,,317909956000.0,212778762000.0,1698755000.0,,,,214655166000.0,103254790000.0,-26766000.0,14012709000.0,,,,,65882604000.0,79895313000.0,定期报告,未审计,20260424,CNY,合并期末,2025-04-24T23:10:03
20241231,,,,25214828000.0,,,,,,60509429000.0,,31497262000.0,69559145000.0,,,,,,,,,,,,,,,,,,5905099000.0,206404785000.0,42677621000.0,,,,11319613000.0,62230296000.0,,,1684486000.0,,,3157600000.0,,50274322000.0,,,6890405000.0,,,,,,,,,,7534722000.0,16554172000.0,202323237000.0,4081548000.0,,644359824000.0,41799978000.0,,,37145000.0,,,,,686196947000.0,738032054000.0,,,,,1175786000.0,,,739207840000.0,-53010893000.0,,,,,981691587000.0,,,,981691587000.0,885617386000.0,20869887000.0,,,,907334757000.0,74356830000.0,283704000.0,25711189000.0,65882604000.0,40171415000.0,,,40171415000.0,65882604000.0,定期报告,是,20260424,CNY,合并期末,2025-04-24T23:18:04
20240930,,,,48297315000.0,105985824000.0,,3422102000.0,6745967000.0,,34699896000.0,,54975777000.0,52907024000.0,49423742000.0,3483282000.0,,,,,,,,,,,,,,,,4676469000.0,219045695000.0,44679554000.0,,,,14824090000.0,45055120000.0,,57688509000.0,,,,15376275000.0,,37227051000.0,36836677000.0,390374000.0,5684917000.0,,,,,,,,,,6235991000.0,26082146000.0,195165144000.0,23880551000.0,,459938976000.0,32262131000.0,,,455000.0,,,,,492201562000.0,569629526000.0,,,,,647747000.0,,,570277273000.0,-78075711000.0,,,,,715261661000.0,,,,715261661000.0,631236461000.0,13060800000.0,6548595000.0,,,644929851000.0,70331810000.0,-81671000.0,16054979000.0,,,,,40171415000.0,56226394000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:20:03
20240630,,,,63959363000.0,110083689000.0,,2826365000.0,,,,,53079079000.0,35649066000.0,33247873000.0,2401193000.0,,,,,,,,,,,,,,,,4901487000.0,165936850000.0,51507812000.0,,,,26518332000.0,35910383000.0,,46124326000.0,118144000.0,19609000.0,,1310615000.0,,25624699000.0,25379487000.0,245212000.0,4197880000.0,,,,,,,,,,4063385000.0,20436512000.0,169707371000.0,-3770521000.0,,314169483000.0,21496404000.0,,,15151000.0,,,,,335681038000.0,411288379000.0,,,,,172525000.0,,,411460904000.0,-75779866000.0,,,,,472434278000.0,,,,472434278000.0,379171445000.0,8476681000.0,2512909000.0,,,388093885000.0,84340393000.0,78645000.0,4868651000.0,45040066000.0,40171415000.0,,,40171415000.0,45040066000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T20:05:06
20240331,,,,77930246000.0,44919661000.0,33010585000.0,11215703000.0,,,,,7749369000.0,17670783000.0,16409989000.0,1260794000.0,,,,,,,,,,,,,,,,3389068000.0,117519612000.0,41726161000.0,435557000.0,,435557000.0,9634823000.0,23968267000.0,,,5471008000.0,3822944000.0,,3557907000.0,,13168687000.0,13034534000.0,134153000.0,2910629000.0,,,,,,,,,,1637499000.0,4186024000.0,110083949000.0,7435663000.0,,190855711000.0,10618164000.0,,,954000.0,,,,,201474829000.0,173632655000.0,,,,,170216000.0,,,173802871000.0,27671958000.0,,,,,192968227000.0,,,,192968227000.0,197419450000.0,1297159000.0,1296806000.0,,,198908168000.0,-5939941000.0,229583000.0,29397263000.0,,,,,40171415000.0,69568678000.0,定期报告,未审计,20250425,CNY,合并期末,2024-04-25T23:20:03
20231231,,,65819993000.0,44168701000.0,68621716000.0,,1014103000.0,,,42377909000.0,11556441000.0,,74179819000.0,68512740000.0,5667079000.0,,,,,,,,,,,,,,,,3026520000.0,241129383000.0,87082810000.0,3905098000.0,,4919201000.0,7654180000.0,,,24453015000.0,13983213000.0,,,,,46902625000.0,46425036000.0,477589000.0,6904166000.0,,,,,,,,,57076872000.0,9575335000.0,4004837000.0,237089136000.0,4040247000.0,,579807875000.0,34379239000.0,,,47341000.0,,,,,614234455000.0,670286643000.0,,,,,1153891000.0,,,671440534000.0,-57206079000.0,,,,,761539755000.0,,,,761539755000.0,712231393000.0,14734469000.0,8266478000.0,,149700000.0,728030177000.0,33509578000.0,236633000.0,-19419621000.0,40171415000.0,59591036000.0,,,59591036000.0,40171415000.0,定期报告,是,20250425,CNY,合并期末,2024-04-25T23:15:03
