报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1531878607.75,,,,,,,,,,,42290532.69,23036732.75,1597205873.19,266771228.74,,,,,,1033336020.54,188540814.24,48828421.61,1537476485.13,59729388.06,,3004640574.82,30735944.68,210476.54,,,,,3035586996.04,28969677.39,2703452795.04,,,,,2732422472.43,303164523.61,,21541212.72,,,,,21541212.72,,,,3704018.3,3704018.3,17837194.42,-1368718.68,379362387.41,691314784.3,,,,,1070677171.71,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T18:42:03
20251231,,6885010471.28,,,,,,,,,,,170573154.82,65991384.07,7121575010.17,1169646206.96,,,,,,2618699312.9,629255600.21,202470795.15,4620071915.22,2501503094.95,,10152527186.5,103694725.26,141696.42,,,,,10256363608.18,97886974.77,12125078609.84,,,,212692.39,12223178277.0,-1966814668.82,,66358388.51,,,,2000000.0,68358388.51,,482408667.23,51030690.58,321309814.45,803718481.68,-735360093.17,-2698841.74,-203370508.78,894685293.08,691314784.3,894685293.08,,,691314784.3,定期报告,是,20260326,CNY,合并期末,2026-03-25T20:06:10
20250930,,4603286349.84,,,,,,,,,,,147229890.32,42271488.29,4792787728.45,817655641.32,,,,,,2105487257.0,447549222.15,145503805.85,3516195926.32,1276591802.13,,7576714882.5,75004433.69,114998.72,,,,,7651834314.91,75345526.19,8447510008.15,,,,,8522855534.34,-871021219.43,,66358388.51,,,,,66358388.51,,482408667.23,51030690.58,305470277.03,787878944.26,-721520555.75,34619.58,-315915353.47,894685293.08,,,,,578769939.61,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:14:24
20250630,,2871592824.54,,,,,,,,,,,107046815.96,32738307.98,3011377948.48,505295520.15,,,,,,1389325439.63,295360050.64,83049325.23,2273030335.65,738347612.83,,4855123824.08,49189790.66,14534.1,,,,,4904328148.84,59511838.06,5104799729.49,,,,,5164311567.55,-259983418.71,,66358388.51,,,,,66358388.51,,66415306.0,51030690.58,297775130.29,364190436.29,-297832047.78,783727.57,181315873.91,894685293.08,1076001166.99,894685293.08,,,1076001166.99,定期报告,未审计,20250821,CNY,合并期末,2025-08-20T18:10:05
20250331,,1219407217.34,,,,,,,,,,,72385017.71,15494246.95,1307286482.0,245406425.43,,,,,,830572156.57,158468593.62,37621698.75,1272068874.37,35217607.63,,2585494429.41,28348843.9,8412.3,,,,,2613851685.61,34750059.37,2901622775.49,,,,,2936372834.86,-322521149.25,,12118878.07,,,,,12118878.07,,66415306.0,66415306.0,64778009.52,131193315.52,-119074437.45,29846.2,-406348132.87,894685293.08,,,,,488337160.21,定期报告,未审计,20260424,CNY,合并期末,2025-04-23T20:12:06
20241231,,5947624037.78,,,,,,,,,,,109201028.66,71943939.62,6128769006.06,1063173929.5,,,,,,2209411391.63,496424021.99,164185681.01,3933195024.13,2195573981.93,,12848891912.97,261862557.27,370986.17,,,,,13111125456.41,174991782.07,17210218813.98,,,,,17385210596.05,-4274085139.64,,62051860.54,,,,2000000.0,64051860.54,,406290351.67,,158339353.08,564629704.75,-500577844.21,-148559.52,-2579237561.44,3473922854.52,894685293.08,3473922854.52,,,894685293.08,定期报告,是,20260326,CNY,合并期末,2025-03-19T22:10:12
20240930,,3930055682.51,,,,,,,,,,,92012107.89,58883774.28,4080951564.68,758286590.17,,,,,,1783100505.73,332913767.65,127165539.44,3001466402.99,1079485161.69,,9971210338.77,215532567.62,273768.62,,,,,10187016675.01,111177996.9,13604078934.49,,,,,13715256931.39,-3528240256.38,,62051860.54,,,,,62051860.54,,406290351.67,,140180290.31,546470641.98,-484418781.44,-130219.17,-2933304095.3,3473922854.52,,,,,540618759.22,定期报告,未审计,20251028,CNY,合并期末,2024-10-25T19:35:17
20240630,,2521466366.3,,,,,,,,,,,68851747.01,45716074.75,2636034188.06,494220729.24,,,,,,1196545491.69,232637371.07,84302296.97,2007705888.97,628328299.09,,6569229073.57,179525702.28,27387.62,,,,,6748782163.47,65312872.52,9441633913.9,,,,,9506946786.42,-2758164622.95,,62051860.54,,,,,62051860.54,,406290351.67,,66160847.29,472451198.96,-410399338.42,-150026.17,-2540385688.45,3473922854.52,933537166.07,3473922854.52,,,933537166.07,定期报告,未审计,20250821,CNY,合并期末,2024-08-20T19:20:14
20240331,,1218345806.06,,,,,,,,,,,47584745.09,19635322.87,1285565874.02,238728953.86,,,,,,729341781.11,123555282.3,40494991.58,1132121008.85,153444865.17,,2285396511.68,29818338.43,26216.64,,,,,2315241066.75,42916915.62,3746795241.78,,,,,3789712157.4,-1474471090.65,,4153979.28,,,,,4153979.28,,,,49741959.12,49741959.12,-45587979.84,-166278.69,-1366780484.01,3473922854.52,,,,,2107142370.51,定期报告,未审计,20250424,CNY,合并期末,2024-04-23T19:40:06
20231231,,5143962717.83,,,,,,,,,,,89743358.25,147101938.93,5380808015.01,823570859.35,,,,,,1966182148.36,380058993.6,153448934.4,3323260935.71,2057547079.3,,9522677227.35,126817817.83,312398.62,,,,,9649807443.8,165848375.21,14693877443.71,,,,,14859725818.92,-5209918375.12,,21919278.99,,,,2000000.0,23919278.99,,336726294.77,,71729186.91,408455481.68,-384536202.69,-2027475.58,-3538934974.09,7012857828.61,3473922854.52,7012857828.61,,,3473922854.52,定期报告,是,20250320,CNY,合并期末,2024-03-20T21:10:04
