报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,3433511515.67,-3040000000.0,,,21562501282.53,,,4546535586.93,,,,,,,9137622512.71,35640170897.84,,,679921666.03,,,,,-2074040085.39,,,,,22843591948.1,,,1535752807.3,285180792.64,4477704115.27,27748111243.95,7892059653.89,,,,31984250.95,,,31984250.95,,8073858.59,,,8073858.59,23910392.36,,,,,,6780300000.0,6093220000.0,12873520000.0,6294470000.0,369736614.09,,3131867106.99,9796073721.08,3077446278.92,-4917510.46,10988498814.71,,,,,86722037534.19,97710536348.9,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:14:03
20251231,,,,12831806331.9,,,,,,3694575979.81,11107321238.12,,,,,,,30038985558.66,57672689108.49,,,3419413923.61,7860000000.0,,14174588350.66,10592655754.5,,,,,,4345021943.97,,,3580207340.48,1647768084.17,10986713840.07,56606369237.46,1066319871.03,,897468403.97,,119141284.09,,,1016609688.06,,230924174.12,,,230924174.12,785685513.94,,,,,,22802830000.0,24596310000.0,47399140000.0,12830350000.0,2397957632.77,781055.89,18067395928.84,33295703561.61,14103436438.39,-7269213.28,15948172610.08,86722037534.19,70773864924.11,,,70773864924.11,86722037534.19,定期报告,是,20260331,CNY,合并期末,2026-03-30T18:00:13
20250930,,,,8903077545.68,-9010000000.0,,,-18350435652.6,,,9587955146.18,,,,,,,29726964932.46,20857561971.72,,,1955021531.92,,,,,-2992249626.82,,,,,-326687693.54,,,2809486560.08,1120834776.25,19331427391.31,21897832939.2,-1040270967.48,,896466764.0,,116345270.54,,,1012812034.54,,117270907.2,,,117270907.2,895541127.34,,,,,,17535650000.0,15770370000.0,33306020000.0,7335730000.0,1433375526.91,,12763889786.23,21532995313.14,11773024686.86,-5545702.86,11622749143.86,,,,,70773864924.11,82396614067.97,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:36:12
20250630,,,,5627618545.47,,,309955711.61,,,6490938034.13,3808605451.62,,,,,,,22460032499.64,38697150242.47,,,1632483008.14,7910000000.0,,,2318825325.0,,,,,,16006877084.45,,,2127744892.82,733649564.07,4951608170.88,35681188045.36,3015962197.11,,,,113975936.82,,,113975936.82,,51660745.04,,,51660745.04,62315191.78,,,,,,9411250000.0,4928680000.0,14339930000.0,5336790000.0,610948783.56,781055.89,4010747853.63,9958486637.19,4381443362.81,-3862647.81,7455858103.89,78229723028.0,70773864924.11,,,70773864924.11,78229723028.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:36:05
20250331,,,,2678932977.96,-3970000000.0,,,-4344905116.66,,,-1152255148.85,,,,,,,21390582228.93,14602354941.38,,,642948861.93,,,,,-5062999583.26,,,,,12920737360.48,,,1466143481.21,261392738.19,5511032513.79,15739255372.34,-1136900430.96,,,,110947619.19,,,110947619.19,,12826166.22,,,12826166.22,98121452.97,,,,,,4072130000.0,2491730000.0,6563860000.0,2791510000.0,314555524.35,,1660703757.18,4766769281.53,1797090718.47,6036468.7,764348209.18,,,,,70773864924.11,71538213133.29,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T16:50:10
20241231,,,,10966942140.62,,,,,,2537475428.54,20516321110.42,,,,,,,6393695781.63,40414434461.21,,,3588514250.59,4409000000.0,,9520056199.68,665747106.73,,,,,,71754466.07,,,3309926108.18,479896131.3,18040421929.23,40085316191.78,329118269.43,,,,23077929.8,,,23077929.8,,209513259.32,,,209513259.32,-186435329.52,,,,,,15462960000.0,19429230000.0,34892190000.0,8658030000.0,1760110164.46,,11543256670.0,21961396834.46,12930793165.54,5246613.87,13078722719.32,70773864924.11,57695142204.79,,,57695142204.79,70773864924.11,定期报告,是,20260331,CNY,合并期末,2025-03-28T21:42:07
20240930,,,,6132787568.13,-3509000000.0,,,-10848155907.73,,,17724531561.96,,,,,,,6122801647.48,15622964869.84,,,1867136145.43,,,,,-4377330665.27,,,,,-1355493388.71,,,2596929551.23,340686115.2,10838815980.42,9910743738.3,5712221131.54,,,,11316577.95,,,11316577.95,,110186819.78,,,110186819.78,-98870241.83,,,,,,11112510000.0,9962010000.0,21074520000.0,6090680000.0,944465646.29,,7849077556.29,14884223202.58,6190296797.42,-5441156.15,11798206530.98,,,,,57695142204.79,69493348735.77,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T16:02:03
20240630,,,,4660358013.58,,,2432091965.73,,,4656152475.2,2333918655.66,,,,,,,5422190908.85,19504712019.02,,,1733301694.83,5227000000.0,,,2855788510.23,,,,,,10517831768.4,,,1858118921.1,259608662.5,11063347505.18,33514997062.24,-14010285043.22,,,,13339368.18,,,13339368.18,,61320222.68,,,61320222.68,-47980854.5,,,,,,10893640000.0,6567410000.0,17461050000.0,4837170000.0,484968837.82,,4747598560.67,10069737398.49,7391312601.51,2217330.76,-6664735965.45,51030406239.34,57695142204.79,,,57695142204.79,51030406239.34,定期报告,未审计,20250830,CNY,合并期末,2024-08-22T18:22:03
20240331,,,,2005903709.3,-3009000000.0,,,-1272417396.04,,,4067122844.03,,,,,,,3869887006.72,5661496164.01,,,659032622.02,,,,,-2217943394.47,,,,,8451031790.9,,,691405384.73,175804921.6,3725997256.08,11485328580.86,-5823832416.85,,,,5649177.72,,,5649177.72,,19040643.17,,,19040643.17,-13391465.45,,,,,,7194790000.0,2323520000.0,9518310000.0,1367990000.0,184844479.76,,2384318415.78,3937152895.54,5581157104.46,1469207.48,-254597570.36,,,,,57695142204.79,57440544634.43,定期报告,未审计,20250430,CNY,合并期末,2024-04-22T16:37:43
20231231,,,,8994028234.52,16794000000.0,,,5212714346.22,,,,,,,,,,9043010062.36,40043752643.1,,,3426666352.41,,,5075889924.55,,12338800010.0,,925540069.23,,,17666463872.72,,,3478706870.03,547319983.35,4895361179.22,48354748261.51,-8310995618.41,,,,6084899.53,,,6084899.53,,233089407.13,,,233089407.13,-227004507.6,,,,,,21451070000.0,11682740000.0,33133810000.0,5205920000.0,898272445.47,19798274.75,13257836835.0,19362029280.47,13771780719.53,1423512.85,5235204106.37,57695142204.79,52459938098.42,,,52459938098.42,57695142204.79,定期报告,是,20250329,CNY,合并期末,2024-03-19T20:47:02
