报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,19913445269.0,,,,9603173130.0,,,60411920053.0,,,,,,,38155132311.0,128083670763.0,,,8087081611.0,7877690847.0,,1147136979.0,,,,,,,12237287071.0,,,6672991399.0,2665698534.0,33005307486.0,73765324902.0,54318345861.0,,31836789974.0,1518923846.0,36911246.0,,,33392625066.0,46634030081.0,424490178.0,,,82476577465.0,-49083952399.0,,,,,20025423336.0,72851903317.0,,92877326653.0,71194558695.0,2763204872.0,47395830.0,260783047.0,75218546614.0,17658780039.0,-996218728.0,21896954773.0,,,,,475404459496.0,497301414269.0,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:24:03
20251231,,,,82478198889.0,326659462.0,,,151156555757.0,,,108796893842.0,,,,,,2173296934.0,51074459209.0,416294174329.0,,,23288410460.0,,416528496.0,69989113550.0,,,,,,,152413380984.0,,,16077299624.0,16165285041.0,56787416382.0,335155921952.0,81138252377.0,,129332351993.0,5534022014.0,773815209.0,,182041492554.0,317681681770.0,178859698131.0,1644869442.0,,34048239.0,194479987857.0,123201693913.0,,11686819475.0,,,155882516472.0,240181693939.0,,407751029886.0,316301062000.0,19263326127.0,601090432.0,1143415664.0,343939967753.0,63811062133.0,-400776489.0,267750231934.0,361419399856.0,139805841278.0,113985059640.0,67848386284.0,207654227562.0,475404459496.0,定期报告,是,20260328,CNY,合并期末,2026-03-27T22:30:04
20250930,,,,45450181438.0,,,,139760238217.0,,,98064279116.0,,,,,,,17422605004.0,312422075596.0,,,16857888433.0,14725174530.0,,55313266018.0,,,,,,,130858032008.0,,,12275438256.0,10444165996.0,39479916942.0,279953882183.0,32468193413.0,,94237775299.0,4480262246.0,251390671.0,,182041492554.0,281010920770.0,131759743236.0,893004468.0,,,132652747704.0,148358173066.0,,9984811321.0,,,63120675589.0,145331585208.0,,218437072118.0,157195820400.0,15351366570.0,441365663.0,822361822.0,179600554402.0,38836517716.0,-189644269.0,219473239926.0,,,,,207654227562.0,427127467488.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:06:05
20250630,,,,30646546118.0,,66368518.0,,78508905451.0,,,23680433179.0,,,,,,,12786704192.0,159141344052.0,,,9602856342.0,3161478499.0,,3746010001.0,,,,,,,99471493647.0,,,7818049982.0,7696564567.0,14325667220.0,145822120258.0,13319223794.0,,59138399732.0,2074264860.0,53777364.0,,182041492554.0,243307934510.0,63673751382.0,621287679.0,,34048239.0,64329087300.0,178978847210.0,,9984811321.0,,,61873164533.0,46503195289.0,,118361171143.0,119141694381.0,3314034215.0,,533324146.0,129060479079.0,-10699307936.0,92075868.0,181690838936.0,311718881584.0,139805841278.0,77626184914.0,67848386284.0,207654227562.0,389345066498.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:46:07
20250331,,,,11227373039.0,,,,,,,4871710479.0,,,,,,,3197592655.0,19740182368.0,,,3387247510.0,5152394560.0,,3723340575.0,14069558241.0,,,,,,23931865392.0,,,4264132674.0,5883776327.0,9121229313.0,69533544592.0,-49793362224.0,,22420045387.0,1119813705.0,110030706.0,,174241849359.0,198255739157.0,18278347577.0,403896742.0,,,18682244319.0,179573494838.0,,9950763084.0,,,12254540523.0,42485761251.0,,64691064858.0,39267553774.0,2903115119.0,14065474.0,386508910.0,47557177803.0,17133887055.0,70731075.0,146984750744.0,,,,,207654227562.0,354638978306.0,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T19:50:07
20241231,,,,42412164409.0,,,,36758310534.0,,,41805012056.0,,,,,,,50431593794.0,171407080793.0,5848259687.0,,12975494363.0,6306934322.0,,17192537484.0,,,,,,,28193249563.0,,,10162017653.0,4718860107.0,29205676253.0,115301956431.0,56105124362.0,,88786686206.0,4553191358.0,22014192.0,93362145.0,,93455253901.0,100653558116.0,1159994977.0,,,116114268072.0,-22659014171.0,,,,,91430178940.0,91230456110.0,,182660635050.0,157296980742.0,12081095098.0,296626106.0,760259456.0,175151841072.0,7508793978.0,97474586.0,41052378755.0,139805841278.0,105514647628.0,67848386284.0,61087201179.0,166601848807.0,207654227562.0,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:42:07
20240930,,14919760624.0,,29974811085.0,,,6564982312.0,,,,28761366085.0,,,,,,,40025812657.0,120246732763.0,,,8914756122.0,3646477046.0,,,36133428470.0,,,,,,,,,8057245964.0,3059301191.0,18024466125.0,84428239014.0,35818493749.0,,140054975084.0,4453999297.0,18096968.0,,,144527071349.0,133167050508.0,670508836.0,,,133837559344.0,10689512005.0,,,,,67317972460.0,32093920715.0,,99411893175.0,113958635968.0,9982551112.0,294561360.0,596397762.0,129543136750.0,-30131243575.0,-141328365.0,16235433814.0,,,,,166601848807.0,182837282621.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:02:03
20240630,,11166542839.0,,19333505164.0,,,6266704295.0,,,,5413383693.0,,,,,,,31639822906.0,73819958897.0,,,5960645612.0,2984522949.0,,,28349376992.0,,,,,,,,,5764736077.0,2005410256.0,17746545037.0,74609258660.0,-789299763.0,,79108108703.0,2856344492.0,3222602.0,,,81967675797.0,76737319364.0,484717714.0,,,77222037078.0,4745638719.0,,,,,48766213488.0,29046427498.0,,77812640986.0,76381577484.0,6932034574.0,,381556372.0,83700720338.0,-5888079352.0,137615797.0,-1794124599.0,108308688563.0,105514647628.0,56499035645.0,61087201179.0,166601848807.0,164807724208.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T17:32:02
20240331,,9974033827.0,,7606960293.0,,,3053385030.0,,,,5996541976.0,,,,,,,15562983933.0,42193905059.0,,,2117447737.0,7781115870.0,,,35374220663.0,,,,,,,,,2804770613.0,597817868.0,4794246693.0,55210068603.0,-13016163544.0,,38572431902.0,1137008573.0,1318938.0,,,39710759413.0,21063448468.0,226572481.0,,,21290020949.0,18420738464.0,,,,,26226919864.0,12319522634.0,,38546442498.0,38410567062.0,2129004406.0,,203131710.0,40742703178.0,-2196260680.0,29050631.0,3237364871.0,,,,,166601848807.0,169839213678.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T17:07:04
20231231,,,,41615951912.0,,,,43483065322.0,,,,,837668658.0,,,,,23254500504.0,109191186396.0,993104594.0,,10799188417.0,1222327083.0,,2568576598.0,,,,11842977708.0,,,43030363717.0,,,11065492880.0,5240056616.0,15225479725.0,101987567338.0,7203619058.0,,129274233163.0,3401400168.0,10154261.0,5041048.0,,132690828640.0,157785619223.0,1165431636.0,,,158951050859.0,-26260222219.0,,5000000000.0,,,109900558117.0,70493209050.0,,185393767167.0,167217632539.0,11487945124.0,273727062.0,745283977.0,179450861640.0,5942905527.0,296282439.0,-12817415195.0,105514647628.0,116780689920.0,61087201179.0,62638574082.0,179419264002.0,166601848807.0,定期报告,是,20250329,CNY,合并期末,2024-03-28T22:32:02
