报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2186050323.0,,,,,,,,,,,3849615.38,131058172.53,2320958110.91,1090301590.83,,,,,,739355699.31,247374627.34,87240890.01,2164272807.49,156685303.42,,27927325462.42,49533978.96,2845897.6,,,,,27979705338.98,188436113.48,26685883115.13,,,,24260.4,26874343489.01,1105361849.97,,,,51100000.0,,,51100000.0,,162183.5,,6969100.42,7131283.92,43968716.08,-27016881.98,1278998987.49,2285396444.48,,,,,3564395431.97,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T19:00:14
20251231,,8243460526.91,,,,,,,,,,,96892426.51,461729572.89,8802082526.31,2753885843.88,,,,,,1992906393.44,915916651.95,261764560.39,5924473449.66,2877609076.65,,168585030000.0,267562079.48,3726029.79,,,,,168856318109.27002,580091972.02,169100423463.38,,,,163039.23,169680678474.63,-824360365.36,,,,30000000.0,,,30000000.0,5025000.0,726625608.23,,192029954.98,923680563.21,-893680563.21,-14429901.12,1145138246.96,1140258197.52,2285396444.48,1140258197.52,,,2285396444.48,定期报告,是,20260328,CNY,合并期末,2026-03-27T18:24:03
20250930,,5965487297.11,,,,,,,,,,,14542120.03,283544311.31,6263573728.45,1953180942.89,,,,,,1520614490.73,629143662.97,170178297.46,4273117394.05,1990456334.4,,125662180000.0,65617753.92,3343260.0,,,,,125731141013.92,373919994.87,123316263029.08,,,,122878.43,123690305902.38,2040835111.54,,,,30000000.0,,,30000000.0,5000000.0,726511906.98,,177007537.73,908519444.71,-878519444.71,5652800.32,3158424801.55,1140258197.52,,,,,4298682999.07,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T20:32:17
20250630,,3916372410.56,,,,,,,,,,,8104983.64,177398287.71,4101875681.91,1344795485.14,,,,,,1068410466.19,450523274.93,110437030.81,2974166257.07,1127709424.84,,100066180000.0,57961789.67,3343260.0,,,,,100127485049.67,207166653.6,98547716398.37,,,,90555.18,98754973607.15,1372511442.52,,,,30000000.0,,,30000000.0,,726376656.98,,176730262.73,903106919.71,-873106919.71,13689684.97,1640803632.62,1140258197.52,2781061830.14,1140258197.52,,,2781061830.14,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:24:05
20250331,,1720176753.54,,,,,,,,,,,1137949.48,70100092.98,1791414796.0,645411009.26,,,,,,628914967.02,215422969.28,59076847.73,1548825793.29,242589002.71,,27131050000.0,29821463.84,2838860.0,,,,,27163710323.84,98826570.64,25407744315.07,,,,23191.05,25506594076.76,1657116247.08,,,,,,,0.0,,,,285714.67,285714.67,-285714.67,3432653.56,1902852188.68,1140258197.52,,,,,3043110386.2,定期报告,未审计,20260424,CNY,合并期末,2025-04-28T20:26:08
20241231,,6618795520.54,,,,,,,,,,,153034634.55,603804981.66,7375635136.75,2153588371.65,,,,,,1772498255.21,808898044.25,237528120.58,4972512791.69,2403122345.06,,66602150000.0,63765176.66,29458039.8,,,,,66695373216.46,639035150.37,67410213888.89,,,,55292.65,68049304331.91,-1353931115.45,,,,471926951.1,,,471926951.1,1122269533.87,553659596.12,,1524927.74,1677454057.73,-1205527106.63,-463137.15,-156799014.17,1297057211.69,1140258197.52,1297057211.69,,,1140258197.52,定期报告,是,20260328,CNY,合并期末,2025-04-23T20:12:06
20240930,,4694165103.95,,,,,,,,,,,150199503.73,413632868.54,5257997476.22,1650233501.54,,,,,,1324888452.16,590615844.19,185770602.13,3751508400.02,1506489076.2,,33155700000.0,51303443.71,29001889.8,,,,,33236005333.51,505328298.04,32970500000.0,,,,23090.5,33475851388.54,-239846055.03,,,,471926951.1,,,471926951.1,933519233.87,551504143.21,,1101730.84,1486125107.92,-1014198156.82,-14794896.05,237649968.3,1297057211.69,,,,,1534707179.99,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T19:15:05
20240630,,2902742197.27,,,,,,,,,,,121891236.91,290652110.71,3315285544.89,1145157805.27,,,,,,895462768.96,387312415.92,115501261.19,2543434251.34,771851293.55,,7530000000.0,30885101.58,28819589.8,,,,,7589704691.38,335819039.56,5625000000.0,,,,,5960819039.56,1628885651.82,,,,471926951.1,,,471926951.1,514710680.0,11421838.11,,727977.62,526860495.73,-54933544.63,-414180.78,2345389219.96,1297057211.69,3642446431.65,1297057211.69,,,3642446431.65,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T18:55:05
20240331,,1282115782.01,,,,,,,,,,,4680481.19,199655629.86,1486451893.06,542731479.97,,,,,,512252384.2,168959101.73,77046910.86,1300989876.76,185462016.3,,4610000000.0,23613880.76,1838894.8,,,,,4635452775.56,206550476.33,2900000000.0,,,,,3106550476.33,1528902299.23,,,,339223600.0,,,339223600.0,173310000.0,5477102.92,,117308.97,178904411.89,160319188.11,-478050.69,1874205452.95,1297057211.69,,,,,3171262664.64,定期报告,未审计,20250429,CNY,合并期末,2024-04-27T01:40:06
20231231,,5049366050.53,,,,,,,,,,,140483160.39,648915490.68,5838764701.6,1747149122.37,,,,,,1376835592.23,766241784.82,229570239.38,4119796738.8,1718967962.8,,13435000000.0,109862493.25,14356711.38,,,,,13559219204.63,545884685.5,16788259508.4,,,,,17334144193.9,-3774924989.27,,,,1104969440.95,,,1104969440.95,454858760.95,489934668.48,,6240183.83,951033613.26,153935827.69,7435963.98,-1894585234.8,3191642446.49,1297057211.69,3191642446.49,,,1297057211.69,定期报告,是,20250424,CNY,合并期末,2024-04-27T01:40:06
