报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,98973027000.0,,,,,9825000000.0,,646071000.0,,12471999000.0,,,,,,,,,,,,,,,,,,4257003000.0,126173100000.0,81837606000.0,4351930000.0,,,,23250080000.0,,,9799639000.0,13264587000.0,,,,8250458000.0,,,3862055000.0,,,,,,,,,12986351000.0,1748032000.0,3681492000.0,163032230000.0,-36859130000.0,,305369215000.0,9795489000.0,,,21000.0,,,,,315164725000.0,356634945000.0,,,,,86316000.0,,,356721261000.0,-41556536000.0,,,,,118205403000.0,,,,118205403000.0,107600143000.0,1298369000.0,,,,109008514000.0,9196889000.0,-169509000.0,-69388286000.0,,,,,200225265000.0,130836979000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T21:58:03
20251231,,,37892080000.0,195271929000.0,,,,,,,,110209253000.0,47834404000.0,,,,,,,,,,,,,,,,,,4466549000.0,395799040000.0,139371265000.0,,,,14950000000.0,,,,1265513000.0,31089649000.0,,834925000.0,,27840974000.0,,,7787920000.0,,,,,,,,,,6835063000.0,6482868000.0,236458177000.0,159340863000.0,,1132349113000.0,34693777000.0,,,39786000.0,,,,,1167082676000.0,1262990421000.0,,,,,533333000.0,,,1263523754000.0,-96441078000.0,,19999174000.0,,,466747112000.0,,,,486746286000.0,428301170000.0,13005754000.0,,,,458850353000.0,27895933000.0,-10014000.0,90785704000.0,,,,,109439561000.0,200225265000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T21:50:04
20250930,,,38540303000.0,79255509000.0,,,,14227201000.0,,9561711000.0,,49728995000.0,35125559000.0,,,,,,,,,,,,,,,,,,2954944000.0,230743326000.0,90717428000.0,,,,15800000000.0,,,,,,,1747230000.0,,20590880000.0,,,6387529000.0,,,,,,,,,,5760527000.0,6994035000.0,147997629000.0,82745697000.0,,819632531000.0,27542899000.0,,,30544000.0,,,,,847205974000.0,948594549000.0,,,,,321255000.0,,,948915804000.0,-101709830000.0,,9999622000.0,,,327365468000.0,,,,337365090000.0,294779983000.0,8468140000.0,,,,310613157000.0,26751933000.0,85850000.0,7873650000.0,,,,,109439561000.0,117313211000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:36:03
20250630,,,13042713000.0,82277293000.0,,,,,,,,46826811000.0,23704981000.0,,,,,,,,,,,,,,,,,,4800931000.0,171986387000.0,73836046000.0,,,,9500000000.0,,,,13461583000.0,16617139000.0,,1877088000.0,,13497279000.0,,,4984810000.0,,,,,,,,,,4046234000.0,4904317000.0,142724496000.0,29261891000.0,,497859539000.0,19316908000.0,,,105000.0,,,,,517176552000.0,587450911000.0,,,,,143705000.0,,,587594616000.0,-70418064000.0,,9999622000.0,,,212167145000.0,,,,222166767000.0,164968484000.0,3818656000.0,,,,176033499000.0,46133268000.0,78462000.0,5055557000.0,,,,,109439561000.0,114495118000.0,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T19:56:04
20250331,,,1386554000.0,127774377000.0,,,,,,,,32829956000.0,12088345000.0,,,,,,,,,,,,,,,,,,3856560000.0,177935792000.0,58370957000.0,3368528000.0,,,300000000.0,,,,12993665000.0,39604363000.0,,821987000.0,,6692021000.0,,,3640103000.0,,,,,,,,,,1757476000.0,3091373000.0,130640473000.0,47295319000.0,,202573599000.0,10763509000.0,,,48000.0,,,,,213337156000.0,259489633000.0,,,,,50348000.0,,,259539981000.0,-46202825000.0,,10000000000.0,,,88242458000.0,,,,98242458000.0,72016378000.0,1507130000.0,,,,73640590000.0,24601868000.0,36022000.0,25730384000.0,,,,,109439561000.0,135169945000.0,定期报告,未审计,20260423,CNY,合并期末,2025-04-28T18:58:04
20241231,,,,212996514000.0,,,,,12635000000.0,15831500000.0,5894465000.0,,47470192000.0,,,,,,,,,,,,,,,,,,9173309000.0,307590865000.0,134668526000.0,,,,,44491620000.0,,,7512533000.0,,,,,29238929000.0,,,7115508000.0,,,,,,,,,7058786000.0,6956685000.0,4721562000.0,241764149000.0,65826716000.0,,668320825000.0,27833376000.0,,,347000.0,,,,,696154548000.0,761163775000.0,,,,,875078000.0,,,762038853000.0,-65884305000.0,,10000000000.0,,,393349549000.0,,,,403349549000.0,336106187000.0,13071816000.0,,,,349774469000.0,53575080000.0,-31272000.0,53486219000.0,,,,,55953342000.0,109439561000.0,定期报告,是,20260423,CNY,合并期末,2025-04-11T21:58:03
20240930,,,10392318000.0,141706969000.0,,,,,14410000000.0,,5894465000.0,,35482357000.0,,,,,,,,,,,,,,,,,,5300085000.0,220374579000.0,105880099000.0,,,,,,,,17601942000.0,12296000000.0,,,,20166922000.0,,,5851646000.0,,,,,,,,,28173687000.0,5220303000.0,5085972000.0,200276571000.0,20098008000.0,,509948055000.0,21691875000.0,,,200000.0,,,,,531640130000.0,580199001000.0,,,,,548850000.0,,,580747851000.0,-49107721000.0,,10000000000.0,,,292130218000.0,,,,302130218000.0,259854247000.0,9105472000.0,,,,269417006000.0,32713212000.0,-33092000.0,3670407000.0,,,,,55953342000.0,59623749000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-21T18:10:04
20240630,,,,130391039000.0,,,,,20210000000.0,6737000000.0,5894465000.0,,23827804000.0,,,,,,,,,,,,,,,,,,14767621000.0,205424102000.0,95749835000.0,,,,,21340077000.0,,,17837115000.0,,,,,13887315000.0,,,4525568000.0,,,,,,,,,34433869000.0,3707567000.0,4945322000.0,196426668000.0,8997434000.0,,335812825000.0,15040296000.0,,,164000.0,,,,,350853285000.0,383499545000.0,,,,,406257000.0,,,383905802000.0,-33052517000.0,,10000000000.0,,,196387443000.0,,,,206387443000.0,180326060000.0,4064190000.0,,,,184705229000.0,21682214000.0,-49626000.0,-2422495000.0,,,,,55953342000.0,53530847000.0,定期报告,未审计,20250828,CNY,合并期末,2024-08-28T21:00:03
20240331,,,,72828768000.0,,,2305826000.0,,16760000000.0,7995000000.0,,,11852514000.0,,,,,,,,,,,,,,,,,,4161499000.0,115903607000.0,64527255000.0,,,,,18184812000.0,,,3707235000.0,,,7295715000.0,,6641371000.0,,,3332359000.0,,,,,,,,,21209430000.0,1005402000.0,1427649000.0,127331228000.0,-11427621000.0,,174895300000.0,7703369000.0,,,455000.0,,,,,182599124000.0,198111694000.0,,,,,231331000.0,,,198343025000.0,-15743901000.0,,,,,80650400000.0,,,,80650400000.0,71184424000.0,1240567000.0,,,,72606198000.0,8044202000.0,-50308000.0,-19177628000.0,,,,,55953343000.0,36775715000.0,定期报告,未审计,20250429,CNY,合并期末,2024-04-19T19:25:03
20231231,,,45532011000.0,144019085000.0,,,836370000.0,291105000.0,,8802355000.0,12502959000.0,,44846855000.0,,,,,,,,,,,,,,,,,,5463978000.0,262294718000.0,106645835000.0,,,,2220000000.0,,,,,,,,,25764836000.0,,,6403338000.0,,,,,,,,,37459678000.0,7357081000.0,4193167000.0,190043935000.0,72250783000.0,,775114363000.0,28433461000.0,,,796000.0,,,,,803548620000.0,857229082000.0,,,,,1067356000.0,,,858296438000.0,-54747818000.0,,,,,408294146000.0,,,,408294146000.0,399815244000.0,10141989000.0,,,,410493601000.0,-2199455000.0,44544000.0,15348054000.0,,,,,40605288000.0,55953342000.0,定期报告,是,20250412,CNY,合并期末,2024-04-19T20:15:02
