报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,3742530092.52,,,,2682349056.52,,349285610.53,8385474698.44,,,,,,,1427282944.05,16586922402.06,,,718715489.13,,,408929405.82,,,,,,,2997777814.46,,,1302475236.5,332489518.38,5885691786.95,11665879271.51,4921043130.55,,,356411997.93,457251.67,,,356869249.6,1905691996.36,68374693.88,,,1974066690.24,-1617197440.64,,,,,2943360.0,11134459972.28,,11137403332.28,8577400470.84,354458223.34,,57739336.1,8989598030.28,2147805302.0,-14949405.87,5436701586.04,,,,,101651525912.4,107088227498.44,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:26:03
20251231,,,,14526334545.42,,,,,,5811349975.41,22398826604.17,,19744601.38,,,,,1234958643.09,43991214369.47,,,3615930382.58,1000000000.0,,7424257443.46,751069674.44,,,,,,6579123536.96,,,5482596796.26,1402518631.99,6151877130.06,32407373595.75,11583840773.72,,2568767149.59,988800546.91,562618.01,,,3558130314.51,,464282884.89,,,464282884.89,3093847429.62,,6632196221.21,,708800000.0,4527717194.66,40389655348.36,,51549568764.23,42774011082.65,2068090451.9,,594487967.38,45436589501.93,6112979262.3,-21673495.19,20768993970.45,101651525912.4,80882531941.95,,,80882531941.95,101651525912.4,定期报告,是,20260331,CNY,合并期末,2026-03-30T21:32:04
20250930,,,,10271708667.73,,,,,,6035724570.08,10633092449.87,,3294004.57,,,,,3425995685.36,30369815377.61,,,1855766731.83,1000000000.0,,5305518865.5,682133825.72,,,,,,4600648899.23,,,3271070735.9,1004439476.95,7838252421.4,25557830956.53,4811984421.08,,1568378852.05,894022501.58,2065262.9,,,2464466616.53,,237493083.48,,,237493083.48,2226973533.05,,,,,54000000.0,31619683185.51,,31673683185.51,27529608580.05,1540302186.89,,479703110.34,29549613877.28,2124069308.23,-4843520.97,9158183741.39,,,,,80882531941.95,90040715683.34,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:58:04
20250630,,,,6328510472.11,,,1588260369.98,2312378795.59,,5089332899.13,5587930009.05,,25199143.35,,,,,2381467656.24,23313079345.45,,,1143805821.62,,,,,,,,,,10379905082.66,,,2237743542.1,693940733.06,4812679152.56,19268074332.0,4045005013.45,,2381457417.49,651807572.16,1474116.65,,,3034739106.3,,137518839.47,,,137518839.47,2897220266.83,,,,,24000000.0,14143340840.06,,14167340840.06,18014362183.38,1108431102.3,,313182892.9,19435976178.58,-5268635338.52,4156353.49,1677746295.25,82560278237.2,80882531941.95,,,80882531941.95,82560278237.2,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:54:02
20250331,,,,3225170949.22,,,,,,3897047741.91,,,,,,,,1796833855.78,8919052546.91,,,601116547.33,,,850014238.42,2168249240.46,,,3655797122.42,,,3221048379.72,,,1166168378.36,193074652.62,3486429424.49,15341898178.98,-6422845632.07,,2197940258.63,343869401.58,716807.87,,,2542526468.08,,67560929.28,,,67560929.28,2474965538.8,,,,,67500000.0,5546041097.38,,5613541097.38,9713848951.09,553076228.65,,51996941.4,10318922121.14,-4705381023.76,-13975312.21,-8667236429.24,,,,,80882531941.95,72215295512.71,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T22:10:29
20241231,,6111781272.89,,12890386779.13,,,,5745555269.01,,2654835233.99,19932867282.44,,,,,,40375985.57,2238042346.6,49613844169.63,,,3189740767.27,1000000000.0,,4609612340.09,,,,,,,,,,5498796295.41,731229256.81,6864732226.87,21897640623.3,27716203546.33,,,839712651.16,417713.23,,,840130364.39,7603159712.9,411599922.81,,,8014759635.71,-7174629271.32,,,,,3151841659.46,40376083955.66,2000000000.0,45527925615.12,42791895820.62,2418032517.77,5176134.9,245949772.04,45455878110.43,72047504.69,-24182811.11,20589438968.59,80882531941.95,60293092973.36,,,60293092973.36,80882531941.95,定期报告,是,20260331,CNY,合并期末,2025-03-21T20:32:03
20240930,,3077376009.04,,8714728075.64,,,3181649145.94,808752246.2,,6088582638.87,19282647131.83,,8893706.35,,,,41959070.16,2578391831.31,43782979855.34,,,1580865447.64,1000000000.0,,,,,,,,,,,,4320160805.34,540445269.47,8394871325.29,15836342847.74,27946637007.6,,,869383585.4,1156294.54,,,870539879.94,3846418172.3,218061634.14,,,4064479806.44,-3193939926.5,,,,,60000000.0,25815127960.95,2000000000.0,27875127960.95,29404291429.06,2343512025.32,5176134.91,214059077.44,31961862531.82,-4086734570.87,-17360747.86,20648601762.37,,,,,60293092973.36,80941694735.73,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T23:02:02
20240630,,1074430827.66,,6039547199.85,540000000.0,,3177660446.29,,,5430700648.79,1623533851.77,,,,,,,2198647427.13,20084520401.49,,,1074597120.66,,,,1964237916.36,,,,,,,,,3324567912.86,371688657.82,4863434394.34,11599644333.12,8484876068.37,,,399571601.09,668504.41,,,400240105.5,2154360230.99,128597977.68,,,2282958208.67,-1882718103.17,,,,,60000000.0,16329521397.0,2000000000.0,18389521397.0,19008581827.05,1353268576.61,,111921915.31,20473772318.97,-2084250921.97,-4659586.35,4513247456.88,64806340430.24,60293092973.36,,,60293092973.36,64806340430.24,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T22:02:02
20240331,,,,3051447541.19,1040000000.0,,2076043988.87,122169184.88,,3402083849.23,2341640651.32,,19752703.69,,,,,1275961036.04,13329098955.22,,,521062130.59,,,,,,,,,,3484017026.62,,,1052761722.14,150543725.57,3567809710.68,8776194315.6,4552904639.62,,,197568687.37,756763.02,,,198325450.39,466237513.01,69992392.79,,,536229905.8,-337904455.41,,,,,30000000.0,12404353640.0,,12434353640.0,8690109076.29,647288243.48,,72877240.3,9410274560.07,3024079079.93,17325682.41,7256404946.55,,,,,60293092973.36,67549497919.91,定期报告,未审计,20250528,CNY,合并期末,2024-04-29T20:32:03
20231231,,760710682.39,,12510371009.25,,,,398181911.36,,1992506571.65,,,,,,,117254953.64,4709280679.64,20488305807.93,,,2740953649.18,1500000000.0,,2310463148.64,,,,3868544782.34,,,,,,5494205005.96,1008646567.94,4276363898.53,21212590360.39,-724284552.46,,1084695952.46,1025520497.99,18459499.27,,,2128675949.72,,938464367.88,293234568.47,,1231698936.35,896977013.37,,,,,2593056523.46,35130524883.23,,37723581406.69,39515761161.92,2377037480.34,6715582.76,203844018.93,42096642661.19,-4373061254.5,2903469.28,-4197465324.31,60293092973.36,64490558297.67,,,64490558297.67,60293092973.36,定期报告,是,20250322,CNY,合并期末,2024-03-29T22:37:15
20230930,,559204338.13,,9217334375.7,,,,1156464290.14,,991210254.36,737395805.21,,,,,,,3432925262.99,16094534326.53,,,1705293773.14,1500000000.0,,1260928058.72,,,,,,,,,,4292841370.33,789671799.32,5375094473.23,14932297829.86,1162236496.67,,2918097505.79,650366471.0,770888.28,,,3569234865.07,,776828190.94,293234568.47,,1070062759.41,2499172105.66,,,,,67588425.21,23290689682.93,,23358278108.14,22807190022.67,2445640611.92,5915586.3,244856330.77,25497686965.36,-2139408857.22,-111066992.44,1410932752.67,,,,,64490558297.67,65901491050.34,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T19:47:03
20230630,,546277927.65,,6384397013.97,,,187378012.63,,,4920609501.27,,,572395.22,,,,,2292033213.23,14331268063.97,,,1168534179.81,1500000000.0,,626982337.66,1282001624.85,,,92922431.33,,,,,,3224311861.21,651677083.13,3631954567.74,12178384085.73,2152883978.24,,1406348533.17,424611549.98,714059.99,,,1831674143.14,,135362907.7,293234568.47,,428597476.17,1403076666.97,,,,,46878432.03,13019002497.23,,13065880929.26,14479899254.58,1151444673.53,,183849470.68,15815193398.79,-2749312469.53,-51250422.66,755397753.02,65245956050.69,64490558297.67,,,64490558297.67,65245956050.69,定期报告,未审计,20240831,CNY,合并期末,2023-08-28T20:02:02
20230331,,763076433.93,,3058745304.57,,,,,,1899978075.13,291624282.42,,7865661.33,,,,,926222883.06,6947512640.44,,,613138583.89,,,775140126.03,1336257447.63,,,,,,,,,1317814064.41,159820325.8,2439178558.48,6641349106.24,306163534.2,,765733382.77,317738440.77,261881.74,,34595431.53,1118329136.81,327830000.0,72038932.76,,,399868932.76,718460204.05,,,,,9255432.03,5002869949.79,,5012125381.82,4975623926.2,653591539.17,,93023138.85,5722238604.22,-710113222.4,11995405.53,326505921.38,,,,,64490558297.67,64817064219.05,定期报告,未审计,20240430,CNY,合并期末,2023-04-14T18:42:04
20221231,,16557404941.03,,11859838422.72,722301219.72,,4723206126.36,,,162622058.37,6216848032.9,,11349336.06,,,,,4775868692.57,45029438829.73,,,3160774543.03,,,,11740444224.43,,,,,,,,,5003902403.28,1236189143.78,7367930445.59,28509240760.11,16520198069.62,,,964290264.58,8036081.9,,,972326346.48,5698754256.28,1700907370.61,,,7399661626.89,-6427335280.41,,,,,4379520683.72,38095225362.04,3000000000.0,45474746045.76,43842632894.29,2624804521.35,11055030.6,295697597.0,46763135012.64,-1288388966.88,50415539.72,8854889362.05,64490558297.67,55635668935.62,,,55635668935.62,64490558297.67,定期报告,是,20240330,CNY,合并期末,2023-03-30T20:47:04
20220930,,2538510588.92,,9006167243.3,722278243.0,,4813055273.37,,,,1365084747.8,,3006647.1,,,,,1851449976.6,20299552720.09,,,2090949080.72,,,,6724538300.89,1366298326.94,,,,,,,,3953840901.2,1021534920.19,3521061878.29,18678223408.23,1621329311.86,,,564991805.54,997027.3,,,565988832.84,1599379338.67,1404007165.59,,,3003386504.26,-2437397671.42,,,,,1215000000.0,36301935480.17,,37516935480.17,31513111637.38,1936660407.34,11055029.35,167327694.49,33617099739.21,3899835740.96,-11579713.57,3072187667.83,,,,,55635668935.62,58707856603.45,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T19:07:04
20220630,,2331090092.71,,6047707284.87,722278243.0,,3267164674.52,163795098.42,,,11657432083.32,,4187801.35,,,,,2344785084.85,26538440363.04,,,1385111059.72,,,,,152931019.52,,,,,,,,1970153337.9,718972494.13,5810616836.39,10037784747.66,16500655615.38,,,362794621.81,667426.96,,,363462048.77,4811145624.52,804162313.99,,,5615307938.51,-5251845889.74,,,,,15000000.0,20952466224.41,,20967466224.41,19106760513.43,1012606700.73,,103235191.88,20222602406.04,744863818.37,199611499.25,12193285043.26,67828953978.88,55635668935.62,,,55635668935.62,67828953978.88,定期报告,未审计,20230829,CNY,合并期末,2022-08-26T19:42:08
20220331,,3067622996.58,,3014395065.64,722278243.0,,1825863436.23,1176604734.86,,2249423836.75,,,709518.76,,,,,1041018512.67,13097916344.49,,,699389031.54,,,,,,,549472837.83,,,,,,1053721606.8,394857456.05,4868088718.08,7565529650.3,5532386694.19,,,118070315.64,516609.38,,,118586925.02,6748363824.19,772648195.18,,,7521012019.37,-7402425094.35,,,,,,11878781426.66,,11878781426.66,10626819699.56,556446051.14,,55178219.1,11238443969.8,640337456.86,-60514211.63,-1290215154.93,,,,,55635668935.62,54345453780.69,定期报告,未审计,20230415,CNY,合并期末,2022-04-28T18:22:04
20211231,,,,12843363233.63,746395686.87,,,5388410193.83,,,11778791520.94,,2686673.37,,,,,3636456612.8,34396103921.44,,,3549649082.91,,,4589066794.63,,3289509852.95,,,,,4454669604.08,,,4367116070.4,1603904888.17,10270112919.05,32124029212.19,2272074709.25,,635892338.3,1409886695.21,21634011.87,,278842034.06,2346255079.44,,2497271532.15,,,2497271532.15,-151016452.71,,,,,522279324.82,45442298333.6,,45964577658.42,34465794967.7,2723686375.27,12365600.79,210944264.87,37400425607.84,8564152050.58,-16679656.24,10668530650.88,55635668935.62,44967138284.74,,,44967138284.74,55635668935.62,定期报告,是,20230331,CNY,合并期末,2022-03-29T20:22:03
20210930,,,,9377093064.42,1347708873.99,,,2601166904.69,,,8355827788.47,,16843455.94,,,,,5357960779.34,27056600866.85,,,2398164331.17,,,3508294655.25,,1825552033.77,,,,,647834931.68,,,3384188243.75,1417541858.04,6930826832.64,20112402886.3,6944197980.55,,346113074.86,879308039.43,667679.32,5181121.54,,1231269915.15,,2062643970.29,,5180314.83,2067824285.12,-836554369.97,,,,,44264751.82,30754472540.0,,30798737291.82,23096378029.86,1805760099.58,12365600.8,150735326.36,25052873455.8,5745863836.02,1900992.45,11855408439.05,,,,,44967138284.74,56822546723.79,定期报告,未审计,20221029,CNY,合并期末,2021-10-28T19:22:05
20210630,,2848987568.67,,5778368418.97,2436823996.67,,,,,,2962357498.75,,291922412.47,,,,,4539374020.75,18857833916.28,,,1366938573.15,,,3197713784.54,4227819374.95,939525932.63,,,,,,,,2054431135.8,881188452.04,4897608330.7,17565225583.81,1292608332.47,,671390994.37,685052930.82,422059.15,,,1356865984.34,,580447491.97,,,580447491.97,776418492.37,,,,,557409368.18,17510630226.0,,18068039594.18,14482921745.78,868215650.41,,105169683.56,15456307079.75,2611732514.43,-259036.23,4680500303.04,49647638587.78,44967138284.74,,,44967138284.74,49647638587.78,定期报告,未审计,20220827,CNY,合并期末,2021-08-27T20:07:04
