报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,5085900798.46,,4728908852.62,,,,,,,30552456175.87,,,,,,,4889335254.8,49201326518.09,,,2395826567.35,7238746178.68,,1703105037.93,11573232681.89,,,,,,,,,1343712250.48,516026462.01,13150654653.36,37935303831.7,11266022686.39,,14027450.24,1129738897.11,648897.65,,,9848033648.43,43688910.9,89704370.1,,,969120716.28,8878912932.15,,,,,8905360580.48,22199243004.9,,31104603585.38,18218169761.66,341855200.69,,89280388.17,18649305350.52,12455298234.86,-138312140.2,32461921713.2,,,,,97707596080.59,130169517793.79,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:22:03
20251231,,,,15832149254.79,,,,18697200080.89,,,33552677732.88,,,,,,,12417907364.92,83861292429.9,,,8596920669.74,14522906300.0,,11118538440.33,,,,,,,15499762073.35,,,4651385043.47,1314916494.98,27589992206.17,83665421228.04,195871201.86,,200928119.44,4463003211.31,2237088.63,,,19603411910.9,35000000.0,326037310.72,,,13020996176.58,6582415734.32,,3000000000.0,,,23991367032.08,71989626266.13,,98980993298.21,72727451126.54,4387765072.41,,250104911.12,82748359627.69,16232633670.52,190232752.28,23201153358.98,97707596080.59,74506442721.61,,,74506442721.61,97707596080.59,定期报告,是,20260328,CNY,合并期末,2026-03-27T18:24:03
20250930,,,,11456252658.44,,,,12815487806.41,,,23836102964.3,,,,,,,11932619916.24,68976585390.92,,,5869755116.88,11899725269.53,,7593086273.42,,,,,,,15903989703.64,,,3682277738.56,781623464.98,21085817716.6,67181275283.61,1795310107.31,,99612125.15,2951242267.66,1245097.97,,,28171221738.97,35000000.0,250583147.29,,,7994122308.35,20177099430.62,,3000000000.0,,,11594809130.91,19962281406.79,,34557090537.7,28439242748.09,2596075032.95,,5534154641.34,36569472422.38,-2012381884.68,508523275.35,20468550928.6,,,,,74506442721.61,94974993650.21,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:14:03
20250630,,,,6660469878.01,,,296072306.97,15059107907.12,,,6612142911.51,,,,,,,11421819580.85,41773707590.04,,,3362757861.4,9935237500.0,,,,,,,,,22932170263.56,,,2060962551.13,610342283.32,10217204347.25,49503674806.66,-7729967216.62,,221787244.77,2263694279.62,6456799.92,,,20461234999.93,35000000.0,133168737.49,,,6488689383.81,13972545616.12,,,,,4290332720.68,21943538163.76,,26233870884.44,25104679521.35,1859855192.12,,250104911.12,27409522183.79,-1175651299.35,179626596.07,5246553696.22,79752996417.83,74506442721.61,,,74506442721.61,79752996417.83,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:16:04
20250331,,,,3596637130.8,,,,5148069524.17,,,,,,,,,,10330957620.38,21553557809.77,,,1733126525.45,8955259040.55,,48600959.87,,,,5331651958.2,,,5501754026.11,,,1358509125.13,264267891.8,2984005070.38,26291574600.29,-4738016790.52,,108469291.96,970205503.11,,,,10502253912.36,2476819.54,97221518.82,,,5107428316.79,5394825595.57,,,,,1113879548.22,4264985345.96,,5378864894.18,6730799419.01,353426379.02,,94140552.96,7178366350.99,-1799501456.81,46965438.6,-1095727213.16,,,,,74506442721.61,73410715508.45,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T16:52:03
20241231,,10006466273.96,,13725020781.45,13570021750.0,,,13033454028.54,,,2066377730.01,,263249826.73,,,,,9204736202.51,61869326593.2,,,6788639519.24,,,7111912217.47,,,,,,,,,,4386899205.67,1022948945.24,38791779704.09,59394239899.28,2475086693.92,,175562523.09,3952310410.44,162256375.29,,,4290129308.82,24500000.0,299709415.61,,5670330.49,28755757907.38,-24465628598.56,,,,,3176102980.71,39745232995.27,,42921335975.98,39723591504.66,4489236363.22,,22944658.64,44632096647.06,-1710760671.08,99507113.8,-23601795461.92,74506442721.61,98108238183.53,,,98108238183.53,74506442721.61,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:42:07
20240930,,,,9332107437.47,,,,1859140576.8,,,,,,,,,,11882841111.61,23074089125.88,,,4819705195.46,871433127.89,,2532960883.27,,,,1035297075.24,,,3945342545.16,,,3328649174.93,750556211.43,11935447049.14,30201745969.02,-7127656843.14,,139886762.98,2766400117.05,2027329.75,,,15266641277.52,10576400.0,256053619.85,,,10116567979.33,5150073298.19,,,,,1380468741.85,14032988195.83,,15413456937.68,14579921707.28,3086234879.57,,281056425.36,17952916868.15,-2539459930.47,58013441.07,-4459030034.35,,,,,98108238183.53,93649208149.18,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:37:39
20240630,,,,5963284429.81,37669000.0,,,4300516316.03,,,,,,,,,,4820278600.95,15121748346.79,,,3094288044.83,,,2145979832.46,,,,15980484168.11,,,1120675831.45,,,1861475649.84,264243361.37,6231632808.22,32412347410.55,-17290599063.76,,146739502.35,2196711549.73,162358362.77,,,8838946369.87,,125430050.36,,5670330.49,7174893855.92,1664052513.95,,,,,1048165707.4,13895866467.5,,14944032174.9,20839711191.39,2357052346.87,,11116597.2,23409233637.79,-8465201462.89,-6234318.94,-24097982331.64,74010255851.89,98108238183.53,,,98108238183.53,74010255851.89,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T20:02:03
20240331,,14249660.49,,2961744747.6,,,292440656.53,1713645694.73,,,,,,,,,,5473987647.1,10456068406.45,,,1462258715.39,10553806276.88,,,,,,16696715111.31,,,,,,1115672073.41,191370619.87,3217966216.44,33254203493.41,-22798135086.96,,116371641.56,1213780263.81,,,51657.7,10531186657.06,6000000.0,54500834.22,,,1428024519.51,9103162137.55,,,,,493215148.75,2144345905.45,,2637561054.2,7577072045.82,537439457.73,,103977314.34,8218488817.89,-5580927763.69,-9488588.05,-19285389301.15,,,,,98108238183.53,78822848882.38,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T16:47:03
20231231,,,,13821951581.44,17317603298.42,,,12925253851.96,,,,,121750173.27,,,,,24598743048.86,68785301953.95,,,5334422700.8,,,1524750496.55,,,,11470432926.29,,,9566922934.45,,,4984713791.95,723292169.0,7828061700.61,47326091637.74,21459210316.21,,260633163.41,3506584436.65,236058784.88,,,5529213597.56,52000000.0,1093554866.17,,29244605.97,18600101089.39,-13070887491.83,,,,,2795179008.76,41832927030.0,,44628106038.76,44142640965.67,3920091648.55,,299780461.97,48763982435.54,-4135876396.78,97626967.48,4350073395.08,98108238183.53,93758164788.45,,,93758164788.45,98108238183.53,定期报告,是,20250329,CNY,合并期末,2024-03-27T21:27:02
