报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,7858609364.43,,,,,,,,,,,3266184.36,234864632.42,8096740181.21,3854748566.89,,,,,,632160158.46,62480754.13,233416758.04,4782806237.52,3313933943.69,,,23045449.05,31623798.02,,3946883.37,,,58616130.44,3865516535.23,156340809.94,,,,,4021857345.17,-3963241214.73,,,,5076670563.27,,,5076670563.27,3354109470.85,258536684.32,16457462.0,202249642.76,3814895797.93,1261774765.34,-62498886.26,549968608.04,4718465706.96,,,,,5268434315.0,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T22:00:06
20251231,,27280324093.8,,,,,,,,,,,99895155.06,629558196.01,28009777444.87,15213791939.31,,,,,,2624394447.18,735834151.82,380829295.26,18954849833.57,9054927611.3,,,184490820.86,1778782008.93,,107800018.24,,,2071072848.03,7796879055.42,1530854226.8,,701835154.18,,,10029568436.4,-7958495588.37,,6423766.08,6423766.08,24264461276.96,,,24270885043.04,20975037848.04,3022680020.58,98700000.0,1162979991.6,25160697860.22,-889812817.18,-75033949.79,131585255.96,4586880451.0,4718465706.96,4586880451.0,,,4718465706.96,定期报告,是,20260327,CNY,合并期末,2026-03-26T20:22:10
20250930,,18811674870.09,,,,,,,,,,,78706971.79,459579137.36,19349960979.24,10817761213.95,,,,,,1754542408.88,607391024.01,366776609.0,13546471255.84,5803489723.4,,,42539539.14,78372.0,,77286413.05,,,119904324.19,5827270264.4,1109134898.78,,,,,6936405163.18,-6816500838.99,,,,20026633765.63,,,20026633765.63,16217940121.94,2162208468.22,98700000.0,839063656.21,19219212246.37,807421519.26,-36032486.05,-241622082.38,4586880451.0,,,,,4345258368.62,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T16:26:21
20250630,,12103473197.4,,,,,,,,,,,40496640.34,320336173.09,12464306010.83,6930099706.18,,,,,,1215750939.49,562256168.0,229812895.23,8937919708.9,3526386301.93,,,20461819.85,65425.0,,52428401.34,,,72955646.19,2623470299.08,77430187.2,,,,,2700900486.28,-2627944840.09,,,,15540860630.22,,,15540860630.22,11425019262.95,1929033844.23,98700000.0,625332637.7,13979385744.88,1561474885.34,2889044.55,2462805391.73,4586880451.0,7049685842.73,4586880451.0,,,7049685842.73,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T22:16:06
20250331,,5628342138.8,,,,,,,,,,,14218060.67,163490423.57,5806050623.04,3432658143.6,,,,,,658061098.99,130064814.76,205195186.6,4425979243.95,1380071379.09,,,8600316.15,61925.0,,12808981.5,,,21471222.65,756573520.52,73362978.7,,,,,829936499.22,-808465276.57,,,,8302664625.59,,,8302664625.59,7885359386.76,282864317.12,,349473450.78,8517697154.66,-215032529.07,294196.33,356867769.78,4586880451.0,,,,,4943748220.78,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T17:54:07
20241231,,25655355192.59,,,,,,,,,,,83756290.03,451995783.71,26191107266.33,13665342756.29,,,,,,2609052656.17,967516757.7,472974510.06,17714886680.22,8476220586.11,,,372342282.0,163464808.45,,73285534.23,,,609092624.68,7550235457.35,921385035.94,,,,10000.0,8471630493.29,-7862537868.61,,38194.02,38194.02,14360707261.22,,,14360745455.24,10882284152.08,4014331890.21,75640674.02,511134309.03,15407750351.32,-1047004896.08,71462074.15,-361860104.43,4948740555.43,4586880451.0,4948740555.43,,,4586880451.0,定期报告,是,20260327,CNY,合并期末,2025-03-27T22:20:04
20240930,,18985896140.95,,,,,,,,,,,78517149.68,389128970.93,19453542261.56,10208444208.27,,,,,,1805452905.01,598924853.98,438557683.81,13051379651.07,6402162610.49,,,148799472.09,163426698.45,,55122773.67,,,367348944.21,6442620876.22,618417700.67,,,,10000.0,7061048576.89,-6693699632.68,,38194.02,,10783743280.09,,,10783781474.11,8298269736.15,2877896078.41,75409410.9,245048082.51,11421213897.07,-637432422.96,5999449.35,-922969995.8,4948740555.43,,,,,4025770559.63,定期报告,未审计,20251030,CNY,合并期末,2024-10-28T20:30:04
20240630,,12670453296.42,,,,,,,,,,,30806659.11,355846096.97,13057106052.5,6802349546.96,,,,,,1268129097.99,494941628.85,394449933.61,8959870207.41,4097235845.09,,,146486099.58,162834003.45,,30254690.69,,,339574793.72,3582973453.26,472501055.3,,,,10000.0,4055484508.56,-3715909714.84,,,,6873611851.66,,,6873611851.66,5210999513.43,656450405.71,75409410.9,125416746.73,5992866665.87,880745185.79,22540147.33,1284611463.37,4948740555.43,6233352018.8,4948740555.43,,,6233352018.8,定期报告,未审计,20250828,CNY,合并期末,2024-08-28T18:25:06
20240331,,5842709754.52,,,,,,,,,,,14589170.97,97377203.61,5954676129.1,3214679571.7,,,,,,670512906.69,117892214.24,148572765.25,4151657457.88,1803018671.22,,,144982578.06,162622263.45,,,,,307604841.51,1073935470.81,,,,,,1073935470.81,-766330629.3,,,,2683419176.07,,,2683419176.07,3681703958.21,284135671.22,,61629353.23,4027468982.66,-1344049806.59,7132851.7,-300228912.97,4948740555.43,,,,,4648511642.46,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T15:45:05
20231231,,25805611765.56,,,,,,,,,,,143117229.94,1094897236.76,27043626232.26,14142277377.52,,,,,,2637484200.3,711486781.56,635072984.74,18126321344.12,8917304888.14,,,265796351.06,194989996.05,,70619005.13,,,531405352.24,4488728178.31,193934551.18,,565083838.06,,,5247746567.55,-4716341215.31,,47478111.78,92.1,9652862232.12,,,9700340343.9,16931789504.21,2831703256.83,14385786.31,313194389.31,20076687150.35,-10376346806.45,37669651.66,-6137713481.96,11086454037.39,4948740555.43,11086454037.39,,,4948740555.43,定期报告,是,20250328,CNY,合并期末,2024-03-27T19:50:06
