报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,69972000000.0,237709000000.0,,,,2316000000.0,20278000000.0,,,,25166000000.0,,,,,,,,,,,,,,,,,,26745000000.0,382186000000.0,166091000000.0,4492000000.0,,,,,,,,126912000000.0,,,,13372000000.0,,,6389000000.0,,,,,,,,,1887000000.0,1628000000.0,1590000000.0,322361000000.0,59825000000.0,,711417000000.0,7279000000.0,,,12000000.0,,,,,718708000000.0,777973000000.0,,,,,509000000.0,,,778482000000.0,-59774000000.0,,,,,278529000000.0,,,,278529000000.0,257369000000.0,1228000000.0,,,,258733000000.0,19796000000.0,-287000000.0,19560000000.0,,,,,104668000000.0,124228000000.0,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T20:44:04
20251231,,,28507000000.0,236519000000.0,,,,26198000000.0,,174057000000.0,,20698000000.0,93849000000.0,,,,,,,,,,,,,,,,,,6670000000.0,590969000000.0,267616000000.0,,,,8432000000.0,,,,,,,,,44208000000.0,,,14215000000.0,,,,,,,,,,7685000000.0,13297000000.0,355453000000.0,235516000000.0,,2629414000000.0,25063000000.0,,,239000000.0,,,,,2654716000000.0,2887879000000.0,,,,,3436000000.0,,,2891315000000.0,-236599000000.0,,10000000000.0,,,1070694000000.0,,,,1080694000000.0,1043330000000.0,19393000000.0,,,816000000.0,1073539000000.0,7155000000.0,-230000000.0,5842000000.0,,,,,98826000000.0,104668000000.0,定期报告,是,20260425,CNY,合并期末,2026-04-24T20:22:03
20250930,,,,255283000000.0,,,,21711000000.0,,189181000000.0,,22936000000.0,67638000000.0,,,,,,,,,,,,,,,,,,9489000000.0,566238000000.0,247697000000.0,19000000.0,,,6269000000.0,21709000000.0,,,,,,,,33568000000.0,,,11754000000.0,,,,,,,,,,5764000000.0,17051000000.0,343831000000.0,222407000000.0,,1886032000000.0,18801000000.0,,,243000000.0,,,,,1905076000000.0,2110450000000.0,,,,,1879000000.0,,,2112329000000.0,-207253000000.0,,10000000000.0,,,700853000000.0,,,,710853000000.0,701861000000.0,14894000000.0,,,,717324000000.0,-6471000000.0,-68000000.0,8615000000.0,,,,,98826000000.0,107441000000.0,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T20:20:03
20250630,,,,223474000000.0,,,,17610000000.0,9881000000.0,112771000000.0,,19608000000.0,45211000000.0,,,,,,,,,,,,,,,,,,8871000000.0,437609000000.0,201985000000.0,,,,,20245000000.0,,,,,,,,20934000000.0,,,9200000000.0,,,,,,,,,,4073000000.0,13131000000.0,269568000000.0,168041000000.0,,1319403000000.0,12897000000.0,,,224000000.0,,,,,1332524000000.0,1463662000000.0,,,,,1262000000.0,,,1464924000000.0,-132400000000.0,,,,,357509000000.0,,,,357509000000.0,352282000000.0,4793000000.0,,,356000000.0,357431000000.0,78000000.0,48000000.0,35767000000.0,,,,,98826000000.0,134593000000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:46:04
20250331,,,,304750000000.0,,,,8111000000.0,27481000000.0,,,4478000000.0,23237000000.0,,,,,,,,,,,,,,,,,,7129000000.0,375186000000.0,166457000000.0,10712000000.0,,,,16964000000.0,,,,61053000000.0,,,,10607000000.0,,,6472000000.0,,,,,,,,,,1567000000.0,8294000000.0,282126000000.0,93060000000.0,,595445000000.0,5831000000.0,,,45000000.0,,,,,601321000000.0,679176000000.0,,,,,569000000.0,,,679745000000.0,-78424000000.0,,,,,187387000000.0,,,,187387000000.0,151246000000.0,1525000000.0,,,,152914000000.0,34473000000.0,14000000.0,49123000000.0,,,,,98826000000.0,147949000000.0,定期报告,未审计,20260425,CNY,合并期末,2025-04-28T19:14:03
20241231,,,,305818000000.0,,,,9278000000.0,3792000000.0,40637000000.0,,,92648000000.0,,,,,,,,,,,,,,,,,,9574000000.0,461747000000.0,234874000000.0,5699000000.0,,,,54295000000.0,,,,,,,,36733000000.0,,,14696000000.0,,,,,,,,,12280000000.0,7306000000.0,10859000000.0,376742000000.0,85005000000.0,,2016467000000.0,28322000000.0,,,84000000.0,,,,,2044873000000.0,2131574000000.0,,,,,3832000000.0,,,2135406000000.0,-90533000000.0,,,,,578231000000.0,,,,578231000000.0,515316000000.0,14952000000.0,,,907000000.0,531175000000.0,47056000000.0,71000000.0,41599000000.0,,,,,57227000000.0,98826000000.0,定期报告,是,20260425,CNY,合并期末,2025-04-09T20:32:03
20240930,,,,331568000000.0,,,,4626000000.0,7838000000.0,,,35270000000.0,64403000000.0,,,,,,,,,,,,,,,,,,7495000000.0,451200000000.0,211269000000.0,2118000000.0,,,,6998000000.0,,,,48167000000.0,,,,25529000000.0,,,12115000000.0,,,,,,,,,,4877000000.0,15123000000.0,326196000000.0,125004000000.0,,1451063000000.0,19185000000.0,,,46000000.0,,,,,1470294000000.0,1572556000000.0,,,,,1976000000.0,,,1574532000000.0,-104238000000.0,,,,,443034000000.0,,,,443034000000.0,408928000000.0,12810000000.0,,,,422353000000.0,20681000000.0,-98000000.0,41349000000.0,,,,,57227000000.0,98576000000.0,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T19:10:03
20240630,,,,293840000000.0,,,,2922000000.0,7566000000.0,,,18621000000.0,42983000000.0,,,,,,,,,,,,,,,,,,5828000000.0,371760000000.0,162120000000.0,5679000000.0,,,,1077000000.0,,,,30397000000.0,,,,17619000000.0,,,9390000000.0,,,,,,,,,,3179000000.0,10388000000.0,239849000000.0,131911000000.0,,828951000000.0,13091000000.0,,,9000000.0,,,,,842051000000.0,939062000000.0,,,,,1225000000.0,,,940287000000.0,-98236000000.0,,,,,279268000000.0,,,,279268000000.0,250787000000.0,5622000000.0,,,371000000.0,256780000000.0,22488000000.0,2000000.0,56165000000.0,,,,,57227000000.0,113392000000.0,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T20:55:03
20240331,,,43000000.0,241110000000.0,,,5502000000.0,11942000000.0,14442000000.0,,,1609000000.0,21306000000.0,,,,,,,,,,,,,,,,,,4342000000.0,300296000000.0,111826000000.0,,,,,,,,,61537000000.0,,,,9530000000.0,,,6648000000.0,,,,,,,,,,1493000000.0,13817000000.0,204851000000.0,95445000000.0,,367052000000.0,6410000000.0,,,3000000.0,,,,,373465000000.0,405871000000.0,,,,,612000000.0,,,406483000000.0,-33018000000.0,,,,,45239000000.0,,,,45239000000.0,74060000000.0,1367000000.0,,,,75569000000.0,-30330000000.0,-26000000.0,32071000000.0,,,,,57227000000.0,89298000000.0,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T18:00:03
20231231,,,43572000000.0,262942000000.0,,,,71076000000.0,,14603000000.0,,,79879000000.0,,,,,,,,,,,,,,,,,,22316000000.0,494388000000.0,217253000000.0,14546000000.0,,,4730000000.0,,,,,,,,,32210000000.0,,,14864000000.0,,,,,,,,,15533000000.0,6923000000.0,14957000000.0,321016000000.0,173372000000.0,,1263308000000.0,27042000000.0,,,766000000.0,,,,,1291116000000.0,1385675000000.0,,,,,3707000000.0,,,1389382000000.0,-98266000000.0,,10000000000.0,,,516876000000.0,,,,526876000000.0,582414000000.0,13756000000.0,,,983000000.0,597153000000.0,-70277000000.0,184000000.0,5013000000.0,,,,,52214000000.0,57227000000.0,定期报告,是,20250410,CNY,合并期末,2024-04-09T19:35:03
20230930,,,7018000000.0,267978000000.0,,,,44976000000.0,8026000000.0,39099000000.0,,,57497000000.0,,,,,,,,,,,,,,,,,,3541000000.0,428135000000.0,174944000000.0,12065000000.0,,,,,,,,,,,,23020000000.0,,,12126000000.0,,,,,,,,,37987000000.0,4857000000.0,14156000000.0,279155000000.0,148980000000.0,,937900000000.0,19610000000.0,,,607000000.0,,,,,958117000000.0,1019981000000.0,,,,,1585000000.0,,,1021566000000.0,-63449000000.0,,10000000000.0,,,405971000000.0,,,,415971000000.0,484540000000.0,11692000000.0,,,,496866000000.0,-80895000000.0,249000000.0,4885000000.0,,,,,52214000000.0,57099000000.0,定期报告,未审计,20241029,CNY,合并期末,2023-10-30T19:55:03
20230630,,,6085000000.0,242358000000.0,,,,44178000000.0,4864000000.0,,,,38518000000.0,,,,,,,,,,,,,,,,,,3519000000.0,339522000000.0,125142000000.0,11802000000.0,,,,,,,,33275000000.0,,,,15486000000.0,,,9412000000.0,,,,,,,,,66393000000.0,3116000000.0,16573000000.0,281199000000.0,58323000000.0,,639696000000.0,16141000000.0,,,297000000.0,,,,,656134000000.0,655675000000.0,,,,,1067000000.0,,,656742000000.0,-608000000.0,,,,,301806000000.0,,,,301806000000.0,354910000000.0,4870000000.0,,,,360159000000.0,-58353000000.0,346000000.0,-292000000.0,,,,,52214000000.0,51922000000.0,定期报告,未审计,20240829,CNY,合并期末,2023-08-24T22:30:04
20230331,,,5600000000.0,285141000000.0,,,,14249000000.0,8400000000.0,,,,18985000000.0,,,,,,,,,,,,,,,,,,2458000000.0,334833000000.0,52171000000.0,8173000000.0,,,,,,,,67437000000.0,,,,7716000000.0,,,6854000000.0,,,,,,,,,32106000000.0,1282000000.0,12738000000.0,188477000000.0,146356000000.0,,288418000000.0,10220000000.0,,,295000000.0,,,,,298933000000.0,336133000000.0,,,,,523000000.0,,,336656000000.0,-37723000000.0,,,,,124440000000.0,,,,124440000000.0,200750000000.0,2220000000.0,,,,203132000000.0,-78692000000.0,-105000000.0,29836000000.0,,,,,52214000000.0,82050000000.0,定期报告,未审计,20240430,CNY,合并期末,2023-04-27T16:50:05
20221231,,,,236944000000.0,,,,21504000000.0,,15454000000.0,97000000.0,15461000000.0,75041000000.0,,,,,,,,,,,,,,,,,,15049000000.0,379550000000.0,181999000000.0,9221000000.0,,,16299000000.0,16394000000.0,,,,,,,,28589000000.0,,,13389000000.0,,,,,,,,,,6929000000.0,11962000000.0,284782000000.0,94768000000.0,,1075701000000.0,15537000000.0,,,22000000.0,,,,,1091260000000.0,1214699000000.0,,,,,2873000000.0,633000000.0,,1218205000000.0,-126945000000.0,,,,,612747000000.0,,,,612747000000.0,562222000000.0,10703000000.0,,,1046000000.0,573971000000.0,38776000000.0,1459000000.0,8058000000.0,,,,,44156000000.0,52214000000.0,定期报告,是,20240410,CNY,合并期末,2023-04-05T17:05:04
20220930,,,,197699000000.0,,,,25801000000.0,,,97000000.0,19061000000.0,52837000000.0,,,,,,,,,,,,,,,,,,5579000000.0,301074000000.0,159252000000.0,6114000000.0,,,19595000000.0,903000000.0,,,,21912000000.0,,,,20092000000.0,,,10845000000.0,,,,,,,,,,2698000000.0,21176000000.0,262587000000.0,38487000000.0,,746027000000.0,19542000000.0,,,3000000.0,,,,,765572000000.0,840280000000.0,,,,,1463000000.0,,,841743000000.0,-76171000000.0,,,,,434760000000.0,,,,434760000000.0,384420000000.0,10024000000.0,,,,395025000000.0,39735000000.0,1700000000.0,3751000000.0,,,,,44156000000.0,47907000000.0,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T18:35:04
20220630,,,9239000000.0,209976000000.0,,,,12852000000.0,,,97000000.0,26945000000.0,35491000000.0,,,,,,,,,,,,,,,,,,4550000000.0,299150000000.0,124353000000.0,7299000000.0,,,12752000000.0,,,,,18789000000.0,,,,12848000000.0,,,8275000000.0,,,,,,,,,,2355000000.0,9302000000.0,195973000000.0,103177000000.0,,420988000000.0,11775000000.0,,,4000000.0,,,,,432767000000.0,522560000000.0,,,,,684000000.0,,,523244000000.0,-90477000000.0,,,,,264400000000.0,,,,264400000000.0,273160000000.0,3591000000.0,,,,277144000000.0,-12744000000.0,772000000.0,728000000.0,,,,,44156000000.0,44884000000.0,定期报告,未审计,20230825,CNY,合并期末,2022-08-26T19:40:04
20220331,,,9611000000.0,265342000000.0,,,,16982000000.0,,,97000000.0,9549000000.0,17786000000.0,,,,,,,,,,,,,,,,,,2165000000.0,321532000000.0,68605000000.0,5298000000.0,,,6574000000.0,,,,,70449000000.0,,,,6029000000.0,,,5917000000.0,,,,,,,,,,821000000.0,6782000000.0,170475000000.0,151057000000.0,,153483000000.0,3928000000.0,,,,,,,,157411000000.0,207590000000.0,,,,,315000000.0,,,207905000000.0,-50494000000.0,,,,,136780000000.0,,,,136780000000.0,158450000000.0,1621000000.0,,,,160231000000.0,-23451000000.0,-59000000.0,77053000000.0,,,,,44156000000.0,121209000000.0,定期报告,未审计,20230428,CNY,合并期末,2022-04-26T17:20:04
20211231,,,,114407000000.0,,,,,,62645000000.0,,,71534000000.0,,,,,,,,,,,,,,,,,,4936000000.0,253522000000.0,173922000000.0,808000000.0,,,11744000000.0,2041000000.0,,,8317000000.0,,,97000000.0,,27570000000.0,,,11306000000.0,,,,,,,,,47374000000.0,6579000000.0,8313000000.0,298071000000.0,-44549000000.0,,1097172000000.0,15292000000.0,,,65000000.0,,,,,1112529000000.0,1251553000000.0,,,,,2583000000.0,,,1254136000000.0,-141607000000.0,,11889000000.0,,,617980000000.0,,,,629869000000.0,424995000000.0,9720000000.0,,,963000000.0,435678000000.0,194191000000.0,-326000000.0,7709000000.0,,,,,36447000000.0,44156000000.0,定期报告,是,20230406,CNY,合并期末,2022-04-07T19:45:05
