报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,19411000000.0,58445000000.0,,,,,,,,,26026000000.0,24249000000.0,1777000000.0,,,,,,,,,,,,,,,,9428000000.0,137883000000.0,24067000000.0,,,,8854000000.0,,,,15229000000.0,,,,,11870000000.0,11656000000.0,214000000.0,3044000000.0,,,,,,,,,1141000000.0,2932000000.0,6825000000.0,73962000000.0,63921000000.0,,308714000000.0,11099000000.0,,,7000000.0,,,,,319820000000.0,289360000000.0,,,,,57000000.0,,,289417000000.0,30403000000.0,,,,,220270000000.0,,,,220270000000.0,282933000000.0,3374000000.0,3374000000.0,,298000000.0,286605000000.0,-66335000000.0,-175000000.0,27814000000.0,,,,,589874000000.0,617688000000.0,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T20:56:03
20251231,,,,468650000000.0,,,,86561000000.0,,,,45881000000.0,104735000000.0,99420000000.0,5315000000.0,,,,,,,,,,,,,,,,18837000000.0,724664000000.0,204454000000.0,27413000000.0,,,18646000000.0,3255000000.0,,,,,,,,52999000000.0,51820000000.0,1179000000.0,10317000000.0,,,,,,,,,,12084000000.0,16541000000.0,345709000000.0,378955000000.0,,1592013000000.0,34005000000.0,,,230000000.0,,,,,1626248000000.0,1949413000000.0,,,,,1182000000.0,287000000.0,,1950882000000.0,-324634000000.0,,,,,936120000000.0,,,,956120000000.0,790499000000.0,22854000000.0,12575000000.0,,1431000000.0,819684000000.0,136436000000.0,-356000000.0,190401000000.0,2828000000.0,3445000000.0,587046000000.0,396028000000.0,399473000000.0,589874000000.0,定期报告,是,20260428,CNY,合并期末,2026-04-27T20:56:03
20250930,,,12854000000.0,352887000000.0,,,,113909000000.0,,,,24006000000.0,79093000000.0,74778000000.0,4315000000.0,,,,,,,,,,,,,,,,17291000000.0,600040000000.0,174058000000.0,12732000000.0,,,13732000000.0,,,,,,,,,38140000000.0,37320000000.0,820000000.0,7899000000.0,,,,,,,,,,9492000000.0,10668000000.0,266721000000.0,333319000000.0,,1260346000000.0,26897000000.0,,,209000000.0,,,,6000000.0,1287458000000.0,1583320000000.0,,,,,736000000.0,233000000.0,,1584289000000.0,-296831000000.0,,,,,681680000000.0,,,,701680000000.0,523529000000.0,18074000000.0,10535000000.0,,1111000000.0,542714000000.0,158966000000.0,-91000000.0,195363000000.0,,,,,399473000000.0,594836000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:32:04
20250630,,,,249264000000.0,,,,73466000000.0,,,,28546000000.0,52959000000.0,49763000000.0,3196000000.0,,,,,,,,,,,,,,,,18332000000.0,424604000000.0,186849000000.0,,,,11377000000.0,8497000000.0,,,,,,,,27186000000.0,26672000000.0,514000000.0,5592000000.0,,,,,,,,,,6877000000.0,11312000000.0,257690000000.0,166914000000.0,,776161000000.0,18735000000.0,,,143000000.0,,,,1000000.0,795040000000.0,996961000000.0,,,,,333000000.0,156000000.0,,997450000000.0,-202410000000.0,,,,,493570000000.0,,,,513570000000.0,317303000000.0,11115000000.0,8578000000.0,,651000000.0,329069000000.0,184501000000.0,-385000000.0,148620000000.0,3018000000.0,3445000000.0,545075000000.0,396028000000.0,399473000000.0,548093000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:08:03
20250331,,,,135739000000.0,,,,,,,,10079000000.0,26229000000.0,24449000000.0,1780000000.0,,,,,,,,,,,,,,,,19843000000.0,191890000000.0,133154000000.0,5942000000.0,,,8912000000.0,10606000000.0,,,18148000000.0,,,,,14400000000.0,14183000000.0,217000000.0,3175000000.0,,,,,,,,,,2611000000.0,6553000000.0,203501000000.0,-11611000000.0,,180619000000.0,9388000000.0,,,49000000.0,,,,,190056000000.0,268550000000.0,,,,,172000000.0,,,268722000000.0,-78666000000.0,,,,,242430000000.0,,,,242430000000.0,162814000000.0,6530000000.0,3992000000.0,,392000000.0,169736000000.0,72694000000.0,-31000000.0,-17614000000.0,,,,,399473000000.0,381859000000.0,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:12:03
20241231,,,,332118000000.0,,,,35793000000.0,,,,12668000000.0,111350000000.0,106527000000.0,4823000000.0,,,,,,,,,,,,,,,,25353000000.0,517282000000.0,213103000000.0,3596000000.0,,,27265000000.0,28946000000.0,,,,,,,,59671000000.0,58610000000.0,1061000000.0,10335000000.0,,,,,,,,,,11407000000.0,33412000000.0,387735000000.0,129547000000.0,,619624000000.0,32609000000.0,,,53000000.0,,,,,652286000000.0,766213000000.0,,,,,1823000000.0,120000000.0,,768156000000.0,-115870000000.0,,,,,576180000000.0,,,,586180000000.0,497226000000.0,21172000000.0,11122000000.0,,1424000000.0,519822000000.0,66358000000.0,199000000.0,80234000000.0,3445000000.0,2784000000.0,396028000000.0,316455000000.0,319239000000.0,399473000000.0,定期报告,是,20260428,CNY,合并期末,2025-04-14T21:04:03
20240930,,,,211693000000.0,,,,18253000000.0,,,,20502000000.0,83552000000.0,79721000000.0,3831000000.0,,,,,,,,,,,,,,,,25484000000.0,362196000000.0,167360000000.0,,,,6914000000.0,22915000000.0,,,,,,,,43178000000.0,42388000000.0,790000000.0,7849000000.0,,,,,,,,,,8830000000.0,31892000000.0,288938000000.0,73258000000.0,,522462000000.0,24457000000.0,,,4000000.0,,,,3000000.0,546926000000.0,587461000000.0,,,,,1743000000.0,15000000.0,,589219000000.0,-42293000000.0,,,,,415850000000.0,,,,425850000000.0,389456000000.0,16346000000.0,9043000000.0,,1106000000.0,406908000000.0,18942000000.0,-101000000.0,49806000000.0,,,,,319239000000.0,369045000000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:10:03
20240630,,,,249144000000.0,,,,,,,,712000000.0,55867000000.0,53104000000.0,2763000000.0,,,,,,,,,,,,,,,,35955000000.0,341678000000.0,160950000000.0,3544000000.0,,,28288000000.0,5285000000.0,,,77031000000.0,,,,,30836000000.0,30339000000.0,497000000.0,5031000000.0,,,,,,,,,,6381000000.0,48154000000.0,365500000000.0,-23822000000.0,,285131000000.0,16456000000.0,,,4000000.0,,,,3000000.0,301594000000.0,276996000000.0,,,,,1134000000.0,,,278130000000.0,23464000000.0,,,,,276490000000.0,,,,276490000000.0,289833000000.0,6610000000.0,6610000000.0,,694000000.0,297137000000.0,-20647000000.0,231000000.0,-20774000000.0,3508000000.0,2784000000.0,294957000000.0,316455000000.0,319239000000.0,298465000000.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T16:25:04
20240331,,,97000000.0,127731000000.0,,,5607000000.0,3893000000.0,,,,,28355000000.0,26835000000.0,1520000000.0,,,,,,,,,,,,,,,,29463000000.0,195146000000.0,107304000000.0,,,,19706000000.0,,,,,,,,,15764000000.0,15515000000.0,249000000.0,3027000000.0,,,,,,,,,25761000000.0,3109000000.0,32573000000.0,207244000000.0,-12098000000.0,,122872000000.0,7746000000.0,,,3000000.0,,,,,130621000000.0,139577000000.0,,,,,544000000.0,,,140121000000.0,-9500000000.0,,,,,145760000000.0,,,,145760000000.0,161838000000.0,3333000000.0,3333000000.0,,400000000.0,165571000000.0,-19811000000.0,211000000.0,-41198000000.0,,,,,319239000000.0,278041000000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:40:03
20231231,,,51862000000.0,199577000000.0,,,,25472000000.0,,,,,108310000000.0,103240000000.0,5070000000.0,,,,,,,,,,,,,,,,20083000000.0,405304000000.0,229317000000.0,3273000000.0,,,11589000000.0,,,,,,,,,59371000000.0,58291000000.0,1080000000.0,9419000000.0,,,,,,,,,25980000000.0,11595000000.0,12782000000.0,363326000000.0,41978000000.0,,295968000000.0,30148000000.0,,,1064000000.0,,,,,327180000000.0,437265000000.0,,,,,3382000000.0,1007000000.0,,441654000000.0,-114474000000.0,,,,,596080000000.0,,,,596080000000.0,530135000000.0,22282000000.0,12445000000.0,,1408000000.0,553825000000.0,42255000000.0,239000000.0,-30002000000.0,2784000000.0,3042000000.0,316455000000.0,346199000000.0,349241000000.0,319239000000.0,定期报告,是,20250415,CNY,合并期末,2024-04-11T20:50:03
