报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,7742937497.87,,,,11501662122.59,,,48541630443.85,,,,,,,6378355991.66,74164586055.97,,,2148769959.79,5670000000.0,,7300972769.64,,,,,,,16861025274.14,,,2146778935.01,1839475630.93,7178397641.13,43145420210.64,31019165845.33,,,,,,114743.14,114743.14,5813724234.73,43885767.64,,,5857610002.37,-5857495259.23,,4400000000.0,,,24527215100.4,58856822576.91,,87784037677.31,55795763634.05,2541653823.55,,162379402.6,58499796860.2,29284240817.11,-2149344.9,54443762058.31,,,,,216644969805.95,271088731864.26,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:38:03
20251231,,25674704519.07,,28800059125.19,5760000000.0,,,26730055650.0,,,45255251698.21,,,,,,,8324814341.39,140544885333.86,,,7138601925.04,,,21747601199.14,,,,,,,,,,7463952470.68,3752927473.21,17390129032.08,57493212100.15,83051673233.71,,,11861050.97,,,939384.02,12800434.99,49656482028.15,529438155.13,,,50185920183.28,-50173119748.29,,11300000000.0,,,60895361390.44,104855564247.59,,177050925638.03003,148288126327.92,7124791997.29,16160416.3,749134949.92,161162053275.12997,15888872362.9,-98414001.54,48669011846.78,,,,,167975957959.16998,216644969805.95,定期报告,是,20260327,CNY,合并期末,2026-03-26T22:00:03
20250930,,4679334091.85,,20458336206.25,5300000000.0,,,35329292626.44,,,28962732982.61,,,,,,,10495631435.62,105225327342.77,,,5241707143.72,,,15920991176.68,,,,,,,,,,5173942254.57,2763615361.96,18173550280.85,47273806217.78,57951521124.99,,,261050.97,,,1874322.07,2135373.04,40747601805.06,218420119.56,,,40966021924.62,-40963886551.58,,9100000000.0,,,43870544743.48,73753519108.01,,126724063851.49,99614263127.38,4909355091.99,13210416.3,512659386.1,110036277605.47,16687786246.02,-182588662.58,33492832156.85,,,,,167975957959.16998,201468790116.02,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:58:04
20250630,,9063428766.23,,12294937968.02,6430000000.0,,1901706904.99,26753832549.84,,,19131269469.39,,,,,,,6165315914.99,81740491573.46,,,3291137228.13,,,,,,,,,,,,,3002620826.76,1770005705.46,13550964250.01,21614728010.36,60125763563.1,,,,,,682627.66,682627.66,33828776212.19,130787310.75,,,33959563522.94,-33958880895.28,,5100000000.0,,,23820560332.85,27854700246.75,,56775260579.6,56743520470.43,2477055260.57,13210416.3,331676040.47,64552251771.47,-7776991191.87,-113178178.66,18276713297.29,,,,,167975957959.16998,186252671256.46,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:02:03
20250331,,,,5932061971.22,700000000.0,,,16375991844.58,,,12491932435.49,,,,,,,3010021952.72,38510008204.01,,,1690572604.8,,,823848465.62,,,,,,,5958419338.61,,,1776560993.25,1044464674.3,6286751214.61,17580617291.19,20929390912.82,,,,,,654620.82,654620.82,21916650653.3,39839055.72,,,21956489709.02,-21955835088.2,,2100000000.0,,,15200811462.36,15819783140.44,,33120594602.8,25470896197.12,1472000709.71,13210416.3,179867628.79,32122764535.62,997830067.18,35710985.59,7096877.39,,,,,167975957959.16998,167983054836.56,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:54:03
20241231,,15653415020.31,,25785252440.58,,,,,,,29841187571.23,,,,,,,8665039045.26,79944894077.38,,,6991037897.7,1100000000.0,,7086095865.23,12731378682.51,,,,,,,,,6506819773.43,2277346446.19,13751834525.19,50444513190.25,29500380887.13,,,198194.73,,,736836.17,935030.9,12783816644.23,538839249.64,,,13322655893.87,-13321720862.97,,9900000000.0,,,27601133398.47,88383770014.93,,125884903413.4,89618248454.98,7911908702.14,10450000.0,729738683.01,103259895840.13,22625007573.27,-685174463.03,38118493134.4,,,,,129857464824.77,167975957959.16998,定期报告,是,20260327,CNY,合并期末,2025-03-27T20:52:02
20240930,,,,17293022351.49,,,7707240643.83,2708757013.34,,,21929167853.7,,,,,,,5114454304.51,54752642166.87,,,4869068972.11,1900000000.0,,,,,,,,,14515395858.8,,,4197245430.25,1695268826.93,9405988559.31,36582967647.4,18169674519.47,,2298203277.34,198194.73,,,366240.78,2298767712.85,,235236875.54,,,235236875.54,2063530837.31,,7000000000.0,,,15780559473.94,45700114462.12,,68480673936.06,60595464929.06,5452765295.06,9960000.0,513173913.79,71561404137.91,-3080730201.85,-677047677.12,16475427477.81,,,,,129857464824.77,146332892302.58,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:32:03
20240630,,3765155826.05,,11644244984.36,1700000000.0,,3665985791.37,,,,,,,,,,,3214602114.72,23989988716.5,,,3308686646.25,,,,8712315090.55,,,4055557394.4,,,,,,2908110710.77,1212698142.77,5818288898.52,26015656883.26,-2025668166.76,,2847975652.09,,,,70864.48,2848046516.57,,132752652.19,,,132752652.19,2715293864.38,,4500000000.0,,,7505087538.95,36208752818.7,,48213840357.65,46116149117.93,2277752760.13,7350000.0,358928497.13,48752830375.19,-538990017.54,-227082380.54,-76446700.46,,,,,129857464824.77,129781018124.31,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T18:32:02
20240331,,,,5663282378.58,1950000000.0,,2387150026.12,4948155091.77,,,2807857243.09,,,,,,,7014417512.02,24770862251.58,,,1629821849.24,,,,,,,,,,12848728808.62,,,1520127918.88,1148971018.8,7045585835.57,24193235431.11,577626820.47,,4370466544.84,,,,174932.23,4370641477.07,,52163933.53,,,52163933.53,4318477543.54,,4500000000.0,,,2668579780.77,16410213126.65,,23578792907.42,24382571558.75,1281599997.81,,161093409.22,25825264965.78,-2246472058.36,258945661.63,2908577967.28,,,,,129857464824.77,132766042792.05,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T17:32:02
20231231,,,,26702356112.22,,,,18992288832.07,,,,,,,,,,5882386099.69,51577031043.98,,,6834948549.62,6800000000.0,,3330807413.92,,,,6796845649.82,,,25325714144.33,,,7760298609.62,3297293091.69,11488324772.13,71634232231.13,-20057201187.15,,,274988.21,,,635195.41,910183.62,1577578253.93,1077767770.01,,,2655346023.94,-2654435840.32,,,,,8478716787.64,98914798965.46,,107393515753.1,88612708523.97,7146869820.26,7085433.44,794431358.97,96554009703.2,10839506049.9,-550884827.79,-12423015805.36,,,,,142280480630.13,129857464824.77,定期报告,是,20250328,CNY,合并期末,2024-03-28T21:17:02
