报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,42880672889.49,,,,,,,,,,,257597733.04,9732476534.58,52870747157.11,24379467768.14,,,,,,1675061427.47,6284712841.68,11858383375.25,44197625412.54,8673121744.57,,12000000.0,93854748.66,4264627.01,,,,,110119375.67,47062371.96,445290424.22,,,,30000000.0,522352796.18,-412233420.51,,448056680.0,448056680.0,22799713399.91,,,23247770079.91,23923694221.03,2842223262.92,115221478.46,128778190.72,26894695674.67,-3646925594.76,481444.82,4614444174.12,119697678658.27,,,,,124312122832.39,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T19:58:08
20251231,,235574898605.65,,,,,,,,,,,1333687635.08,88736935804.28,325645522045.01,181324061339.51,,,,,,8593893221.86,27594208680.14,92944210151.13,310456373392.64,15189148652.37,,1781325361.99,1606670598.14,5582950.82,,,,,3393578910.95,487461254.13,1731838688.88,,2772885198.65,,398475737.09,5390660878.75,-1997081967.8,,1359297415.29,1359297415.29,132232613883.63,,,133591911298.92,138973717052.78,14521025102.45,1219553206.57,6080490452.13,159575232607.36,-25983321308.44,-9079243.27,-12800333867.14,132498012525.41,119697678658.27,132498012525.41,,,119697678658.27,定期报告,是,20260418,CNY,合并期末,2026-04-17T22:24:03
20250930,,167960270580.64,,,,,,,,0.0,,,1055855883.83,22020721288.21,191036847752.68,124184567536.76,0.0,,,,,5980280520.92,22615941639.73,31278586882.6,184059376580.01,6977471172.67,,435217367.1,116828191.25,8347771.42,0.0,12039404.96,,,572432734.73,106787035.18,4113451204.34,,192675800.97,,194265214.87,4607179255.36,-4034746520.63,,1218188730.11,1218188730.11,105247897289.11,,,106466086019.22,107500085752.74,12012143430.15,994960226.47,2181994126.1,121694223308.99,-15228137289.77,-7393850.28,-12292806488.01,132498012525.41,,,,,120205206037.4,定期报告,未审计,20251022,CNY,合并期末,2025-10-21T22:40:20
20250630,,124916056796.2,,,,,,,,,,,606583748.53,20540162556.42,146062803101.15002,88020387332.0,,,,,,3898557346.16,17099656295.79,21027006878.19,130045607852.14,16017195249.01,,374467367.1,53252900.1,2577550.57,,12039404.96,,,442337222.73,84977232.02,1532431525.01,,875779.45,,194170022.65,1812454559.13,-1370117336.4,,1127146810.0,1127146810.0,74539762798.31,,,75666909608.31,78318636460.35,6015699037.14,510460299.63,1861558368.77,86195893866.26,-10528984257.95,-8312780.55,4109780874.11,132498012525.41,136607793399.52,132498012525.41,,,136607793399.52,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T19:52:07
20250331,,60254065447.84,,,,,,,,,,,368956241.23,13379801567.16,74002823256.23,47941827156.5,,,,,,1846482043.39,9371576175.23,13184514602.4,72344399977.52,1658423278.71,,122711275.45,6739165.19,2315019.6,,7545845.22,,,139311305.46,23360470.49,149500000.0,,875779.45,,2904550.83,176640800.77,-37329495.31,,33100000.0,33100000.0,40370246600.0,,,40403346600.0,24746639196.67,3213711844.08,286900673.03,275212363.27,28235563404.02,12167783195.98,-37463429.2,13751413550.18,132498012525.41,,,,,146249426075.59003,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T19:58:08
20241231,,291283876780.29,,,,,,,,,,,1848171713.55,79858154517.37,372990203011.21,236760620701.88,,,,,,9304841628.01,28974354172.87,91693075918.22,366732892420.98,6257310590.23,,1415399449.78,467532897.98,7803791.75,973775269.53,,,,2864511409.04,179473755.36,1457584779.87,,549404439.66,,2008911551.26,4195374526.15,-1330863117.11,,7727906626.33,7727906626.33,167857978554.86,,,175585885181.19,172213004101.55002,19876516665.57,844961548.8,2486002772.01,194575523539.13,-18989638357.94,-54679269.25,-14117870154.07,146615882679.48,132498012525.41,146615882679.48,,,132498012525.41,定期报告,是,20260418,CNY,合并期末,2025-04-28T21:38:15
20240930,,185867803360.63,,,,,,,,,,,1283752646.71,33075989973.1,220227545980.44,157663407054.15002,,,,,,6917334869.83,23173980372.02,48454600518.67,236209322814.67,-15981776834.23,,2125916913.49,2261884529.39,8925343.4,236513692.77,,,,4633240479.05,3154485885.35,1723390795.16,,232333705.72,,2847094.5,5113057480.73,-479817001.68,,5256693148.61,5256693148.61,118878265195.65,,,124134958344.26,111497986514.12,14444040168.19,334105890.02,2029284127.65,127971310809.96,-3836352465.7,-37463429.2,-20335409730.81,146615882679.48,,,,,126280472948.67,定期报告,未审计,20251022,CNY,合并期末,2024-10-28T19:10:04
20240630,,123914427330.09,,,,,,,,,,,879450664.8,21249135588.97,146043013583.86,106218442787.17,,,,,,4712695941.5,17095054701.0,35164830731.47,163191024161.14,-17148010577.28,,392207620.95,1308361405.94,8698311.95,,,,,1709267338.84,46374774.38,1656264110.56,,24635398.61,,2847094.5,1730121378.05,-20854039.21,,4308665000.3,4308665000.3,94063627467.72,,,98372292468.02,74182360408.15,6653896580.43,68220521.48,1548835030.36,82385092018.94,15987200449.08,-32713926.74,-1214378094.15,146615882679.48,145401504585.33,146615882679.48,,,145401504585.33,定期报告,未审计,20250826,CNY,合并期末,2024-08-19T19:55:06
20240331,,53031179820.36,,,,,,,,,,,567470929.67,19507208777.39,73105859527.42,68893443408.0,,,,,,2176208924.01,8766685169.28,26575389594.67,106411727095.96,-33305867568.54,,94992057.2,63679951.38,11434349.93,,,,,170106358.51,942693936.16,256233118.8,,,,,1198927054.96,-1028820696.45,,632408511.2,632408511.2,49259559310.22,,,49891967821.42,28479998872.87,4689674099.58,1780047799.25,823057188.06,33992730160.51,15899237660.91,-34596045.29,-18470046649.37,146615882679.48,,,,,128145836030.11,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T17:40:06
20231231,,338461019236.7,,,,,,,,65620481.93,,,2782978375.32,79820514235.84,421130132329.7901,255166106310.04,353372425.48,,,,,10020569645.95,40649896997.81,101010179408.21,407200124787.49,13930007542.3,,4092942445.52,833778558.92,18778006.35,2858621673.03,2623675467.98,,,10427796151.8,179324532.69,805992358.95,,2815193.71,,2173943284.58,3162075369.93,7265720781.87,,11048702942.15,11045872442.15,132102773718.82,,,143151476660.97,163174635873.27002,24128878373.82,3325260256.51,5809643503.35,193113157750.44,-49961681089.47,-60411263.09,-28826364028.39,175442246707.87003,146615882679.48,175442246707.87003,,,146615882679.48,定期报告,是,20250429,CNY,合并期末,2025-04-28T22:00:09
20230930,,246651765687.45,,,,,,,,57198992.38,,,1810997952.36,43226312604.48,291746275236.67004,174974991141.28998,318286743.23,,,,,7578496953.64,32460390758.88,69589987925.6,284922153522.64,6824121714.03,,1869671642.86,612601042.3,6899964.98,1672101143.99,523589843.67,,,4684863637.8,105646556.97,714420626.41,,2815193.71,,1258783901.27,2081666278.36,2603197359.44,,5499354820.0,5496524320.0,99121594257.01,,,104620949077.01,123121773316.95,19656922494.9,3606981162.83,5282553565.64,148061249377.49,-43440300300.48,36966447.26,-33976014779.75,175442246707.87003,,,,,141466231928.12,定期报告,未审计,20241029,CNY,合并期末,2023-10-27T19:25:03
