报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1470095678.96,,3636309019.17,,,1229847496.0,,,,12424936385.01,,,,,,,1040240837.1,19845092256.74,,,1027193165.38,4481125474.99,,,9743146518.09,,,,,,,,,750972795.61,520017898.25,3617399556.16,20139855408.48,-294763151.74,,23721890861.05,480607992.73,1035402.76,,,24203534256.54,13254194998.46,77990500.09,,,13332185498.55,10871348757.99,,2000000000.0,,,979229600.0,18892460000.0,,21871689600.0,11153713000.0,384233869.77,,120000.0,11611115167.49,10260574432.51,1781739.28,20838941778.04,,,,,83634413133.85,104473354911.89,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:42:03
20251231,,18453502746.51,,12925969280.03,,,,,,,31911793333.25,,,,,,,948569439.64,64612464061.12,,,3784601069.27,1730000000.0,,12774337770.43,15646834876.98,,,,,,,,,3744657625.49,2148622361.27,10876825800.7,50705879504.14,13906584556.98,,53861741433.68,1555198127.45,13044963.33,,28022843.12,55458007367.58,68393064331.06,269133305.23,,,68662197636.29,-13204190268.71,,3485530943.39,,,1597345439.42,38779710000.0,,43862586382.81,31984441064.64,2632523923.64,,,36894052430.07,6968533952.74,-29321012.9,7641607228.11,70851721929.74,65384734072.38,12782691204.11,10608071833.36,75992805905.74,83634413133.85,定期报告,是,20260327,CNY,合并期末,2026-03-26T18:50:06
20250930,,19248422778.16,,9334013802.32,,,,,,,22069417866.19,,,,,,,363625033.6,51291139582.06,,,2730819008.29,9380139577.85,,10054323745.68,7289945344.06,,,,,,,,,2079154932.65,1337328956.45,8156060545.54,41027772110.52,10263367471.54,,52394732341.21,1184926765.87,5718019.25,,27199839.37,53612576965.7,55287950867.78,190759276.68,,,55478710144.46,-1866133178.76,,,,,1904694307.78,31446410000.0,,33351104307.78,23145156476.95,1800215777.21,,1056603.78,27163286263.46,6187818044.32,7583164.61,14592635501.71,,,,,75992805905.74,90585441407.45,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:16:04
20250630,,,,5650905586.53,,,377074829.33,,,,6994242530.79,,,,,,,2159114309.45,15369995540.08,,,1773504311.0,2851000000.0,,,2492347202.36,,,,,,1549144513.99,,,1417339705.59,1126471217.59,1874250280.58,13084057231.11,2285938308.97,,36383662379.49,733707213.01,1408315.14,,,37118777907.64,36027857013.81,106062389.76,,,36133919403.57,984858504.07,,,,,1003550433.37,15064400000.0,,16067950433.37,15166145936.22,729793569.5,,,16047588332.95,20362100.42,-8274192.15,3282884721.31,68044494413.74,65384734072.38,11231196213.31,10608071833.36,75992805905.74,79275690627.05,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:02:03
20250331,,5303107497.53,,3047421334.1,,,,,,,3755810851.67,,,,,,,462158151.11,12666323822.97,,,993401957.3,4470346023.68,,975875370.91,2229704218.8,,,,,,,,,722790193.74,619647557.2,1854087916.18,11865853237.81,800470585.16,,11050510183.07,89924453.3,1877717.39,,,11142312353.76,22334378300.0,60602640.77,,,22394980940.77,-11252668587.01,,,,,2653893629.33,8814350000.0,,11468243629.33,9353786958.91,365851423.94,,,9801164705.19,1667078924.14,2091759.3,-8783027318.41,,,,,75992805905.74,67209778587.33,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T19:14:03
20241231,,1533142351.74,,11372631480.99,2788555000.0,,,24814353228.47,,,15441616653.85,,,,,,,606899611.06,57217189594.9,,,3635532262.02,,,6304797893.57,,,,,,,,,,3472797541.05,1175367799.7,6246821270.42,20835316766.76,36381872828.14,,53121429693.4,1244761912.46,2714430.57,,,54368906036.43,69039536372.19,372008034.44,,,69411544406.63,-15042638370.2,,,,,493454180.14,36878215000.0,,37371669180.14,41725802969.18,3604376405.46,,,45640959016.82,-8269289836.68,39901883.11,13109846504.37,65384734072.38,54351931750.1,10608071833.36,8531027651.27,62882959401.37,75992805905.74,定期报告,是,20260327,CNY,合并期末,2025-03-27T23:47:02
20240930,,,,7756292631.36,,,3147380834.9,21809655952.44,,,17329539756.99,,,,,,,1742445189.16,52284028812.3,,,2424663927.31,207680120.1,,,,,,,,,2749506138.69,,,2756687904.69,690467364.97,8406427246.77,17235432702.53,35048596109.77,,43681692497.85,1026885993.93,5658639.51,,,44714237131.29,50523140336.71,363921857.97,,,50887062194.68,-6172825063.39,,,,,844566837.08,17473865000.0,,18318431837.08,36924747139.85,3079866472.94,,18624.06,40258912531.35,-21940480694.27,-7848960.76,6927441391.35,,,,,62882959401.37,69810400792.72,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:27:02
20240630,,11837928961.97,,5387058830.93,,,3056996009.44,,,,3793742641.63,,,,,,,819115914.12,25238881734.42,,,1669541982.34,460005000.0,,,822455832.26,,,,,,,,,1822853981.21,463379541.8,5289853743.95,10528090081.56,14710791652.86,,25584088253.6,707108029.93,716014.6,,,26291912298.13,28860763158.71,184126270.52,,,29044889429.23,-2752977131.1,,,,,1413828298.12,7045200000.0,,8459028298.12,26771657314.99,1050078114.2,,14224.06,27966874088.88,-19507845790.76,12193432.15,-7537837836.85,47044082045.11,54351931750.1,8301039519.41,8531027651.27,62882959401.37,55345121564.52,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T21:17:02
20240331,,,,2523336901.18,,,2104611247.48,9428350972.96,,,5335218537.6,,,,,,,888366471.93,20461470034.28,,,693218373.0,7405321771.88,7405321771.88,,,,,,,,5482763260.4,,,738747962.34,224497226.87,1484146994.51,16028695589.0,4432774445.28,,15887544756.18,335918379.1,2264094.45,,,16225727229.73,12697764268.71,70015863.24,,,12767780131.95,3457947097.78,,,,,847624250.0,2337970000.0,,3185594250.0,13857096077.0,561306841.9,,8792.5,14491159095.2,-11305564845.2,-2245657.21,-3417088959.35,,,,,62882959401.37,59465870442.02,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:02:03
20231231,,17822552498.17,,12158017715.51,,,45992756.18,6154482670.89,,,,,,,,,,4759265675.3,41613586661.5,,,3208350357.64,887587500.0,,,,,,13020454981.45,,,,,,3839909181.93,1214938746.29,3861060386.52,26032301153.83,15581285507.67,,19647718388.43,942842882.2,1375076.84,,,20591936347.47,34896377860.0,506041359.94,,,35402419219.94,-14810482872.47,,,,,1919979609.18,29299475000.0,,31219454609.18,31914380574.85,3057572411.55,,7547169.81,35334324663.88,-4114870054.7,11950306.27,-3332117113.23,54351931750.1,57338484201.24,8531027651.27,8876592313.36,66215076514.6,62882959401.37,定期报告,是,20250328,CNY,合并期末,2024-03-27T23:07:02
