报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,34709544382.76,,,,,,,,,,,5430749.51,409403889.9,35325089592.45,35428925222.41,,,,,,1170464326.22,561299171.7,1131987376.68,38616947059.14,-3291857466.69,,,14123830.5,,,,,,14123830.5,332534915.39,329048580.0,,,,,661583495.39,-647459664.89,,18500000.0,18500000.0,1900776213.6,,48268274.3,1967544487.9,1406564939.27,522597808.17,,2523023.0,1931685770.44,35858717.46,-1379647.09,-3904838061.21,25191914194.45,,,,,21287076133.24,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:26:05
20251231,,96740846393.8,,,,,,,,,,,,2384614698.6,100960893192.14,79013006545.14,,,,,,4633758881.9,2863155050.54,5343604836.06,93238237100.33,7722656091.81,,652992368.46,37344626.21,1489171.91,,81000000.0,,,772826166.58,1142930039.29,2683059616.18,,,,,3825989655.47,-3053163488.89,,1209640000.0,10000000.0,23206072048.58,,154121589.97,24569833638.55,19231391740.75,4650280480.2,11344033.6,274876465.67,24156548686.62,413284951.93,22311103.11,5105088657.96,20086825536.49,25191914194.45,20086825536.49,,,25191914194.45,定期报告,是,20260425,CNY,合并期末,2026-04-24T16:50:06
20250930,,69094836186.72,,,,,,,,,,,8691788.61,2361958460.78,72126737839.76,61007910676.63,,,,,,3366204324.56,1395172744.06,4854945017.93,72362864033.02,-236126193.26,,273873930.48,32804208.12,,,60776179.24,,,367454317.84,1141138128.38,957902762.62,,,,,2099040891.0,-1731586573.16,,1209640000.0,10000000.0,16696713724.65,,304150432.19,18210504156.84,13262522167.89,2880382069.9,8150890.92,131762451.2,16274666688.99,1935837467.85,-8506620.64,-40381919.21,20086825536.49,,,,,20046443617.28,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T21:06:19
20250630,,45493454006.44,,,,,,,,,,,5840026.26,1481195257.29,47366581230.69,44495958837.58,,,,,,2159293155.29,1330376832.23,2336594008.79,51650255435.23,-4283674204.54,,273873930.48,4919054.12,,,54776179.24,,,333569163.84,688024622.77,650791363.94,,,,,1338815986.71,-1005246822.87,,1199640000.0,,11925901390.08,,169811401.31,13295352791.39,9922471221.94,1254429655.39,1000491.58,81797645.89,11258698523.22,2036654268.17,-11099310.63,-3263366069.87,20086825536.49,16823459466.62,20086825536.49,,,16823459466.62,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:00:05
20250331,,32213099894.43,,,,,,,,,,,642198.87,488922515.63,32935551095.14,32293619505.28,,,,,,1128814606.92,427655809.86,1209414176.52,35988849972.6,-3053298877.46,,232797930.48,4919054.12,,,54776179.24,,,292493163.84,451326969.16,370030265.28,,,,,821357234.44,-528864070.6,,,,5256993149.96,,43543198.03,5300536347.99,2267319636.01,640418400.54,,11259224.94,2918997261.49,2381539086.5,-1939849.62,-1202563711.18,20086825536.49,,,,,18884261825.31,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:10:08
20241231,,96592850204.94,,,,,,,,,,,112848970.91,3637216187.01,101515184897.75,80574103411.45,,,,,,4803683546.82,3901794408.91,5996790602.08,98087807718.18,3427377179.57,,35165275.34,44895911.9,3629225.58,,239100427.96,,,322790840.78,7556180302.22,1521204595.82,,,,1407709213.75,10485094111.79,-10162303271.01,,250810588.23,250810588.23,33279338460.63,,1401720757.69,34931869806.55,22734897747.06,6222104637.1,120375103.11,464103644.17,29421106028.33,5510763778.22,6936853.65,-1217225459.57,21304050996.06,20086825536.49,21304050996.06,,,20086825536.49,定期报告,是,20260425,CNY,合并期末,2026-04-24T16:50:06
20240930,,60343820038.11,,,,,,,,,,,168234489.57,1805007469.51,63010405778.07,56789749370.87,,,,,,3341724407.84,2355406638.51,3763878495.98,68616609485.68,-5606203707.61,,28347895.34,44643808.61,4707247.52,,,,,77698951.47,4079900249.17,1126460429.69,,27773524.0,,,5234134202.86,-5156435251.39,,187600588.23,187600588.23,26309576254.17,,316734504.09,26813911346.49,15179447663.35,4405651132.81,46892336.78,263053442.45,19848152238.61,6965759107.88,-5250659.99,-3802130511.11,21304050996.06,,,,,17501920484.95,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:30:07
20240630,,42705915954.19,,,,,,,,,,,57130852.47,1405277130.79,44587987538.16,40548964943.68,,,,,,2254575824.07,1971177406.79,2580916769.88,49310643049.12,-4722655510.96,,24976000.0,15199099.91,3122281.59,,,,,43297381.5,3203363587.46,789545475.44,,27722524.0,,,4020631586.9,-3977334205.4,,155870588.23,155870588.23,15981350505.43,,187129827.9,16324350921.56,8357685141.98,1450145597.25,40819080.18,232596399.4,10040427138.63,6283923782.93,-1394278.57,-2417460212.0,21304050996.06,18886590784.06,21304050996.06,,,18886590784.06,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T16:35:28
20240331,,31455339596.06,,,,,,,,,,,12059770.84,592253281.62,32375500938.53,30629185572.57,,,,,,1006921377.4,742242964.54,1107596536.45,35353781238.95,-2978280300.42,,24976000.0,,1684316.69,,,,,26660316.69,1069091596.94,333807796.38,,27922524.0,,,1430821917.32,-1404161600.63,,78970588.23,78970588.23,6044022234.6,,500000000.0,6622992822.83,1850417144.83,706627607.84,42465935.43,61489453.35,2618534206.02,4004458616.81,211946.84,-377771337.4,21304050996.06,,,,,20926279658.66,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:35:11
20231231,,96214387663.62,,,,,,,,,,,424582944.63,2403527313.95,100137115732.66,83027408387.06,,,,,,4590881023.32,4427778282.15,7227032605.84,102255128883.49,-2118013150.83,,1358220000.0,37103649.04,2080310.27,,25440000.0,,,1422843959.31,7745804432.16,3217038306.14,,964829190.77,,,11927671929.07,-10504827969.76,,442848268.54,442848268.54,24615339330.49,,623192809.32,25681380408.35,13213927182.28,7053138485.41,40977149.88,2657908788.6,22924974456.29,2756405952.06,-19323589.17,-9885758757.7,31189809753.76,21304050996.06,31189809753.76,,,21304050996.06,定期报告,是,20250423,CNY,合并期末,2024-04-22T20:35:07
20230930,,78647425517.46,,,,,,,,,,,248582780.79,1408322871.11,80998837179.8,74415661747.86,,,,,,3107690885.87,3837034492.75,3918839233.55,87602270432.75,-6603433252.95,,1121570000.0,27065551.13,1231756.39,,7291900.0,,,1157159207.52,3776233310.94,1967331847.35,,297760769.3,,1293837691.14,7335163618.73,-6178004411.21,,409223011.77,409223011.77,14929191608.95,,2156889452.65,17495304073.37,6752281942.28,5781378135.03,40083186.79,2595867296.52,15129527373.83,2365776699.54,3166848.68,-10412494115.94,31189809753.76,,,,,20777315637.82,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T20:10:03
