报告日,经营活动产生的现金流量,收到原保险合同保费取得的现金,再保险业务产生的现金流入,保户储金及投资款净增加额,客户存款和同业存入款项净增加,买入返售业务资金净减少额,卖出回购金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,处置交易性金融资产净增加额,保证金现金流入,收到的现金资产管理费收入,收到税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,支付原保险合同赔付款项的现金,支付再保业务产生的现金流出,支付保单红利的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,客户存款和同业存入款项净减少额,保户储金及投资款净减少额,拆入资金净减少额,卖出回购金融资产净减少额,买入返售业务资金净增加额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,拆出资金净增加额,处置交易性金融资产的净减少额,保证金现金流出,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金,买入返售金融资产收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,购买子公司及其他营业单位支付的现金净额,保户质押贷款净增加额,买入返售金融资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,卖出回购金融资产收到的现金,取得借款收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,回购金融资产支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加(减少)额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,662663000000.0,,85282000000.0,,,,,,,,,,8089000000.0,670752000000.0,219870000000.0,416000000.0,16139000000.0,,,,,,,,,54486000000.0,19798000000.0,,15090000000.0,,4894000000.0,15725000000.0,345770000000.0,324982000000.0,,963796000000.0,136780000000.0,85000000.0,,16139000000.0,,1116800000000.0,1401820000000.0,1967000000.0,11006000000.0,14401000000.0,,198000000.0,1414991000000.0,-298191000000.0,,17889000000.0,5482000000.0,18000000.0,,750000000.0,24139000000.0,563000000.0,,20139000000.0,,761000000.0,21463000000.0,2676000000.0,107000000.0,29574000000.0,,,,,127594000000.0,157168000000.0,定期报告,未审计,20241031,CNY,合并期末,2023-10-26T22:17:02
20230630,,477780000000.0,224000000.0,66535000000.0,,,,,,,,,,7379000000.0,485383000000.0,151527000000.0,,7958000000.0,,,,,,,,,38979000000.0,13006000000.0,,6284000000.0,,2931000000.0,13486000000.0,235959000000.0,249424000000.0,,690717000000.0,90479000000.0,67000000.0,,,,781263000000.0,923594000000.0,1161000000.0,7760000000.0,8783000000.0,15624000000.0,20000000.0,948159000000.0,-166896000000.0,,10841000000.0,,18000000.0,,750000000.0,11609000000.0,538000000.0,21188000000.0,4925000000.0,,486000000.0,27137000000.0,-15528000000.0,114000000.0,67114000000.0,194708000000.0,127594000000.0,,,127594000000.0,194708000000.0,定期报告,未审计,20240830,CNY,合并期末,2023-08-23T18:12:03
20230331,,301400000000.0,20000000.0,44925000000.0,,,,,,,,,,5230000000.0,306650000000.0,91259000000.0,,3699000000.0,,,,,,,,,22238000000.0,6166000000.0,,1630000000.0,,1415000000.0,7391000000.0,130670000000.0,175980000000.0,,364492000000.0,41765000000.0,20000000.0,30000000.0,,,406307000000.0,466809000000.0,722000000.0,1951000000.0,2201000000.0,2238000000.0,,471720000000.0,-65413000000.0,,7019000000.0,,18000000.0,,750000000.0,7787000000.0,139000000.0,69376000000.0,3318000000.0,,237000000.0,73070000000.0,-65283000000.0,-36000000.0,45248000000.0,,,,,127594000000.0,172842000000.0,定期报告,未审计,20240427,CNY,合并期末,2023-04-27T18:22:05
20221231,,617897000000.0,,47458000000.0,,,,,,,,,,17855000000.0,686385000000.0,173781000000.0,1283000000.0,21622000000.0,,,,,,,,,55406000000.0,26319000000.0,,27142000000.0,,6225000000.0,22639000000.0,334417000000.0,351968000000.0,,1160547000000.0,187524000000.0,363000000.0,4395000000.0,,,1352829000000.0,1434440000000.0,3076000000.0,34743000000.0,18198000000.0,27327000000.0,,1517784000000.0,-164955000000.0,,5896000000.0,,688000000.0,,,6584000000.0,8275000000.0,90711000000.0,26386000000.0,,1307000000.0,126679000000.0,-120095000000.0,217000000.0,67135000000.0,127594000000.0,60459000000.0,,,60459000000.0,127594000000.0,定期报告,是,20240328,CNY,合并期末,2023-03-29T20:37:11
20220930,,494458000000.0,,38442000000.0,,,,,,,,,,13037000000.0,547802000000.0,133065000000.0,1057000000.0,17803000000.0,,,,,,,,,46369000000.0,20209000000.0,,15456000000.0,,5482000000.0,19532000000.0,258973000000.0,288829000000.0,,930542000000.0,134495000000.0,148000000.0,255000000.0,,,1065440000000.0,1080431000000.0,1720000000.0,12117000000.0,12922000000.0,12867000000.0,,1120057000000.0,-54617000000.0,,3241000000.0,,,,,3241000000.0,97000000.0,151849000000.0,24429000000.0,,1228000000.0,177603000000.0,-174362000000.0,228000000.0,60078000000.0,,,,,60459000000.0,120537000000.0,定期报告,未审计,20231027,CNY,合并期末,2022-10-27T18:27:03
20220630,,365178000000.0,,27420000000.0,,,,,,,,,,11357000000.0,405893000000.0,88368000000.0,519000000.0,11679000000.0,,,,,,,,,34988000000.0,13875000000.0,,13000000.0,,3681000000.0,10056000000.0,163179000000.0,242714000000.0,,556574000000.0,87952000000.0,99000000.0,,,,644625000000.0,727221000000.0,1357000000.0,11531000000.0,9251000000.0,31979000000.0,,781339000000.0,-136714000000.0,,,,,,,0.0,74000000.0,64186000000.0,5260000000.0,,3009000000.0,72529000000.0,-72529000000.0,205000000.0,33676000000.0,94135000000.0,60459000000.0,,,60459000000.0,94135000000.0,定期报告,未审计,20230824,CNY,合并期末,2022-08-25T23:07:05
20220331,,235040000000.0,,12960000000.0,,,,,,11887000000.0,,,,3311000000.0,263198000000.0,49126000000.0,47000000.0,3608000000.0,,,,,,,,,21684000000.0,6505000000.0,,,,2143000000.0,5124000000.0,88826000000.0,174372000000.0,,347132000000.0,45531000000.0,27000000.0,,,,392690000000.0,342774000000.0,554000000.0,127000000.0,5666000000.0,29277000000.0,,378398000000.0,14292000000.0,,,,,,,0.0,69000000.0,159695000000.0,3103000000.0,,3864000000.0,166731000000.0,-166731000000.0,-28000000.0,21905000000.0,,,,,60459000000.0,82364000000.0,定期报告,未审计,20230428,CNY,合并期末,2022-04-27T20:12:04
20211231,,616602000000.0,,12918000000.0,,,,,,,,,,14417000000.0,643937000000.0,176273000000.0,948000000.0,24018000000.0,,,,,,,,,67393000000.0,24117000000.0,,24969000000.0,,12078000000.0,26217000000.0,357491000000.0,286446000000.0,,693832000000.0,174488000000.0,341000000.0,559000000.0,,,869220000000.0,1183270000000.0,5583000000.0,35923000000.0,35479000000.0,2804000000.0,,1263059000000.0,-393839000000.0,,22850000000.0,117211000000.0,116000000.0,,,140177000000.0,11000000.0,,26680000000.0,,2267000000.0,28958000000.0,111219000000.0,-71000000.0,3755000000.0,60459000000.0,56704000000.0,,,56704000000.0,60459000000.0,定期报告,是,20230330,CNY,合并期末,2022-03-24T20:02:04
20210930,,484552000000.0,,11941000000.0,,,,,,297000000.0,,,,9667000000.0,506457000000.0,136268000000.0,1000000.0,19305000000.0,,,,,,,,,56136000000.0,18333000000.0,,,,13665000000.0,15951000000.0,260084000000.0,246373000000.0,,490024000000.0,121431000000.0,247000000.0,481000000.0,,,612183000000.0,862858000000.0,3107000000.0,13100000000.0,26828000000.0,7684000000.0,,913577000000.0,-301394000000.0,,17310000000.0,65842000000.0,,,,83152000000.0,,,25402000000.0,,1855000000.0,27257000000.0,55895000000.0,-30000000.0,844000000.0,,,,,56655000000.0,57499000000.0,定期报告,未审计,20221028,CNY,合并期末,2021-10-28T17:37:05
20210630,,363662000000.0,,9376000000.0,,,,,,4522000000.0,,,,5861000000.0,383421000000.0,93251000000.0,148000000.0,12590000000.0,,,,,,,,,42818000000.0,12730000000.0,,,,10659000000.0,10644000000.0,185101000000.0,198320000000.0,,305572000000.0,76754000000.0,244000000.0,15000000.0,,,382585000000.0,571792000000.0,2222000000.0,13063000000.0,20880000000.0,1352000000.0,,609309000000.0,-226724000000.0,,11819000000.0,47676000000.0,,,,59495000000.0,,,4471000000.0,,1440000000.0,5911000000.0,53584000000.0,-38000000.0,25142000000.0,81797000000.0,56655000000.0,,,56655000000.0,81797000000.0,定期报告,未审计,20220826,CNY,合并期末,2021-08-25T21:32:04
20210331,,240417000000.0,,8182000000.0,,,,,,12096000000.0,,,,2828000000.0,265416000000.0,53385000000.0,193000000.0,3838000000.0,,,,,,,,,28155000000.0,6255000000.0,,,,4256000000.0,8105000000.0,104187000000.0,161229000000.0,,170016000000.0,42280000000.0,19000000.0,,608000000.0,,212923000000.0,320236000000.0,1065000000.0,,11542000000.0,,,332843000000.0,-119920000000.0,,3741000000.0,,,,,3741000000.0,,13775000000.0,2090000000.0,,754000000.0,16619000000.0,-12878000000.0,-30000000.0,28401000000.0,,,,,56655000000.0,85056000000.0,定期报告,未审计,20220428,CNY,合并期末,2021-04-28T19:22:03
20201231,,602472000000.0,,20870000000.0,,,,,,345000000.0,,,,12538000000.0,639229000000.0,162603000000.0,1229000000.0,22304000000.0,,,,,,,,,84709000000.0,23489000000.0,,,,8320000000.0,32556000000.0,335210000000.0,304019000000.0,,669061000000.0,156438000000.0,57000000.0,2175000000.0,,,827731000000.0,1083353000000.0,7469000000.0,,25858000000.0,3850000000.0,,1120530000000.0,-292799000000.0,,22846000000.0,4912000000.0,6822000000.0,,1069000000.0,35649000000.0,6505000000.0,,24774000000.0,,3070000000.0,43409000000.0,-7760000000.0,-144000000.0,3316000000.0,56655000000.0,53339000000.0,,,53339000000.0,56655000000.0,定期报告,是,20220325,CNY,合并期末,2021-03-25T19:02:03
20200930,,476464000000.0,,20899000000.0,,,,,,,,,,12394000000.0,509912000000.0,123506000000.0,559000000.0,17524000000.0,,,,,,,,,72192000000.0,18224000000.0,,4206000000.0,,13476000000.0,21307000000.0,270994000000.0,238918000000.0,,462567000000.0,113316000000.0,29000000.0,1235000000.0,,,577147000000.0,708414000000.0,4617000000.0,,18171000000.0,21203000000.0,,752405000000.0,-175258000000.0,,17551000000.0,,4141000000.0,,,21692000000.0,12898000000.0,46834000000.0,24090000000.0,,2292000000.0,86114000000.0,-64422000000.0,2000000.0,-760000000.0,,,,,53306000000.0,52546000000.0,定期报告,未审计,20211029,CNY,合并期末,2020-10-28T18:17:03
20200630,,339177000000.0,,17324000000.0,,,,,,588000000.0,,,,4674000000.0,362639000000.0,81297000000.0,368000000.0,11209000000.0,,,,,,,,,56386000000.0,12142000000.0,,,,6247000000.0,12198000000.0,179847000000.0,182792000000.0,,409498000000.0,70698000000.0,22000000.0,591000000.0,,,480809000000.0,499358000000.0,3225000000.0,,9850000000.0,57015000000.0,,569448000000.0,-88639000000.0,,6795000000.0,,681000000.0,,,7476000000.0,523000000.0,69331000000.0,2930000000.0,,1374000000.0,74158000000.0,-66682000000.0,112000000.0,27583000000.0,80889000000.0,53306000000.0,,,53306000000.0,80889000000.0,定期报告,未审计,20210826,CNY,合并期末,2020-08-26T18:07:03
20200331,,204687000000.0,,9691000000.0,,,,,,,,,,2439000000.0,216998000000.0,40254000000.0,176000000.0,1637000000.0,,,,,,,,,31696000000.0,5912000000.0,,683000000.0,,4947000000.0,6384000000.0,91689000000.0,125309000000.0,,225176000000.0,34741000000.0,2000000.0,591000000.0,,,260510000000.0,283748000000.0,1738000000.0,,4461000000.0,27118000000.0,,317065000000.0,-56555000000.0,,4479000000.0,,124000000.0,,,4603000000.0,,53743000000.0,2107000000.0,,549000000.0,56399000000.0,-51796000000.0,16000000.0,16974000000.0,,,,,53306000000.0,70280000000.0,定期报告,未审计,20210429,CNY,合并期末,2020-04-23T18:22:02
20191231,,582469000000.0,,12824000000.0,,,,,,17837000000.0,,,,8622000000.0,622965000000.0,177215000000.0,1439000000.0,14359000000.0,,,,,,,,,79246000000.0,24131000000.0,,,,11813000000.0,28730000000.0,336933000000.0,286032000000.0,,878997000000.0,142015000000.0,72000000.0,1432000000.0,5468000000.0,,1027984000000.0,1231377000000.0,11415000000.0,,32707000000.0,,,1275499000000.0,-247515000000.0,,12961000000.0,,35111000000.0,,,48072000000.0,365000000.0,73552000000.0,8247000000.0,,1983000000.0,84147000000.0,-36075000000.0,55000000.0,2497000000.0,53306000000.0,50809000000.0,,,50809000000.0,53306000000.0,定期报告,是,20210326,CNY,合并期末,2020-03-25T21:52:01
20190930,,433497000000.0,,15761000000.0,,,,,,15256000000.0,,,,7579000000.0,473289000000.0,141881000000.0,764000000.0,11466000000.0,,,,,,,,,61531000000.0,18296000000.0,,,,11590000000.0,20381000000.0,265909000000.0,207380000000.0,,646322000000.0,103842000000.0,35000000.0,1896000000.0,7981000000.0,,760076000000.0,898683000000.0,6078000000.0,,20588000000.0,,,925349000000.0,-165273000000.0,,7034000000.0,,35014000000.0,34988000000.0,,42048000000.0,565000000.0,65595000000.0,6620000000.0,,1383000000.0,74163000000.0,-32115000000.0,116000000.0,10108000000.0,,,,,50809000000.0,60917000000.0,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T14:52:10
20190630,,308198000000.0,,12911000000.0,,,,,,14654000000.0,,,,4829000000.0,341671000000.0,103893000000.0,649000000.0,8096000000.0,,,,,,,,,43165000000.0,12606000000.0,,,,9711000000.0,13261000000.0,191381000000.0,150290000000.0,,454139000000.0,69719000000.0,17000000.0,1419000000.0,6688000000.0,,531982000000.0,591325000000.0,2860000000.0,,13705000000.0,,,607890000000.0,-75908000000.0,,4896000000.0,,35014000000.0,34988000000.0,,39910000000.0,,101645000000.0,5345000000.0,,857000000.0,107847000000.0,-67937000000.0,5000000.0,6450000000.0,57259000000.0,50809000000.0,,,50809000000.0,57259000000.0,定期报告,未审计,20200827,CNY,合并期末,2020-03-13T14:52:10
20190331,,187527000000.0,,8861000000.0,,,,,,6937000000.0,,,,2957000000.0,206282000000.0,54821000000.0,222000000.0,2665000000.0,,,,,,,,,23040000000.0,6150000000.0,,,,1755000000.0,5135000000.0,94517000000.0,111765000000.0,,287661000000.0,37152000000.0,,1419000000.0,,,326232000000.0,277277000000.0,1808000000.0,,7094000000.0,22211000000.0,,308390000000.0,17842000000.0,,2625000000.0,,34988000000.0,34988000000.0,132000000.0,37745000000.0,,150076000000.0,904000000.0,,197000000.0,151177000000.0,-113432000000.0,-105000000.0,16070000000.0,,,,,50809000000.0,66879000000.0,定期报告,未审计,20200424,CNY,合并期末,2020-03-13T14:52:10
20181231,,564611000000.0,,23577000000.0,,,,,,,,,,8224000000.0,597526000000.0,286018000000.0,1853000000.0,18492000000.0,,,,,,,,,63096000000.0,21822000000.0,,14361000000.0,,13062000000.0,31270000000.0,449974000000.0,147552000000.0,,528654000000.0,125845000000.0,274000000.0,,26258000000.0,,681031000000.0,864566000000.0,19546000000.0,775000000.0,34208000000.0,,309000000.0,919404000000.0,-238373000000.0,,3560000000.0,104832000000.0,727000000.0,,,109119000000.0,,,15829000000.0,,327000000.0,16156000000.0,92963000000.0,81000000.0,2223000000.0,50809000000.0,48586000000.0,,,48586000000.0,50809000000.0,定期报告,是,20200326,CNY,合并期末,2020-03-13T14:52:10
20180930,,435288000000.0,,20860000000.0,,,,,,,,,,7372000000.0,464418000000.0,246874000000.0,1174000000.0,15348000000.0,,,,,,,,,49313000000.0,16275000000.0,,28336000000.0,,12177000000.0,18488000000.0,387985000000.0,76433000000.0,,418771000000.0,98111000000.0,66000000.0,,30058000000.0,,547006000000.0,588831000000.0,10650000000.0,775000000.0,25169000000.0,,299000000.0,625724000000.0,-78718000000.0,,1562000000.0,32317000000.0,730000000.0,,,34609000000.0,,,14713000000.0,,312000000.0,15025000000.0,19584000000.0,-3000000.0,17296000000.0,,,,,48586000000.0,65882000000.0,定期报告,未审计,20191030,CNY,合并期末,2020-03-13T14:52:10
20180630,,322478000000.0,,11437000000.0,,,,,,,,,,4093000000.0,338008000000.0,191813000000.0,956000000.0,10659000000.0,,,,,,,,,35442000000.0,11284000000.0,,17513000000.0,,11652000000.0,14494000000.0,293836000000.0,44172000000.0,,330122000000.0,67732000000.0,35000000.0,,26563000000.0,,424452000000.0,438148000000.0,7367000000.0,775000000.0,18132000000.0,,299000000.0,464721000000.0,-40269000000.0,,1063000000.0,14753000000.0,730000000.0,,,16546000000.0,0.0,,10772000000.0,,312000000.0,11084000000.0,5462000000.0,22000000.0,9387000000.0,57973000000.0,48586000000.0,,,48586000000.0,57973000000.0,定期报告,未审计,20190823,CNY,合并期末,2020-03-13T14:52:10
20180331,,207189000000.0,,4033000000.0,,,,,,,,,,2101000000.0,213323000000.0,143436000000.0,293000000.0,3546000000.0,,,,,,,,,16664000000.0,6127000000.0,,11416000000.0,,1572000000.0,7474000000.0,190541000000.0,22782000000.0,,191851000000.0,33386000000.0,13000000.0,,15682000000.0,,240932000000.0,243158000000.0,2344000000.0,753000000.0,8556000000.0,,299000000.0,255110000000.0,-14178000000.0,,16000000.0,3783000000.0,734000000.0,,,4533000000.0,,,1905000000.0,,,1905000000.0,2628000000.0,-124000000.0,11108000000.0,,,,,48586000000.0,59694000000.0,定期报告,未审计,20190426,CNY,合并期末,2020-03-13T14:52:10
20171231,,496075000000.0,,37585000000.0,,,,,,83721000000.0,,,,7697000000.0,626009000000.0,286932000000.0,1157000000.0,20057000000.0,,,,,,,,,62843000000.0,19024000000.0,,,,8322000000.0,26684000000.0,425019000000.0,200990000000.0,,896625000000.0,127026000000.0,103000000.0,,6975000000.0,,1030729000000.0,1178872000000.0,9619000000.0,,15515000000.0,,399000000.0,1204405000000.0,-173676000000.0,,4034000000.0,6228000000.0,3121000000.0,,,13383000000.0,38000000000.0,,12970000000.0,,8008000000.0,58978000000.0,-45595000000.0,-179000000.0,-18460000000.0,48586000000.0,67046000000.0,,,67046000000.0,48586000000.0,定期报告,是,20190328,CNY,合并期末,2020-03-13T14:52:10
20170930,,405749000000.0,,35751000000.0,,,,,,80879000000.0,,,,5205000000.0,528940000000.0,243538000000.0,371000000.0,16819000000.0,,,,,,,,,47959000000.0,14012000000.0,,,,6205000000.0,20247000000.0,349151000000.0,179789000000.0,,676688000000.0,94099000000.0,823000000.0,,11982000000.0,,783592000000.0,915924000000.0,6726000000.0,,8753000000.0,,399000000.0,931802000000.0,-148210000000.0,,1126000000.0,,149000000.0,,,1275000000.0,28000000000.0,5596000000.0,12162000000.0,,,45758000000.0,-44483000000.0,-4000000.0,-12908000000.0,,,,,67046000000.0,54138000000.0,定期报告,未审计,20181026,CNY,合并期末,2020-03-13T14:52:10
