报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,13435200275.33,,,,,,,,,,,25585807.03,1123763941.63,14584550023.99,8316463012.55,,,,,,1410461720.87,1097606704.04,423361995.52,11247893432.98,3336656591.01,,61956788.04,573040590.85,140066219.23,,356539166.67,,,1131602764.79,971565943.98,83400000.0,,,,351555650.45,1406521594.43,-274918829.64,,705100000.0,705100000.0,7078967035.32,,1393893918.45,9177960953.77,5616171337.54,1367243870.67,8799960.0,425224192.08,7408639400.29,1769321553.48,-94337857.77,4736721457.08,31565896463.77,,,,,36302617920.85,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T15:58:05
20251231,,55855890241.71,,,,,,,,,,,111151080.0,3560056412.24,59527097733.95,35272642991.74,,,,,,6529443118.18,3871951087.97,2049958602.51,47723995800.4,11803101933.55,,342766246.65,3427965385.83,1224762462.89,,1591231871.85,,,6586725967.22,6872326054.91,3305392658.22,,,,1639429986.55,11817148699.68,-5230422732.46,,501646750.0,501646750.0,10533279933.28,,175928353.51,11210855036.79,12123863303.45,5839292176.29,1036217935.09,1015618887.95,18978774367.69,-7767919330.9,-52875678.0,-1248115807.81,32814012271.58,31565896463.77,32814012271.58,,,31565896463.77,定期报告,是,20260401,CNY,合并期末,2026-03-31T16:30:13
20250930,,42322617906.41,,,,,,,,,,,97439014.54,3107779903.49,45527836824.44,26246460041.1,,,,,,4216171422.28,2669083159.42,2545764650.76,35677479273.56,9850357550.88,,228451234.36,2346513868.5,323512467.35,,971189935.3,,,3869667505.51,3863627821.57,1897224721.92,,,,705121947.37,6465974490.86,-2596306985.35,,495656257.59,495656257.59,10344144400.21,,168252797.72,11008053455.52,9502092269.35,5251483806.52,593600798.86,496610637.57,15250186713.44,-4242133257.92,2460548.47,3014377856.08,32814012271.58,,,,,35828390127.66,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:20:17
20250630,,26937117205.69,,,,,,,,,,,72579580.33,1740367981.42,28750064767.44,16571652033.75,,,,,,2906621023.34,1792982939.6,1193425488.79,22464681485.48,6285383281.96,,160281125.5,2262993080.9,81027280.55,,468794407.53,,,2973095894.48,2246071737.91,1826620942.38,,,,531032229.21,4603724909.5,-1630629015.02,,2146750.0,2146750.0,10305134960.48,,159733155.32,10467014865.8,7295727534.87,1470618525.08,469009068.29,418752178.62,9185098238.57,1281916627.23,29249453.81,5965920347.98,32814012271.58,38779932619.56,32814012271.58,,,38779932619.56,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T17:40:06
20250331,,13918931606.6,,,,,,,,,,,37249404.79,644411850.99,14600592862.38,8874386182.55,,,,,,1488419723.22,662216063.45,688190102.2,11713212071.42,2887380790.96,,62552419.93,601226886.03,468507.21,474.02,432674375.01,,,1096922662.2,1412074249.9,29000000.0,,,,350055069.8,1791129319.7,-694206657.5,,,,192383240.92,,159031772.77,351415013.69,63710687.76,583656773.45,13762459.35,203279421.73,850646882.94,-499231869.25,23469286.33,1717411550.54,32822955828.51,,,,,34540367379.05,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T16:50:15
20241231,,54854307335.84,,,,,,,,,,,78535844.29,5180257440.91,60113100621.04,36458848811.27,,,,,,6786187900.65,4726894586.05,2919815690.82,50891746988.79,9221353632.25,,432059624.77,3099804481.68,912346755.63,,1885685521.52,,,6329896383.6,6249442479.4,3866224411.17,,,,1542172626.0,11657839516.57,-5327943132.97,,990357557.0,990357557.0,10874992113.99,,159549244.77,12024898915.76,10859566898.66,7055284404.23,1073421774.76,882187293.0,18797038595.89,-6772139680.13,84985453.3,-2793743727.55,35607755999.13,32814012271.58,35607755999.13,,,32814012271.58,定期报告,是,20260401,CNY,合并期末,2025-03-31T19:05:49
20240930,,40350798441.18,,,,,,,,,,,176575310.04,3960691078.46,44488064829.68,26451163901.19,,,,,,4571091827.34,3082383656.63,2923682729.68,37028322114.84,7459742714.84,,203485176.21,1902120318.25,588287571.62,,1263974722.93,,,3957867789.01,3465382523.31,1845635387.06,,,,601347146.27,5912365056.64,-1954497267.63,,941357557.0,941357557.0,10590755048.1,,110734981.92,11642847587.02,9765703808.52,5631655606.77,589092542.18,545070181.09,15942429596.38,-4299582009.36,-64454217.17,1141209220.68,35607755999.13,,,,,36748965219.81,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:20:17
20240630,,24310479495.57,,,,,,,,,,,151368533.03,4439457172.71,28901305201.31,15788722533.22,,,,,,3180974932.09,2492590427.86,3155874121.07,24618162014.24,4283143187.07,,133880881.44,890720613.89,575440811.9,,934259511.82,,,2534301819.05,1832582584.0,1489743856.9,,,,427297421.7,3749623862.6,-1215322043.55,,941357557.0,941357557.0,8358114778.51,,862.33,9299473197.84,6738728586.48,5183213044.79,454387873.41,373389206.19,12295330837.46,-2995857639.62,-98678696.42,-26715192.52,35607755999.13,35581040806.61,35607755999.13,,,35581040806.61,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T21:20:11
20240331,,10401856622.07,,,,,,,,,,,76156909.95,1456483450.2,11934496982.22,6390133173.57,,,,,,1355514830.7,1287830241.69,723793315.64,9757271561.6,2177225420.62,,68961533.51,6871544.15,26165272.44,,553683074.3,,,655681424.4,958181728.97,1155743856.9,,,,426773166.74,2540698752.61,-1885017328.21,,804900000.0,804900000.0,198582260.26,,,1003482260.26,56577738.7,297475007.26,,131385012.37,485437758.33,518044501.93,-45437998.43,764814595.91,35663934531.68,,,,,36428749127.59,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T16:30:06
20231231,,45424592061.1,,,,,,,,,,,110417762.26,5734682948.56,51269692771.92,23653527289.73,,,,,,6905835309.06,3420636824.68,3875108002.13,37855107425.6,13414585346.32,,522667948.17,4517625859.65,225955070.86,,2594889682.64,,,7861138561.32,8002374775.94,4026944789.84,,1292952047.53,,1967611219.74,15289882833.05,-7428744271.73,,2214236951.03,2214236951.03,15456239710.72,,2660036589.3,20330513251.05,11337411174.18,5147635427.06,714039931.85,1050938178.86,17535984780.1,2794528470.95,137439110.9,8917808656.44,26689947342.69,35607755999.13,26689947342.69,,,35607755999.13,定期报告,是,20250401,CNY,合并期末,2024-03-29T18:10:04
