报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,32160000000.0,121878000000.0,,,,,33443000000.0,,,,51354000000.0,,,,,,,,,,,,,,,,,,48916000000.0,293028000000.0,111114000000.0,,,,,,,,17374000000.0,43392000000.0,,1673000000.0,,30597000000.0,,,10060000000.0,,,,,,,,,8662000000.0,6414000000.0,64099000000.0,293385000000.0,-357000000.0,,961127000000.0,14276000000.0,,,651000000.0,,,,,976054000000.0,856306000000.0,,,,,3116000000.0,120000000.0,,859542000000.0,116512000000.0,,,,,202681000000.0,,,,202681000000.0,322471000000.0,861000000.0,,,2240000000.0,325572000000.0,-122891000000.0,-854000000.0,-7590000000.0,,,,,160886000000.0,153296000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T20:14:04
20251231,,,,,,,,14391000000.0,,12623000000.0,25520000000.0,,199461000000.0,,,,,,,,,,,,,,,,,,36829000000.0,309978000000.0,12240000000.0,,,,67597000000.0,31842000000.0,,86755000000.0,,,,,,122708000000.0,,,30625000000.0,,,,,,,,,26870000000.0,11468000000.0,77349000000.0,467454000000.0,-157476000000.0,,3393645000000.0,65549000000.0,,,10281000000.0,,,,,3469475000000.0,3392239000000.0,,,,,9299000000.0,23000000.0,,3401561000000.0,67914000000.0,,,,,1774314000000.0,,,,1804314000000.0,1715172000000.0,19476000000.0,2478000000.0,,3243000000.0,1737891000000.0,66423000000.0,-965000000.0,-24104000000.0,160886000000.0,184990000000.0,,,184990000000.0,160886000000.0,定期报告,是,20260331,CNY,合并期末,2026-03-30T21:58:04
20250930,,,,,,,,56846000000.0,,86971000000.0,6629000000.0,,153467000000.0,,,,,,,,,,,,,,,,,,30279000000.0,347422000000.0,23075000000.0,,,,3228000000.0,9052000000.0,,20207000000.0,,,,,,96634000000.0,,,23259000000.0,,,,,,,,,50932000000.0,11622000000.0,63358000000.0,301367000000.0,46055000000.0,,2484061000000.0,44932000000.0,,,2885000000.0,,,,,2531878000000.0,2456632000000.0,,,,,4025000000.0,21000000.0,,2460678000000.0,71200000000.0,,,,,993689000000.0,,,,1023689000000.0,1073243000000.0,14043000000.0,2205000000.0,,2452000000.0,1089738000000.0,-66049000000.0,-315000000.0,50891000000.0,,,,,184990000000.0,235881000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:42:03
20250630,,,,,,,,,,4420000000.0,42150000000.0,,100342000000.0,,,,,,,,,,,,,,,,,,46365000000.0,211982000000.0,39249000000.0,,,,8529000000.0,11354000000.0,,197946000000.0,8307000000.0,,,,,69745000000.0,,,16568000000.0,,,,,,,,,20553000000.0,5815000000.0,52959000000.0,431025000000.0,-219043000000.0,,1559621000000.0,38333000000.0,,,2750000000.0,,,,,1600704000000.0,1491539000000.0,,,,,1642000000.0,6000000.0,,1493187000000.0,107517000000.0,,,,,715531000000.0,,,,745531000000.0,615507000000.0,3231000000.0,1500000000.0,,1603000000.0,620341000000.0,125190000000.0,112000000.0,13776000000.0,198766000000.0,184990000000.0,,,184990000000.0,198766000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:14:03
20250331,,,,,,,,2031000000.0,29667000000.0,55326000000.0,16892000000.0,,52109000000.0,,,,,,,,,,,,,,,,,,11327000000.0,178213000000.0,77902000000.0,,,,,37033000000.0,53010000000.0,53010000000.0,,,,,,33717000000.0,,,10407000000.0,,,,,,,,,45213000000.0,5388000000.0,32998000000.0,295668000000.0,-117455000000.0,,397750000000.0,18112000000.0,,,2392000000.0,,,,,418254000000.0,305732000000.0,,,,,517000000.0,2000000.0,,306251000000.0,112003000000.0,,,,,192552000000.0,,,,192552000000.0,183613000000.0,120000000.0,,,756000000.0,184489000000.0,8063000000.0,35000000.0,2646000000.0,,,,,184990000000.0,187636000000.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T19:58:05
20241231,,,,,,,,,5049000000.0,56858000000.0,,,220584000000.0,,,,,,,,,,,,,,,,,,71650000000.0,400010000000.0,107796000000.0,,,,,64396000000.0,,178422000000.0,21994000000.0,,,41213000000.0,,125592000000.0,,,31862000000.0,,,,,,,,,21597000000.0,14293000000.0,24483000000.0,631648000000.0,-231638000000.0,,1600054000000.0,64138000000.0,,,6210000000.0,,,,,1670402000000.0,1703501000000.0,,,,,9707000000.0,15000000.0,,1713223000000.0,-42821000000.0,,,,,1383818000000.0,,,,1423818000000.0,1127757000000.0,30692000000.0,3440000000.0,,3506000000.0,1201958000000.0,221860000000.0,253000000.0,-52346000000.0,184990000000.0,237336000000.0,,,237336000000.0,184990000000.0,定期报告,是,20260331,CNY,合并期末,2025-03-28T22:25:03
20240930,,,,,,,,,4561000000.0,47084000000.0,1052000000.0,,164764000000.0,,,,,,,,,,,,,,,,,,56499000000.0,318623000000.0,84153000000.0,,,,,32350000000.0,,201980000000.0,9408000000.0,,,,,95062000000.0,,,23442000000.0,,,,,,,,,32216000000.0,14673000000.0,19939000000.0,513223000000.0,-194600000000.0,,1404461000000.0,44868000000.0,,,3115000000.0,,,,,1452444000000.0,1442576000000.0,,,,,5533000000.0,,,1448109000000.0,4335000000.0,,,,,997266000000.0,,,,1027266000000.0,833659000000.0,15374000000.0,3440000000.0,,2640000000.0,891673000000.0,135593000000.0,478000000.0,-54194000000.0,,,,,237336000000.0,183142000000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T21:25:03
20240630,,,,,,,,2996000000.0,,,14608000000.0,,112971000000.0,,,,,,,,,,,,,,,,,,51609000000.0,220403000000.0,55966000000.0,,,,2185000000.0,31317000000.0,,280893000000.0,,14745000000.0,,,,68052000000.0,,,16970000000.0,,,,,,,,,11087000000.0,7274000000.0,15757000000.0,504246000000.0,-283843000000.0,,1101347000000.0,35131000000.0,,,1922000000.0,,,,,1138400000000.0,1099682000000.0,,,,,4359000000.0,,,1104041000000.0,34359000000.0,,,,,780546000000.0,,,,780546000000.0,606378000000.0,7453000000.0,3440000000.0,,1704000000.0,655541000000.0,125005000000.0,181000000.0,-124298000000.0,113038000000.0,237336000000.0,,,237336000000.0,113038000000.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T21:45:02
20240331,,,,38879000000.0,,,24915000000.0,,,,,5383000000.0,54788000000.0,,,,,,,,,,,,,,,,,,59548000000.0,183513000000.0,120108000000.0,,,,362000000.0,13206000000.0,,,10434000000.0,51070000000.0,,38231000000.0,,35409000000.0,,,10624000000.0,,,,,,,,,,7003000000.0,24432000000.0,310879000000.0,-127366000000.0,,394974000000.0,13222000000.0,,,209000000.0,,,,,408405000000.0,389526000000.0,,,,,7637000000.0,,,397163000000.0,11242000000.0,,,,,291076000000.0,,,,291076000000.0,262586000000.0,1911000000.0,,,802000000.0,265299000000.0,25777000000.0,937000000.0,-89410000000.0,,,,,237336000000.0,147926000000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:05:03
20231231,,,180427000000.0,43748000000.0,,,10022000000.0,8650000000.0,15731000000.0,87001000000.0,,,237050000000.0,,,,,,,,,,,,,,,,,,61115000000.0,643744000000.0,283409000000.0,,,,,,,,,,,32747000000.0,,140089000000.0,,,32132000000.0,,,,,,,,,21737000000.0,19496000000.0,40458000000.0,570068000000.0,73676000000.0,,1370789000000.0,66679000000.0,,,2159000000.0,,,,,1439627000000.0,1389186000000.0,,,,,8677000000.0,,,1397863000000.0,41764000000.0,,,,,1021482000000.0,,,,1021482000000.0,992773000000.0,32169000000.0,,,3791000000.0,1028742000000.0,-7260000000.0,851000000.0,109031000000.0,237336000000.0,128305000000.0,,,128305000000.0,237336000000.0,定期报告,是,20250329,CNY,合并期末,2024-03-28T20:00:08
