报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,873290000000.0,,,,5147000000.0,15088000000.0,10041000000.0,,3506000000.0,111287000000.0,,,,,,,,,,,,,,,,,,27462000000.0,1045821000000.0,494613000000.0,82149000000.0,,,,4127000000.0,,,,,,5825000000.0,,83214000000.0,,,17879000000.0,,,,,,,,,,4441000000.0,45727000000.0,737975000000.0,307846000000.0,,493023000000.0,47503000000.0,,,48000000.0,,,,,540574000000.0,1003445000000.0,,,,,1638000000.0,,,1005083000000.0,-464509000000.0,,,,,,,,,,11558000000.0,20300000000.0,,32000000.0,,62690000000.0,-62690000000.0,-288000000.0,-219641000000.0,,,,,621041000000.0,401400000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:48:04
20251231,,,1054000000.0,1337242000000.0,,,,9119000000.0,,60437000000.0,,51980000000.0,403216000000.0,,,,,,,,,,,,,,,,,,29620000000.0,1892668000000.0,792065000000.0,142197000000.0,,,43875000000.0,,,,,,,4953000000.0,,237458000000.0,,,62181000000.0,,,,,,,,,,31611000000.0,166269000000.0,1480609000000.0,412059000000.0,,1784365000000.0,168998000000.0,,,359000000.0,,,,,1953722000000.0,2115897000000.0,,,,,13759000000.0,,,2129656000000.0,-175934000000.0,,30000000000.0,,,263997000000.0,,130000000000.0,,423997000000.0,258100000000.0,36468000000.0,,2000000.0,,378253000000.0,45744000000.0,-243000000.0,281626000000.0,,,,,339415000000.0,621041000000.0,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:56:04
20250930,,,812000000.0,1037802000000.0,,,,10835000000.0,,287431000000.0,,,308356000000.0,,,,,,,,,,,,,,,,,,38872000000.0,1684108000000.0,784600000000.0,107101000000.0,,,34963000000.0,,,,,,,15022000000.0,,199924000000.0,,,44699000000.0,,,,,,,,,8252000000.0,19106000000.0,120465000000.0,1334132000000.0,349976000000.0,,1418906000000.0,132133000000.0,,,347000000.0,,,,,1551386000000.0,1886233000000.0,,,,,7601000000.0,,,1893834000000.0,-342448000000.0,,30000000000.0,,,266140000000.0,,130000000000.0,,426140000000.0,191760000000.0,38954000000.0,,8000000.0,,313310000000.0,112830000000.0,-37000000.0,120321000000.0,,,,,339415000000.0,459736000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:20:04
20250630,,,840000000.0,966047000000.0,,,,9221000000.0,,33350000000.0,,,209425000000.0,,,,,,,,,,,,,,,,,,36360000000.0,1255243000000.0,652987000000.0,81952000000.0,,,8456000000.0,,,,,,,3532000000.0,,154367000000.0,,,31623000000.0,,,,,,,,,44992000000.0,18422000000.0,75213000000.0,1071544000000.0,183699000000.0,,996440000000.0,97014000000.0,,,342000000.0,,,,,1093796000000.0,1128374000000.0,,,,,4235000000.0,,,1132609000000.0,-38813000000.0,,30000000000.0,,,130280000000.0,,130000000000.0,,290280000000.0,106540000000.0,35132000000.0,,2000000.0,,223312000000.0,66968000000.0,37000000.0,211891000000.0,,,,,339415000000.0,551306000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:44:03
20250331,,,1376000000.0,736939000000.0,,,,5151000000.0,,,,,109847000000.0,,,,,,,,,,,,,,,,,,46417000000.0,899730000000.0,458278000000.0,117073000000.0,,,3358000000.0,,,,,14326000000.0,,6645000000.0,,104499000000.0,,,17955000000.0,,,,,,,,,48437000000.0,5034000000.0,48430000000.0,824035000000.0,75695000000.0,,460599000000.0,50370000000.0,,,93000000.0,,,,,511062000000.0,455136000000.0,,,,,6875000000.0,,,462011000000.0,49051000000.0,,30000000000.0,,,,,,,30000000000.0,44450000000.0,22487000000.0,,,,147768000000.0,-117768000000.0,20000000.0,6998000000.0,,,,,339415000000.0,346413000000.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:54:03
20241231,,,,1367712000000.0,,,,,,,52529000000.0,25212000000.0,424756000000.0,,,,,,,,,,,,,,,,,,10251000000.0,1880460000000.0,796135000000.0,40560000000.0,,,36335000000.0,7643000000.0,,,12924000000.0,78981000000.0,,,,231436000000.0,,,64374000000.0,,,,,,,,,,27279000000.0,187517000000.0,1483184000000.0,397276000000.0,,1616561000000.0,142168000000.0,,,123000000.0,,,,,1758852000000.0,2218901000000.0,,,,,20350000000.0,,,2239251000000.0,-480399000000.0,,30000000000.0,,,241956000000.0,,,,271956000000.0,261160000000.0,37648000000.0,,3000000.0,,302734000000.0,-30778000000.0,89000000.0,-113812000000.0,,,,,453227000000.0,339415000000.0,定期报告,是,20260328,CNY,合并期末,2025-03-27T21:45:03
20240930,,,,1058359000000.0,,,,,,,51658000000.0,8238000000.0,323763000000.0,,,,,,,,,,,,,,,,,,1435000000.0,1443453000000.0,654176000000.0,35782000000.0,,,29317000000.0,1571000000.0,,,3555000000.0,45419000000.0,,,,188462000000.0,,,45153000000.0,,,,,,,,,,11098000000.0,147931000000.0,1162464000000.0,280989000000.0,,1247378000000.0,119710000000.0,,,505000000.0,,,,,1367593000000.0,1647697000000.0,,,,,12241000000.0,,,1659938000000.0,-292345000000.0,,30000000000.0,,,69460000000.0,,,,99460000000.0,129140000000.0,35929000000.0,,3000000.0,,167684000000.0,-68224000000.0,-84000000.0,-79664000000.0,,,,,453227000000.0,373563000000.0,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:05:05
20240630,,,,955327000000.0,,,,1382000000.0,,,44708000000.0,,216279000000.0,,,,,,,,,,,,,,,,,,1144000000.0,1218840000000.0,524284000000.0,70755000000.0,,,9547000000.0,2998000000.0,,,,187988000000.0,,,,138946000000.0,,,30720000000.0,,,,,,,,,3213000000.0,9925000000.0,109532000000.0,1087908000000.0,130932000000.0,,833568000000.0,81943000000.0,,,39000000.0,,,,,915550000000.0,1106073000000.0,,,,,7410000000.0,,,1113483000000.0,-197933000000.0,,30000000000.0,,,,,,,30000000000.0,129140000000.0,7700000000.0,,3000000.0,,138600000000.0,-108600000000.0,6000000.0,-175595000000.0,,,,,453227000000.0,277632000000.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T21:10:03
20240331,,,,737064000000.0,,,,,,,9697000000.0,,108351000000.0,,,,,,,,,,,,,,,,,,19993000000.0,875105000000.0,381688000000.0,31610000000.0,,,3173000000.0,5448000000.0,,,2317000000.0,61933000000.0,,,,90376000000.0,,,17178000000.0,,,,,,,,,6287000000.0,2985000000.0,46964000000.0,649959000000.0,225146000000.0,,442699000000.0,42417000000.0,,,55000000.0,,,,,485171000000.0,548363000000.0,,,,,2577000000.0,,,550940000000.0,-65769000000.0,,30000000000.0,,,,,,,30000000000.0,90710000000.0,7022000000.0,,1000000.0,,98646000000.0,-68646000000.0,-6000000.0,90725000000.0,,,,,453227000000.0,543952000000.0,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:10:02
20231231,,,8781000000.0,1240963000000.0,,,,16981000000.0,,89767000000.0,29181000000.0,,427075000000.0,,,,,,,,,,,,,,,,,,5821000000.0,1818569000000.0,959472000000.0,79995000000.0,,,18056000000.0,,,,,,,,,218791000000.0,,,63982000000.0,,,,,,,,,19003000000.0,26783000000.0,169150000000.0,1555232000000.0,263337000000.0,,1615463000000.0,149496000000.0,,,55000000.0,,,,,1765014000000.0,1994479000000.0,,,,,12963000000.0,,,2007442000000.0,-242428000000.0,,30000000000.0,,,494341000000.0,,45000000000.0,,569341000000.0,335100000000.0,38039000000.0,,21000000.0,,377094000000.0,192247000000.0,91000000.0,213247000000.0,,,,,239980000000.0,453227000000.0,定期报告,是,20250328,CNY,合并期末,2024-03-28T19:55:02
