报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,5749261713.63,,,,,,,,,,,347828335.0,341895989.08,6438986037.71,3844792406.35,,,,,,1748930026.69,254774540.02,435207921.42,6283704894.48,155281143.23,,1060157253.01,1200851.5,3665704.69,,,,,1065023809.2,4886163214.82,792607948.29,,,,42865978.15,5721637141.26,-4656613332.06,,692858928.37,691000000.0,11539943456.82,,34155000.0,12266957385.19,6925682156.59,442860018.51,,750239012.63,8118781187.73,4148176197.46,-99746711.85,-452902703.22,12805985566.18,,,,,12353082862.96,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:10:03
20251231,,25545291538.99,,,,,,,,,,,1046235411.03,1398500487.43,27990027437.45,16984198938.91,,,,,,4633520037.76,861585424.84,1886308069.24,24365612470.75,3624414966.7,,6055734643.64,37804807.35,43614620.11,,,,,6137154071.1,10170965654.14,5864824223.33,,4322683.67,,393031052.47,16433143613.61,-10295989542.51,,5078432918.36,4854288320.0,33225991280.58,,399781610.15,38704205809.09,29694016862.57,1697717375.08,59897539.12,72326749.82,31464060987.47,7240144821.62,-318921935.28,249648310.53,12556337255.65,12805985566.18,12556337255.65,,,12805985566.18,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:10:03
20250930,,22805360876.13,,,,,,,,,,,824520445.42,1482935170.15,25112816491.7,18296506804.45,,,,,,3752909670.46,1049546829.28,1556663868.02,24655627172.21,457189319.49,,3997783433.73,41372392.42,32050184.41,,,,,4071206010.56,5859898950.67,3982135665.55,,,,,9842034616.22,-5770828605.66,,2113154085.58,1896000000.0,22064168136.76,,734678998.32,24912001220.66,17745289076.39,1400521643.89,23800039.12,1957631882.43,21103442602.71,3808558617.95,-17820534.29,-1522901202.51,12556337255.65,,,,,11033436053.14,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T18:26:17
20250630,,14516868052.45,,,,,,,,,,,387948083.63,1106503603.62,16011319739.7,11672455128.64,,,,,,2318863421.51,617864195.24,1077287707.42,15686470452.81,324849286.89,,1941330231.53,35992901.32,2555533.83,,,,,1979878666.68,3934340704.6,1613976691.61,,,,,5548317396.21,-3568438729.53,,1253865364.62,1196000000.0,16966811965.51,,27683353.23,18248360683.36,12504897386.29,856003329.82,23800039.12,1806753170.92,15167653887.03,3080706796.33,116282019.01,-46600627.3,12556337255.65,12509736628.35,12556337255.65,,,12509736628.35,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:08:08
20250331,,4567635970.04,,,,,,,,,,,144257868.78,593275281.87,5305169120.69,2665573377.25,,,,,,1367420060.89,186174105.5,958506001.32,5177673544.96,127495575.73,,801945158.64,56707123.7,2553533.83,,,,,861205816.17,1738729430.25,9222256.1,,,,,1747951686.35,-886745870.18,,19520848.78,1000000.0,7650582477.6,,641203287.6,8311306613.98,6060629300.28,401458099.87,,90315804.39,6552403204.54,1758903409.44,-21804678.62,977848436.37,12556337255.65,,,,,13534185692.02,定期报告,未审计,20260429,CNY,合并期末,2025-04-25T00:54:10
20241231,,21205496402.76,,,,,,,,,,,1371582101.95,1961887294.36,24538965799.07,15356469701.42,,,,,,3500935424.98,955749773.71,2020239169.95,21833394070.06,2705571729.01,,8777604790.84,23898992.0,303349361.03,26039556.47,,,,9130892700.34,9068397787.47,7023491583.55,,,,146375863.03,16238265234.05,-7107372533.71,,3359721660.13,3047048645.69,30313162509.91,,719381922.01,34392266092.05,25825122288.15,1542226120.17,,1545284934.77,28912633343.09,5479632748.96,150299752.08,1228131696.34,11328205559.31,12556337255.65,11328205559.31,,,12556337255.65,定期报告,是,20260429,CNY,合并期末,2025-04-25T00:54:10
20240930,,15081159270.81,,,,,,,,,,,1297441501.71,1520521018.48,17899121791.0,12480843467.89,,,,,,2993789549.48,658066669.28,1522870096.6,17655569783.25,243552007.75,,7951516518.28,73714880.35,263936091.0,,,,,8289167489.63,5283496346.54,6780329099.15,,,,14518118.48,12078343564.17,-3789176074.54,,678078373.11,524907715.0,17424152334.05,,1653150736.78,19755381443.94,13393034186.25,1298733439.09,,982518021.23,15674285646.57,4081095797.37,-27714537.11,507757193.47,11328205559.31,,,,,11835962752.78,定期报告,未审计,20251025,CNY,合并期末,2024-10-29T19:20:09
20240630,,10284751754.46,,,,,,,,,,,831539534.07,947277657.72,12063568946.25,8318135605.14,,,,,,2039253430.5,422339320.91,1103718733.39,11883447089.94,180121856.31,,5550589114.27,57059408.42,259575979.0,,,,,5867224501.69,3993020762.55,4921910513.27,,,,9603337.66,8924534613.48,-3057310111.79,,119291641.22,4907715.0,12576686451.0,,1002886137.31,13698864229.53,8925683130.05,932043245.41,,952406802.86,10810133178.32,2888731051.21,67669199.29,79211995.02,11328205559.31,11407417554.33,11328205559.31,,,11407417554.33,定期报告,未审计,20250830,CNY,合并期末,2024-08-28T20:30:05
20240331,,3104815874.05,,,,,,,,,,,181820701.34,1046913385.99,4333549961.38,2119324418.62,,,,,,1139241517.43,203424734.09,799406279.66,4261396949.8,72153011.58,,1809872063.92,34431406.97,56800.0,-9602217.66,13351971.63,,,1848110024.86,2691926142.54,894266379.2,,,,,3586192521.74,-1738082496.88,,7715.0,,8957199116.47,,133029292.46,9090236123.93,5608783761.67,390734829.32,,861068537.28,6860587128.27,2229648995.66,33348742.7,597068253.06,11328205559.31,,,,,11925273812.37,定期报告,未审计,20250425,CNY,合并期末,2024-04-19T21:50:05
20231231,,18315383345.54,,,,,,,,,,,750840111.56,1507199653.28,20573423110.38,12293263825.98,,,,,,2809365586.13,846241941.02,2205860939.96,18154732293.09,2418690817.29,,4466661189.91,68671519.52,110117808.19,3383285.61,,,,4648833803.23,13129650583.44,7814772822.02,,178960824.23,,,21123384229.69,-16474550426.46,,365072518.99,247227535.0,31015851135.8,,,31380923654.79,15730510789.07,1556613626.98,42911769.39,205599426.59,17492723842.64,13888199812.15,253832843.86,86173046.84,11242032512.47,11328205559.31,11242032512.47,,,11328205559.31,定期报告,是,20250425,CNY,合并期末,2024-04-19T21:50:05
