报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,,7666432513.0,,,,13277663017.0,,,28125647885.0,,,,,,,5031102521.0,54100845936.0,,,1937249409.0,152700809.0,,1027376685.0,,,,,,,9014342876.0,,,3311050402.0,558357064.0,12169320790.0,28170398035.0,25930447901.0,,70016178572.0,1184640152.0,1239304.0,,,71202058028.0,81731972927.0,130153329.0,,,81862126256.0,-10660068228.0,,98000000.0,,98000000.0,,51525021816.0,,51623021816.0,35682922571.0,1815578961.0,,26611623.0,37745736993.0,13877284823.0,-166090372.0,28981574124.0,,,,,181059190454.0,210040764578.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:32:03
20251231,,31028213162.0,,24632449753.0,11029287851.0,,,18312331952.0,,,29435910676.0,,,,,,,11055925127.0,125494118521.0,,,6894390631.0,,,22692949257.0,,,,,,,,,,10931054077.0,2734174603.0,11165219729.0,54417788297.0,71076330224.0,,186259057317.0,3049372229.0,2027686.0,,,189453421272.0,224401970566.0,765329260.0,,,225167299826.0,-35713878554.0,,,,,,84781245065.0,,84781245065.0,85483319089.0,6750873224.0,,35288460.0,93222326291.0,-8441081226.0,-943706051.0,25977664393.0,181059190454.0,155081526061.0,,,155081526061.0,181059190454.0,定期报告,是,20260331,CNY,合并期末,2026-03-30T21:20:03
20250930,,14213992220.0,,17013056823.0,,,,20137708973.0,,,38084554358.0,,,,,,,12961100714.0,102410413088.0,,,5069099059.0,364479142.0,,19003964027.0,,,,,,,,,,7062781532.0,1768776241.0,6440510823.0,39709610824.0,62700802264.0,,135619593737.0,2363171922.0,734914.0,,,138126464613.0,157105183762.0,572711016.0,,,157677894778.0,-19551430165.0,,,,,,56214799613.0,,56214799613.0,58585832091.0,5210201712.0,,9259558.0,64520925091.0,-8306125478.0,-683376197.0,34159870424.0,,,,,155081526061.0,189241396485.0,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T17:18:04
20250630,,7823999941.0,,10437387245.0,,,,,,,21810774602.0,,,,,,,10087917711.0,50160079499.0,,,3294648058.0,4462748456.0,,1937086511.0,281431184.0,,,,,,,,,4546844852.0,1353658290.0,2690440110.0,18566857461.0,31593222038.0,,93694058316.0,1520006531.0,465516.0,,,95357494403.0,99176113252.0,341372417.0,,,99517485669.0,-4159991266.0,,,,,,28815643362.0,,28815643362.0,35981717584.0,2982237778.0,,5076684.0,39452844907.0,-10637201545.0,-424978524.0,16371050703.0,171452576764.0,155081526061.0,,,155081526061.0,171452576764.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:50:03
20250331,,3202055659.0,,5084574998.0,,,,5223903524.0,,,6566436421.0,,,,,,,5477190293.0,25554160895.0,,,1628274691.0,2954326672.0,,1876346106.0,,,,,,,,,,2338017567.0,542752241.0,7421373495.0,16761090772.0,8793070123.0,,47506482996.0,748909508.0,240675.0,,,48398597219.0,49626766417.0,163963715.0,,,49790730132.0,-1392132913.0,,,,,,19075954736.0,,19075954736.0,27261895932.0,2074548883.0,,3506185.0,29554395685.0,-10478440949.0,-72090252.0,-3149593991.0,,,,,155081526061.0,151931932070.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T20:26:03
20241231,,5694252290.0,,20623140821.0,,,,26715794914.0,,,18356205464.0,,,,,,,3801298152.0,75190691641.0,,,6113483334.0,48474098.0,,7928658455.0,,,,,,,,,,10515990524.0,1570088352.0,7139878973.0,33316573736.0,41874117905.0,,166265560453.0,1968930335.0,4941414.0,,,168239432202.0,191610428889.0,942086619.0,,,192552515508.0,-24313083306.0,,,,,,91410512036.0,,91410512036.0,90866181311.0,7878431092.0,,56087703.0,99808150418.0,-8397638382.0,147479661.0,9310875878.0,155081526061.0,145770650183.0,,,145770650183.0,155081526061.0,定期报告,是,20260331,CNY,合并期末,2025-03-28T23:02:19
20240930,,18795020744.0,,14040810137.0,,,1480800561.0,11382707865.0,,,20820817154.0,,,,,,,4331215674.0,70851372135.0,,,4620512729.0,16209107703.0,,,,,,,,,,,,8380720218.0,827021908.0,16441225377.0,46478587935.0,24372784200.0,,132000503252.0,1846809133.0,1160555.0,,,133848472940.0,143520027717.0,629960203.0,,,144149987920.0,-10301514980.0,,,,,,68255871744.0,,68255871744.0,65280112043.0,5870579472.0,,35159063.0,71936366831.0,-3680495087.0,-504832216.0,9885941917.0,,,,,145770650183.0,155656592100.0,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T21:47:03
20240630,,33985088495.0,,9473863600.0,,,2587472863.0,,,,,,,,,,,2692838765.0,48739263723.0,,,3217033165.0,13660367010.0,,,5264818997.0,,,278955863.0,,,,,,6212508248.0,507041525.0,9484199918.0,38624924726.0,10114338997.0,,86546829411.0,1187929925.0,498208.0,,,87735257544.0,100624156416.0,456958313.0,,,101081114729.0,-13345857185.0,,,,,,45910889708.0,,45910889708.0,48702612105.0,3266219834.0,,31108953.0,52532092143.0,-6621202435.0,179883392.0,-9672837231.0,136097812952.0,145770650183.0,,,145770650183.0,136097812952.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T20:02:02
20240331,,15756881509.0,,4804949509.0,,,1477500788.0,13756312435.0,,,4031774608.0,,,,,,,4398451274.0,44225870123.0,,,1785546198.0,22730086810.0,,,,,,,,,,,,2567994252.0,233297858.0,4094079487.0,31411004605.0,12814865518.0,,42900166286.0,415878259.0,74781.0,,,43316119326.0,41237648346.0,250806232.0,,,41488454578.0,1827664748.0,,,,,,30177434410.0,,30177434410.0,26666973717.0,2001789282.0,,1916510.0,28925515579.0,1251918831.0,9171366.0,15903620463.0,,,,,145770650183.0,161674270646.0,定期报告,未审计,20250429,CNY,合并期末,2024-04-30T03:02:03
20231231,,7406025744.0,,22126380921.0,,,,28939752351.0,,,,,,,,,,5647014401.0,64119173417.0,,,6977281945.0,15780520669.0,,3908114474.0,,,,9785138793.0,,,,,,13495313825.0,2564704665.0,22192486074.0,74703560445.0,-10584387028.0,,121056782616.0,1904482372.0,4983665.0,,,122966248653.0,119424602513.0,1459777324.0,,,120884379837.0,2081868816.0,,,,,,101556952641.0,,101556952641.0,107038418729.0,7193911288.0,,66651860.0,115268410793.0,-13711458152.0,303763424.0,-21910212940.0,145770650183.0,167680863123.0,,,167680863123.0,145770650183.0,定期报告,是,20250329,CNY,合并期末,2024-03-29T00:52:02
20230930,,,,16626238251.0,,,,24848946616.0,,,,,,,,,,5270320697.0,46745505564.0,,,5391264500.0,20205500079.0,,2659117843.0,,,,6355543298.0,,,9161098543.0,,,11292908570.0,1765878316.0,15940248284.0,72771559433.0,-26026053869.0,,92217882343.0,1711529295.0,8058069.0,,,93937469707.0,83246485985.0,922152696.0,,,84168638681.0,9768831026.0,,,,,,78397650191.0,,78397650191.0,87627684057.0,5848439746.0,,17814941.0,94170348799.0,-15772698608.0,1245849653.0,-30784071798.0,,,,,167680863123.0,136896791325.0,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T22:37:19
