报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,23222043213.0,1532386379.0,0.0,,,,,,217125447.0,,,710576719.0,3832782221.0,29514913979.0,23625703849.0,-800180294.0,-125309181.0,,18303217.0,,3345526182.0,857612312.0,5839529159.0,32761185244.0,-3246271265.0,,19717292582.0,239734188.0,16175773.0,0.0,2038005502.0,,,22011208045.0,1973460963.0,15460014589.0,,129852703.0,,135387315.0,17698715570.0,4312492475.0,,1050000.0,1050000.0,6106931723.0,11495100000.0,2350452344.0,19953534067.0,11202389329.0,160124428.0,0.0,117879578.0,11480393335.0,8473140732.0,-18698455.0,9520663487.0,32151276551.0,,,,,41671940038.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:38:06
20251231,,108135993314.0,906616720.0,-928824306.0,,,,,,596689712.0,,,2252496332.0,20736206641.0,131699178413.0,98017933506.0,992703327.0,196068874.0,,110827680.0,,10884317592.0,4738134293.0,31785487685.0,146725472957.0,-15026294544.0,,73823479154.0,4806329640.0,85615478.0,224998034.0,3735446606.0,,,82675868912.0,8960980184.0,78451530750.0,,24445300.0,,880841350.0,88317797584.0,-5641928672.0,,39580000.0,39580000.0,42122206559.0,,802131899.0,42963918458.0,34391372824.0,816087770.0,98208282.0,2241423298.0,37448883892.0,5515034566.0,20262000.0,-15132926650.0,47284203201.0,32151276551.0,47284203201.0,0.0,0.0,32151276551.0,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:38:43
20250930,,83730131363.0,1311354615.0,-928824306.0,,,,,,486121399.0,,,1830540819.0,5114996424.0,91544320314.0,77443656154.0,-1231597706.0,163923775.0,,89281304.0,,8472858297.0,4227654515.0,13204443651.0,102370219990.0,-10825899676.0,,53179674884.0,3936108600.0,55482749.0,224998034.0,1095860272.0,,,58492124539.0,6235050137.0,57794050138.0,,22320000.0,,626975044.0,64678395319.0,-6186270780.0,,31380000.0,31380000.0,30913342734.0,,3837253772.0,34781976506.0,27588050736.0,647334799.0,89761449.0,4438301871.0,32673687406.0,2108289100.0,129437244.0,-14774444112.0,47284203201.0,,,,,32509759089.0,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T17:16:30
20250630,,51025987810.0,1283788695.0,352897493.0,,,,,,368092341.0,,,1342025164.0,4958539431.0,59331330934.0,53214058009.0,-1322126818.0,-37736105.0,,69371857.0,,5864629926.0,2379573481.0,9932272762.0,70100043112.0,-10768712178.0,,29637152997.0,3524140476.0,45804051.0,224998034.0,1151786034.0,,,34583881592.0,4380647597.0,33847385994.0,0.0,0.0,,599731359.0,38827764950.0,-4243883358.0,,28580000.0,28580000.0,19717895711.0,,327137205.0,20073612916.0,16755054204.0,543169192.0,86530435.0,208462512.0,17506685908.0,2566927008.0,-67737051.0,-12513405579.0,47284203201.0,34770797622.0,47284203201.0,0.0,0.0,34770797622.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:52:07
20250331,,22051253091.0,620859100.0,352897493.0,,,,,,195510278.0,,,797733300.0,2971589193.0,26989842455.0,27471570541.0,883434437.0,-303967259.0,,31812842.0,,3563044506.0,1708105480.0,4845669939.0,38199670486.0,-11209828031.0,,13678484749.0,325779555.0,31759257.0,0.0,917521548.0,,,14953545109.0,2503729519.0,12679138912.0,,0.0,,1794149473.0,16977017904.0,-2023472795.0,,2400001.0,2400001.0,11693803809.0,0.0,165125915.0,11861329725.0,11527151132.0,147992780.0,0.0,51900814.0,11727044726.0,134284999.0,62823668.0,-13036192159.0,47284203201.0,,,,,34248011042.0,定期报告,未审计,20260430,CNY,合并期末,2025-04-25T17:40:04
20241231,,140995536835.0,-2713496779.0,928824306.0,,,,,,946161243.0,,,1638811340.0,10177687463.0,151973524408.0,113957320914.0,-1795594014.0,417701744.0,,138795756.0,,10618898458.0,5259987902.0,12457816261.0,141054927021.0,10918597387.0,,21768877115.0,12102145425.0,159659578.0,570659981.0,957942766.0,,,35559284865.0,10859240306.0,35414446868.0,,10431441.0,,1025759247.0,47309877862.0,-11750592997.0,,373145284.0,175971683.0,43950488009.0,,1535066400.0,45858699693.0,35345767444.0,2467473689.0,103113858.0,5838914420.0,43652155553.0,2206544140.0,44863365.0,1419411895.0,45864791306.0,47284203201.0,45864791306.0,0.0,0.0,47284203201.0,定期报告,是,20260328,CNY,合并期末,2025-03-28T23:40:10
20240930,,94594733519.0,-2678781760.0,1334324306.0,,,,,,733009475.0,,,1234883602.0,5207164224.0,100425333366.0,78890286961.0,-3457805300.0,432223464.0,,114639003.0,,8145972440.0,5334896697.0,9982022829.0,99442236094.0,983097272.0,,15345613285.0,11595410576.0,99590033.0,0.0,430976485.0,,,27471590379.0,7143851799.0,29118384073.0,,0.0,,517037559.0,36779273431.0,-9307683052.0,,182664486.0,182601975.0,34294433427.0,,155936380.0,34633034293.0,26555483966.0,1943586537.0,65000269.0,4349262361.0,32848332864.0,1784701429.0,217354098.0,-6322530253.0,45864791306.0,,,,,39542261053.0,定期报告,未审计,20251025,CNY,合并期末,2024-10-30T17:35:16
20240630,,66365324153.0,-2865265966.0,1837976436.0,,,,,,524798734.0,,,802193229.0,3593540397.0,70258566983.0,53933920582.0,-2724544324.0,172070312.0,,80509970.0,,5949336577.0,3928630185.0,6284121546.0,67624044848.0,2634522135.0,,9201716907.0,10159825089.0,54532699.0,0.0,183862951.0,,,19599937646.0,4782599536.0,19526534376.0,0.0,14900000.0,,689199452.0,25013233364.0,-5413295718.0,,78720048.0,78657537.0,15759443554.0,,135415794.0,15973579396.0,15895219001.0,1593127114.0,64571560.0,2694427917.0,20182774032.0,-4209194636.0,245022205.0,-6742946014.0,45864791306.0,39121845292.0,45864791306.0,0.0,0.0,39121845292.0,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T19:50:11
20240331,,26430976864.0,-1449244394.0,1603281652.0,,,,,,302215538.0,,,342784907.0,2261714133.0,29491728700.0,28911710817.0,-1082657605.0,-312672396.0,,35828902.0,,3785877739.0,1428376712.0,2864527420.0,35630991589.0,-6139262889.0,,5109888644.0,104666764.0,41415697.0,0.0,31425873.0,,,5287396978.0,2951917760.0,6690123277.0,,0.0,,31432459.0,9673473496.0,-4386076518.0,,12300000.0,12300000.0,10526494581.0,,131675452.0,10670470033.0,6957207153.0,241441798.0,6176256.0,1383813800.0,8582462751.0,2088007282.0,55889655.0,-8381442470.0,45864791306.0,,,,,37483348836.0,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T18:20:06
20231231,,161715273401.0,1588484870.0,0.0,,,,,,690564543.0,,,812583973.0,11626831412.0,176433738199.0,136145478005.0,2182531472.0,41122044.0,,115516468.0,,10011586404.0,5882571718.0,15327305242.0,169706111353.0,6727626846.0,,18393705918.0,15973615176.0,139118844.0,0.0,2099318357.0,,,36605758295.0,11576552455.0,23259856350.0,,48910431.0,,4191407624.0,39076726860.0,-2470968565.0,,489477588.0,382989530.0,35286033510.0,,7480313716.0,43255824814.0,28598052304.0,3558331133.0,55888615.0,7025437730.0,39181821167.0,4074003647.0,55582661.0,8386244589.0,37478546717.0,45864791306.0,37478546717.0,0.0,0.0,45864791306.0,定期报告,是,20250329,CNY,合并期末,2024-03-28T18:45:04
